session type,session title,sub unit,chair name,chair aff
Paper Session,"Online Group and Team Dynamics: Conformity, Prejudice, Effectiveness, and Exclusion",Communication and Technology,,
Paper Session,"HIGH-DENSITY: Health Information Needs, Seeking and Engagement",Health Communication,,
Paper Session,"Presence, Parasocial Experience, and Narratives",Mass Communication,,
Paper Session,"News, Agenda-Setting, and Framing",Mass Communication,,
Paper Session,News Exposure on Social Media,Political Communication,,
Paper Session,Political Communication in Authoritarian and Non-Democratic Contexts,Political Communication,,
Paper Session,"HIGH-DENSITY: Emotion, Cognition, and Health: Automatic and Controlled Processes",Information Systems,,
Paper Session,Labor Studies in the Digital Media Economy,Media Industry Studies,,
Paper Session,"Dialogue, Motives, and Strategies in CSR Communication",Public Relations,,
Paper Session,The Voices Represented in the News: Inclusion and Contention,Journalism Studies,,
Paper Session,Mediated Communication in Health and Other Organizational Contexts,Organizational Communication,,
Paper Session,"How Media Shape What We Know, How We Think, and What We Do",Communication and Technology,,
Paper Session,"Thinking About Robots, Avatars, and Science: New Directions in Communication Research",Communication and Technology,,
Paper Session,Echo Chambers and Filter Bubbles: Networked News Dynamics,Communication and Technology,,
Paper Session,"Sports Communication, Marketing, and Management",Sports Communication,,
Paper Session,HIGH-DENSITY: Interrogating Abuse Against Women,Feminist Scholarship,,
Paper Session,EXTENDED SESSION PART 2: Global Communication and Asian Contexts,Global Communication and Social Change,,
Paper Session,"Narrative Motifs of Gendered Stereotypes, Health, Cigarettes, and Other Entertainments",Visual Communication Studies,,
Paper Session,Attention and Diffusion Processes,Computational Methods,A Model of Attentiveness to Negative (Outlying) News - PJ Lamberson; Computational Network Analysis for Global Innovation Diffusion: Case of Patent Citation Networks of Genetically Modified Technology - Jiaojiao Ji; Empirical and Modeling Studies of WeChat Information Dissemination - Jinghong Xu; Impact of Self-Interest; Leveraging the Flow of Collective Attention for Computational Communication Research - Cheng-Jun Wang; The Depth of Diffusion Cascades and Political Diversity - Hai Liang; Tracing Twitter Buzz - Jiyoun Suk,U of California; U of Science and Technology of China; George A. Barnett; Beijing Normal University; Zhitao Du; Peer Influence and Global Popularity on Blogging Activities - Lu Guan; Nanjing U; Zhicong Chen; The Chinese U of Hong Kong; U of Wisconsin-Madison; Yini Zhang
Paper Session,"Zika and Ebola and Measles, Oh My! Diffusion of Information About Infectious Disease Outbreaks",Health Communication,,
Paper Session,"Virtual Reality: Empathy, Presence, and Immersion",Communication and Technology,,
Paper Session,HIGH-DENSITY: Media Framing of Controversial Health Issues,Health Communication,,
Paper Session,"Selective Exposure, Identity, Polarization",Mass Communication,,
Paper Session,Media Violence and Aggression,Mass Communication,,
Paper Session,Understanding Information Repertoires and News Consumption,Political Communication,,
Paper Session,"HIGH-DENSITY: Exploring Predictors of Online Behavior: Time, Motivation, and Content",Information Systems,,
Paper Session,Agency and Influence in Organizational Contexts,Organizational Communication,,
Paper Session,Mass Media and Website Portrayals of Health Issues,Health Communication,,
Paper Session,"Regulatory, Normative and Structural Changes in Communication: Past and Contemporary ""Histories""",Communication Law & Policy,,
Paper Session,"Hybrid High-Density: Sex and Sexting and Pornography, Oh My!",Children Adolescents and the Media,,
Paper Session,"Perspectives From Jamaica, Canada, Malaysia, and Iran: Four Intercultural Studies",Intercultural Communication,,
Paper Session,Thinking About Technology,Communication and Technology,,
Paper Session,"New Frontiers in Mobile Phone, Games, and Apps Scholarship",Communication and Technology,,
Paper Session,"The Body, Memorial Culture and Alan Kurdi",Visual Communication Studies,,
Paper Session,Social Media and Political Participation,"Activism, Communication & Social Justice",,
Paper Session,Exploring Intergroup Dynamics Online,Intergroup Communication,,
Paper Session,Nonverbal Elements of Communication,Interpersonal Communication,,
Paper Session,Media Institutions and Content: Studies of Traditional and Emerging Forms,Media Industry Studies,,
Paper Session,Communicating Social Support Online and Offline,Health Communication,,
Paper Session,"HIGH-DENSITY: Interpersonal Communication Between Doctors, Patients, and Family Members",Health Communication,,
Paper Session,When Media Meet Computational Methods,Mass Communication,,
Paper Session,Morals and Media,Mass Communication,,
Paper Session,New Research on the Effects of Entertainment Programming,Political Communication,,
Paper Session,"Polarization: Causes, Consequences and Remedies",Political Communication,,
Paper Session,Social Media and Other Bullsh*t,"Philosophy, Theory and Critique",,
Paper Session,Consuming and Sharing News in the New Media Environment,Journalism Studies,,
Paper Session,Instructional Communication in the Digital and Gaming Age,Instructional & Developmental Communication,,
Paper Session,New Directions and Reflections on Computational Methods,Computational Methods,,
Paper Session,From Mobile to Social Life,Mobile Communication,,
Paper Session,Public Relations High-Density Paper Session,Public Relations,,
Paper Session,"Young People and Risky Expression Online: Where They Talk about Sex, Drugs, and Politics — and Why",Communication and Technology,,
Paper Session,Understanding Interactivity: Effects on Persuasion and Social Influence,Communication and Technology,,
Paper Session,"Seeing, Selecting, Swiping, and Sexting (Not Necessarily in That Order): Innovative Scholarship on Mobile, Online, and Speed Dating",Communication and Technology,,
Paper Session,"Photojournalisms: History, Performance, Framing, Solutions",Visual Communication Studies,,
Paper Session,The Future Role of Journals for Academic Organizations: Council of Communication Associations (CCA) Panel,Sponsored Sessions,,
Paper Session,HIGH-DENSITY: The Complexities of Women's Identities and Voices,Feminist Scholarship,,
Paper Session,The Politics of Racialized Bodies and Emotions,"Activism, Communication & Social Justice",,
Paper Session,Enabling Citizen and Community Voices,Theme Sessions,,
Paper Session,"New Methods, Theories and Measures in Interpersonal Communication",Interpersonal Communication,,
Paper Session,Content and Effects of Health-Related Media and Advertising,Health Communication,,
Paper Session,Parents and Parenting in Online Contexts: Opportunities and Challenges,Communication and Technology,,
Paper Session,Persuasion Research in Health Communication,Health Communication,,
Paper Session,"Understanding News and Media Systems in Non-Western Contexts: Cases of India, Ethiopia, Indonesia, Kenya and Iran",Political Communication,,
Paper Session,Influences on Political Knowledge and Learning,Political Communication,,
Paper Session,"HIGH-DENSITY: Attitude Formation, Cognition, and Persuasive Message Context, Content, and Form",Information Systems,,
Paper Session,Mobile Access and Privacy,Mobile Communication,,
Paper Session,An Examination of Instructional Communication Across Cultures,Instructional & Developmental Communication,,
Paper Session,"Framing Contest, Conflict and Crisis",Journalism Studies,,
Paper Session,Does Journalism Pay?,Journalism Studies,,
Paper Session,What's in it For Them? A Look Inside Children's Media,Children Adolescents and the Media,,
Paper Session,"Advancing Scholarship, Methods, and Policy on Digital Inequality and Marginalized Populations",Communication and Technology,,
Paper Session,"New Frontiers in Selling: Virtual/Augmented Reality, Product Reviews, and Crowdfunding",Communication and Technology,,
Paper Session,"Love, Sex, Friendship: LGBTQ Relationships and Intimacies","Lesbian, Gay, Bisexual, Transgender and Queer Studies",,
Paper Session,"Designing Consumption: Branded, Literate, Gendered",Visual Communication Studies,,
Paper Session,Border and Refugee Intercultural Experiences/Dynamics,Intercultural Communication,,
Paper Session,Framing Effects in Health Communication,Health Communication,,
Paper Session,News Media Coverage and Framing of Health Issues: Cross-National Perspectives,Health Communication,,
Paper Session,HIGH-DENSITY: Narrative Processing and Effects,Information Systems,,
Paper Session,The Role of Emotion in Political Communication,Political Communication,,
Paper Session,Safeguarding the Digital World,Children Adolescents and the Media,,
Paper Session,"HIGH-DENSITY: Power, Violence, and Voice: Virtual and Vital","Philosophy, Theory and Critique",,
Paper Session,The Media and Public Perspectives on CSR Communication,Public Relations,,
Paper Session,"Media, Framing and Public Diplomacy",Public Diplomacy,,
Paper Session,HIGH-DENSITY: Communicative Disclosures and Support Messages,Interpersonal Communication,,
Paper Session,"Smart Stuff: Internet of Things, Smart Cities, and Urban Broadband Networks",Communication and Technology,,
Paper Session,"Extending Virtual Reality Scholarship: Exploring Opportunities for Feeling Educated, Activated, and Full",Communication and Technology,,
Paper Session,The Performance of Voice in Marginalised Groups,Theme Sessions,,
Paper Session,POSTCONFERENCE: Voice of Chinese Scholars Over the Last 40 Years (Breakout Room 1),Sponsored Sessions,,
Paper Session,POSTCONFERENCE: Voice of Chinese Scholars Over the Last 40 Years (Breakout Room 2),Sponsored Sessions,,
Paper Session,POSTCONFERENCE: Voices of Chinese Scholars Over the Last 40 Years (Breakout Room 3),Sponsored Sessions,,
