session type,session title,sub unit,chair name,chair aff
Paper Session,"News, Journalism, and Information Literacy",Children Adolescents and the Media,Unveiling Information Literacy of Digital Natives in Secondary Schools: A Swiss Example - Katarina Stanoevska-Slabeva; What Makes Adolescents More Engaged Citizens?: The Effects of Skill; Journalism for Children: From Kids to Pirates and Princesses? - Kristin Orgeret; What Makes the Young Read the News? Exploring Factors That Influence Adolescents’ Offline and Online News Reading Behavior - Sacha Sillekens,University of St. Gallen; Severina Mueller; Information; Oslo and Akershus U College; Radboud University; Daniel Toebes
Paper Session,The Power of Trust in Public Relations,Public Relations,,
Paper Session,Provider-Patient and Other Hospital-Based Health Communication,Health Communication,,
Paper Session,Varying Visibilities in Social Media,Communication and Technology,,
Paper Session,Health Communication in/on Social Media,Health Communication,,
Paper Session,Motivations for Technology Adoption and Use,Communication and Technology,,
Paper Session,Images of Women Across Cultures,Intercultural Communication,,
Paper Session,"What is ""News Content""? Perspectives on Texts and Production",Journalism Studies,,
Paper Session,Collective Action and Digital Advocacy,Global Communication and Social Change,,
Paper Session,Advances in Third-Person Effects Research,Mass Communication,,
Paper Session,Participation and Governance Processes in Social Change,Global Communication and Social Change,,
Paper Session,"Media, Race, Ethnicity, and Stereotypes",Mass Communication,,
Paper Session,"Young Citizens, Social Media, and (Online) Political Participation",Political Communication,,
Paper Session,Identity and Power Relations in Organizations,Organizational Communication,,
Paper Session,Work Processes and Production Practices in the Media Industry,Media Industry Studies,,
Paper Session,"Studies of Talk-in-Interaction: Achieving Misalignment Stance, Indexing Membership, Making Requests, and Telling Stories",Language & Social Interaction,,
Paper Session,Researching the Effects of Visual Communication,Visual Communication Studies,,
Paper Session,Between Partisan Media and Partisan Opinions,Political Communication,,
Paper Session,"Expectations, Strategies, and Issues of Youth Social Media Use",Children Adolescents and the Media,Extending The Social Cognitive Model: Examining External and Personal Antecedents of Social Network Sites Use Among Singaporean Adolescents - Edmund W. J. Lee; “I Feel … #happy #annoyed”: Experiencing and Regulating Emotions on Social Media - Anne Vermeulen; Developing a Framework for Researching Children’s Online Risks and Opportunities in Europe - Giovanna Mascheroni; Exploring Adolescents’ Views on Social Networking Sites’ Role Within Adolescent Romantic Relationships and Dating Experiences - Joris Van Ouytsel; Picture Perfect: The Direct Effect of Manipulated Instagram Photos on the Body Image of Adolescent Girls - Mariska Kleemans; The Effect of Social Media on Positive Youth Development - Ah Ram Lee; Adolescents’ Expectations About Their Friends' Online Behavior - Annabel Draaijers; College Students’ Positive Strategic Social Media Use and Stress Coping - Ling Fang,Nanyang Technological University; Shirley S. Ho; University of Antwerp; Wannes Heirman; Universita' Cattolica of Milano; Sonia Livingstone; University of Antwerp; Ellen Van Gool; Radboud University Nijmegen; Serena Daalmans; University of Florida; Jungyun Won; Erasmus University Rotterdam; Jeroen Jansz; Bowling Green State U; Louisa Ha
Paper Session,Best Papers in Game Studies Division,Game Studies,,
Paper Session,Empowering the World: Global Public Relations,Public Relations,,
Paper Session,"Social Support for Health: Information Seeking, Obesity/Eating, Cancer",Health Communication,,
Paper Session,Communication and Technology Division Top Papers,Communication and Technology,,
Paper Session,Suicide and Stigma Studies in Health Communication,Health Communication,,
Paper Session,Mobile Social Media,Mobile Communication,,
Paper Session,Histories of Communication Technology: Infrastructures and Flows,Communication History,,
Paper Session,Top Four Papers in Interpersonal Communication,Interpersonal Communication,,
Paper Session,The Study of Framing in the Context of Health,Mass Communication,,
Paper Session,"Focus on Asia: Media Receptions, Productions, and Activisms in China, South Korea, and Bangladesh",Feminist Scholarship,Decoding Xiao Hong in The Golden Era (2014): A Reception Analysis of Chinese Women Audience Members’ Film-Viewing Experiences - Li Chen; Smashing Patriarchy With Cell Phones? Technofeminist Critique on Mobile Phone-Enabled Women’s Empowerment Programmes in Bangladesh - Iris Segers; Gendering ‘Authenticity’ of Military Experience: How Male Audiences of Korean Celebreality Show Real Men Reconstruct Hegemonic Masculinity - Woori Han; South Korean Hostess Film and Censorship During the Military Regime (1960-1979) - Molly Hyo Kim; What Happened to Those Tomboys Several Years Later? Empowerment From Super Girls’ Voice for Girls in China (2007-2015) - Li Cui; Communication for the Empowerment of Women in China: Group Actors; Blogging for the Self-Empowerment of Chinese Women: Voice as Communication to Negotiate Change - Xiao Han; Producing Gendered Migration Narratives in China: A Case Study of Dagongmei Tongxun by a Local NGO - Siyuan Yin,Syracuse University; Erasmus University Rotterdam; Payal Arora; University of Massachusetts Amherst; Claire Claire Lee; Ehwa Women's University; Southwest University; Xinzhi Zhang; the Internet’s Communicative Affordances; Communication University of China; University of Massachusetts at Amherst
Paper Session,Knowledge and Expertise in Organizations,Organizational Communication,,
Paper Session,Top Faculty Papers in ERIC,Ethnicity and Race in Communication,,
Paper Session,"Fandom: Behaviors, Attitudes, Values",Sports Communication,,
Paper Session,Policy Perspectives on Internet Rights for Citizens and Consumers,Communication Law & Policy,,
Paper Session,Messages That Move,Theme Sessions,,
Paper Session,Crisis Communication in the Health Contexts,Public Relations,,
Paper Session,"Exploring the Meaning of Sharing, Citizenship, Communication, and Complaining in Cultural Discourses",Language & Social Interaction,,
Paper Session,The Study of Adolescents in Mass Communication Research,Mass Communication,,
Paper Session,Environmental Communication Business Meeting,Environmental Communication,,
Paper Session,Gendering Politics and Political Activisms,Feminist Scholarship,What's in a Label? Gender Marking Political Leadership - Linda Trimble; Gendered Campaign Tweets: The Cases of Hillary Clinton and Donald Trump - Jayeon (Janey) Lee; Body Blows Art; Agency as a Responsive Creation: Arab Women; #LifeOfAMuslimFeminist: The Political Efficacy of Online Community Building - Laura E Strait,University of Alberta; Lehigh University; Young-shin Lim; Activism; Revolutions; University of Oregon
Paper Session,The Effects of Frames,Political Communication,,
Paper Session,National and Organizational Culture and Communication,Organizational Communication,,
Paper Session,"Interacting With Fans: Media, Athletes, Sponsors, Teams",Sports Communication,,
Paper Session,Between Propaganda and Government Communication,Political Communication,,
Paper Session,"Communication and Technology, Game Studies, and Information Systems Joint Reception","In Event: Communication and Technology, Game Studies, and Information Systems Joint Reception",,
Paper Session,"Language, Behavior, and Cognition and Their Influences on Perception and Communication Behaviors",Interpersonal Communication,,
Paper Session,Digital News: What It Is and How To Understand It,Journalism Studies,,
Paper Session,Obesity and Promoting Healthy Eating,Health Communication,How Movie Characters’ Eating Influences Viewers’ Eating: Effects of Unconscious Goal Contagion and Satiation - Shuo Zhou; Motivation for Obesity Reduction Among Adolescents in Low-Income Communities in Three U.S. States - Nancy W. Muturi; Promoting Healthy Eating on YouTube: A Content Analysis of PSAs - Xueying Zhang; Targeting Physical Inactivity: Effects of Three Consequence Frames on Subgroups’ Health-Related Perceptions and Behavioral Intentions - Anna Wagner; The Effects of Perceived Threat and Efficacy on Parents’ Health Information Seeking - Guido Zurstiege,Cornell University; Michael A. Shapiro; Kansas State U; Tandalayo Kidd; The University of Alabama; Kim Baker; Augsburg University; Freya Sukalla; U of Tuebingen; Alexander Ort
Paper Session,Exploring Technological Affordances,Communication and Technology,,
Paper Session,"Health Risks: Ebola, Polio, Violence, Emergencies",Health Communication,,
Paper Session,Understanding Digital Health,Communication and Technology,,
Paper Session,Making Journalism: How Journalists Produce the News,Journalism Studies,,
Paper Session,"Postcolonial Interrogations of Global Media, Culture, and Space",Global Communication and Social Change,,
Paper Session,The Study of Biases and News,Mass Communication,,
Paper Session,The Study of Media and Persuasion,Mass Communication,,
Paper Session,Parties and NGO's as Strategic Actors,Political Communication,,
Paper Session,Media Work in the Digital Age,Popular Communication,,
Paper Session,Understanding the Power of Stakeholders,Public Relations,,
Paper Session,GIFTS: Great Ideas for Teaching Students,Instructional & Developmental Communication,,
Paper Session,Balance and Bias in News Exposure,Political Communication,,
Paper Session,Advances and Challenges in Media Literacy Scholarship,Children Adolescents and the Media,Conceptual Challenges in Designing Measures for Media Literacy Studies - W. James Potter; Transmedia Literacy: Rethinking Media Literacy in the New Media Ecology - Carlos Alberto Scolari; The Development of a School-Based Intervention to Empower Children to Cope With Advertising - Esther Rozendaal; Impact of Internet Literacy,U of California; U Pompeu Fabra; Radboud University Nijmegen; Internet Addiction Symptoms on Quality of Life - Wenying Wu
Paper Session,The Power of Discussion Among Public Relations Scholars,Public Relations,,
Paper Session,Credibility and Trust in News,Journalism Studies,,
Paper Session,"Communication and Health Disparities in Migrant, Low-Income, and Digital Communities",Health Communication,,
Paper Session,Experimental Studies of Robots and Agents,Communication and Technology,,
Paper Session,Gaming and Health Communication,Health Communication,,
Paper Session,Social Media Gratifications,Communication and Technology,,
Paper Session,Negotiations and Portrayals of Motherhood in Media Discourses Around the World,Feminist Scholarship,The Comparative News Framing of Postnatal Care: Differences Between The United States and South Korea - Heeyoung Jung; Taking Care; Ideologies of Motherhood in Contemporary Israeli TV Commercials - Sigal Barak-Brandes; Feminist Agency and Social Activism: Mother-Daughter Discourse in a Campaign by Dove in Israel - Einat Lachover; Good Green Mothers: First-Time Mothers Explore Their Environmentalism Against Their Transition to Motherhood - Niveen AbiGhannam,Temple University; Nicole Henninger; Bringing Life: A Poststructuralist Feminist Analysis of Knowledge and Power Discourses of Maternal Health in an Urban Basti in India - Vinita Agarwal; Tel Aviv University; Sapir College; Sigal Barak-Brandes; University of Texas at Austin; Lucy Atkinson
Paper Session,Changes in Broadcasting and News Systems,Global Communication and Social Change,,
Paper Session,The Study of Online Opinion Expression,Mass Communication,,
Paper Session,Politicians on Social Media,Political Communication,,
Paper Session,"Culture, Politics, and Religion",Intercultural Communication,,
Paper Session,Interpersonal Communication in Families,Interpersonal Communication,,
Paper Session,"Copyright, Digital Cultures of Use, and Democracy",Communication Law & Policy,,
Paper Session,In the Digital Mirror: Avatars in Games,Game Studies,,
Paper Session,Antidrinking/Antialcohol Health Communication,Health Communication,,
Paper Session,The Politics of Social Media in China,Communication and Technology,,
Paper Session,"Framing Health Risk: Environment, Cancer, Genetics",Health Communication,,
Paper Session,Exploring Online Communites,Communication and Technology,,
Paper Session,Framing and Logics Surveillance and Privacy,Communication and Technology,,
Paper Session,"Interactional Affordances of Mediated Communication: The Analysis of Mobile Phones Use, Web TV Interviews, Webcast Football Talk, and Microblog Posts",Language & Social Interaction,,
Paper Session,Transportation and Media Entertainment,Mass Communication,,
Paper Session,The Study of News and Social Media,Mass Communication,,
Paper Session,Survey Research and Media Effects,Political Communication,,
Paper Session,Cultural Identity and Social Identity,Intercultural Communication,,
Paper Session,"Histories of Television: Practices, Cultures, and Institutions",Communication History,,
Paper Session,"Power [and, in, of] Public Relations",Public Relations,,
Paper Session,Check It Out: Fact Checking on Old and New Media,Political Communication,,
Paper Session,"Distracted, Dissatisfied, Drunk, and Other Disorders: Youth, Media, and Well-Being",Children Adolescents and the Media,Causes and Consequences of Internet Gaming Disorder - Sophie F Waterloo; The Effects of Advertising Exposure on Children’s Materialism; Dealing With Media Distractions: An Observational Study on Computer-Based Multitasking Among Children and Adults - Susanne E. Baumgartner; Media Multitasking and Sleep Problems: A Longitudinal Study Among Adolescents - Winneke van der Schuur,University of Amsterdam; Jeroen S Lemmens; Psychological Well-Being; U of Amsterdam; Sindy R. Sumter; University of Amsterdam; Susanne E. Baumgartner
Paper Session,Capturing Sight and Sound: Histories of Documentation,Communication History,,
Paper Session,"CAT Hybrid Session 4: Collaboration, Work, and Organizations",Communication and Technology,,
Paper Session,Journalism as Political Communication,Journalism Studies,,
Paper Session,Online/Internet Health Information Seeking,Health Communication,,
Paper Session,"Sex, Gender, and Technology",Communication and Technology,,
Paper Session,"Mediated Views of Health: Food, Size, Weight",Health Communication,,
Paper Session,Digital Advertising,Communication and Technology,,
Paper Session,Framing the News: International Perspectives,Journalism Studies,,
Paper Session,"Discursive Features of Condemnation, Blame Avoidance, Stancetaking, and Positioning in Political Communication",Language & Social Interaction,,
Paper Session,"New Contexts and Methods for Social Change: Crises, Campaigns, and Corporate Social Responsibility",Global Communication and Social Change,,
Paper Session,Advances in the Study of Science Communication,Mass Communication,,
Paper Session,Advances in the Study of Entertainment Media,Mass Communication,,
Paper Session,Political Information and News Exposure in Election Time,Political Communication,,
Paper Session,Use of Mobile Services in Different Contexts (High-Density),Mobile Communication,,
Paper Session,Four Square Pegs: Understanding Popular Communication,Popular Communication,,
Paper Session,Powerful Connections: Public Relations and Crisis Communication,Public Relations,,
Paper Session,"Models, Tools, and Methods for Visual Communication Research",Visual Communication Studies,,
Paper Session,Intervention and Privacy in Online Behaviour,Communication Law & Policy,,
Paper Session,Negative Campaigns and Campaign Negativity,Political Communication,,
Paper Session,Online Harassment and Bullying,Children Adolescents and the Media,Adolescents’ Online Peer Support on Cyberbullying: A Thematic Analysis of Online Support Group Fora - Sara Bastiaensens; Can Emotion Regulation Serve as a Tool in Combatting Cyberbullying? - Anouk H. den Hamer; Cyberbullying Policies of Social Media Companies - Tijana Milosevic; Differences in Friendship Networks and Experiences of Cyberbullying Among Korean and Australian Adolescents - Jee Young Lee; Exposure to Cyberbullying as a Bystander: An Investigation of Desensitization Effects Among Early Adolescents - Sara Pabian; Longitudinal Patterns of Involvement in Cyberbullying: Results From a Latent Transition Analysis Among Adolescents - Ruth Festl; Nice or Naughty? Adolescents' Online Prosocial and Antisocial Behavior - Sara Erreygers; Prevalence and Characteristics of Online Slut-Shaming in Belgian Adolescent Girls - Kathleen Van Royen,University of Antwerp; VU University; Elly A. Konijn; ECREA - European Communication Research and Education Association; University of Canberra; Yeji Kwon; University of Antwerp; Heidi Vandebosch; German Youth Institute; Jens Vogelgesang; Universiteit Antwerpen; Heidi Vandebosch; University of Antwerp; Karolien Poels
Paper Session,Beyond Lora: Female Gender in Games,Game Studies,,
Paper Session,Journalism in Authoritarian and Postconflict Societies,Journalism Studies,,
Paper Session,"Mobile Health Communication: Health Apps, Activity Tracking, Texting, Online",Health Communication,,
Paper Session,"Facebook Studies: Effects, Meanings, and Prominence",Communication and Technology,,
Paper Session,Cultural and Community Variables in Health Communication Studies,Health Communication,,
Paper Session,Social Media and Persuasion,Communication and Technology,,
Paper Session,Journalism Education and Journalism Students,Journalism Studies,,
Paper Session,Global Journalistic Cultures and Practices,Global Communication and Social Change,,
Paper Session,Advances in the Study of Advertising and Branding,Mass Communication,,
Paper Session,"Quantitative Inquiries: Stereotypes, Attitudes, Parasocial Relationships","Lesbian, Gay, Bisexual, Transgender and Queer Studies",,
Paper Session,Visual Aspects In Mobile Media,Mobile Communication,,
Paper Session,Political Conversations Online: Disagreement and Incivility,Political Communication,,
Paper Session,Theories and Practices in Media Industry Research,Media Industry Studies,,
Paper Session,Individual and Interpersonal Dynamics in Organizational Communication,Organizational Communication,,
Paper Session,"Boundaries: Questioning the Local, Global, and Transnational",Media Industry Studies,,
Paper Session,Digital Media and Political Protest,Political Communication,,
