session type,session title,sub unit,chair name,chair aff
Paper Session,Message Processing and Effects: New Insights,Information Systems,,
Paper Session,Populism in the Press and Online,Political Communication,,
Paper Session,Online Privacy,Communication and Technology,,
Paper Session,Information Processing and Technology,Communication and Technology,,
Paper Session,Psychology of Media Enjoyment,Mass Communication,,
Paper Session,"Argument, Engagement, and Persuasion",Mass Communication,,
Paper Session,"Propaganda, Censorship, and Information in China",Political Communication,,
Paper Session,New Perspectives on Newsworthiness,Journalism Studies,,
Paper Session,Communication in Public: From the Streets to Institutions and Businesses,Language & Social Interaction,,
Paper Session,"The Mediated T(w)een Years: Self-Expression, Self-Concept, & Appearance Satisfaction",Children Adolescents and the Media,,
Paper Session,Creativity and Creative Behaviors in Media Industries,Media Industry Studies,Navigating the Grey Zone: Developers’ Views on Imitation and Inspiration in the Game Sector - Lies van Roessel; YouTube Creators: The Role of Play; Televising Hybrid Music Culture - Ju Oak Kim; Performing the Artist: Expertise and Social Media in Cultural Work - Karen Patel,Hans-Bredow-Institute/Leuphana University; Christian Katzenbach; Labor; Texas A&M International U; Birmingham City University
Paper Session,"Crossing Borders: Popular Culture, Politics, and National Identity",Popular Communication,,
Paper Session,Challenges to Effective Communication in Healthcare Settings,Health Communication,,
Paper Session,Understanding Audiences for Tobacco-Related Health Communication,Health Communication,,
Paper Session,Theory and Research on Testing Health Message Effects,Health Communication,,
Paper Session,"Postcoloniality, Nationalism, and Propaganda",Global Communication and Social Change,,
Paper Session,To Troll or not to Troll: Online Harassment in Video Games,Game Studies,,
Paper Session,Multitasking and Attention,Communication and Technology,,
Paper Session,Media and Audience Fragmentation,Mass Communication,,
Paper Session,The Role of Emotion in Information Processing,Information Systems,,
Paper Session,Are They Buying It? Consumer Socialization and Advertising Responses Among Children & Teens (HHD Session),Children Adolescents and the Media,,
Paper Session,Technology and Democracy,Communication and Technology,,
Paper Session,Digital Skills & Inequality,Communication and Technology,,
Paper Session,Issues in Advertising Research,Mass Communication,,
Paper Session,How Political Actors Use Social Media: Lessons for Success,Political Communication,,
Paper Session,Visibility in News Coverage: Attention to Actors and Issues,Political Communication,,
Paper Session,Journalists’ Discourses About Journalism: Negotiating Professional Practices and Boundaries,Journalism Studies,,
Paper Session,"Why Sports Communication Matters: Identity, Representation, and Social Responsibility",Sports Communication,,
Paper Session,Exploring Financial Public Relations and Investor Relations,Public Relations,,
Paper Session,"The Construction of Body: Age, Disability, and Plastic Surgery in Media Portrayals",Feminist Scholarship,Overcoming the Under- and Misrepresentation of Older Women in the Media - Michael Prieler; Too Old for Leather? Age; More Than Words: Disability; Models Portrayal in Advertising and the Increase of Plastic Surgeries Among Lebanese Women: Objectification Perspective - Carine El Hajj,Hallym University; Gender; Class; Notre Dame U; Jessica El-Khoury
Paper Session,"Social Norms, Social Capital, and Social Influence in Health Communication",Health Communication,,
Paper Session,Message Framing Effects in Health Contexts,Health Communication,,
Paper Session,Doing Justice to Journalism: Legal Challenges in the News,Journalism Studies,,
Paper Session,"Global Exclusions: Refugees, Exiles, and Migrants",Global Communication and Social Change,,
Paper Session,Visual Methods Focused on Photography,Visual Communication Studies,,
Paper Session,Media Choice and Selection,Mass Communication,,
Paper Session,Message Effects on Health Behavior and Related Outcomes (High-Density),Health Communication,,
Paper Session,"Information Seeking, Sharing, and Diffusion",Information Systems,,
Paper Session,Advances in Framing Effects Research,Political Communication,,
Paper Session,Critical Digital Labor and Algorithmic Studies,Communication and Technology,,
Paper Session,Digital Deception,Communication and Technology,,
Paper Session,"Issues in Crisis, Risk, Disaster Comunication Research",Mass Communication,,
Paper Session,Understanding and Advising Organizations in Their PR Efforts,Political Communication,,
Paper Session,For (All) the Times of Your Life: Photo-Sharing Platforms,Visual Communication Studies,,
Paper Session,In the Palm of My Hand: Mobile Media Throughout Childhood & Adolescence,Children Adolescents and the Media,,
Paper Session,"Crisis, Risk and Reliability in Organizational Communication",Organizational Communication,,
Paper Session,Interventions in Political and Government Relations,Public Relations,,
Paper Session,Advances in Network Analysis,Computational Methods,,
Paper Session,Images and Social Media,Communication and Technology,,
Paper Session,Emotion and Social Media,Mass Communication,,
Paper Session,User Comments and Feedback,Information Systems,,
Paper Session,Attention and Divided Attention,Information Systems,,
Paper Session,Trust and Tradeoffs for Online Privacy,Communication and Technology,,
Paper Session,Technology Studies,Communication and Technology,,
Paper Session,Not-So-Good-Feelings in Media Consumption,Mass Communication,,
Paper Session,"Media, Gender, and Gender Roles",Mass Communication,,
Paper Session,Information Processing and Motivated Reasoning,Political Communication,,
Paper Session,Constructive Uses of Journalism,Journalism Studies,,
Paper Session,Interventions of Strategic Communication and Public Relations in China,Public Relations,,
Paper Session,Health Communication and Vulnerable Populations,Health Communication,,
Paper Session,Entertainment Production and Distribution,Media Industry Studies,Bonding With Audiences Through Bridging the Shows: Public Television Service’s Branding Strategies in Taiwan - Wan-Jun Lu; Why Food Matters?: The Negotiation of Habitus; Beyond Intra-European Coproductions: Globalizing the European Art House - Benjamin Andrew James Pearson; It’s Like Television; Residual Practices,U of Wisconsin-Madison; Institutional Routines; University of Michigan; But It’s Not: The Legitimation Strategies of Korean Web Dramas - Jennifer Minsoo Kang; New Technologies and Reluctant Change: Film Distribution in Greece Since the Financial Crisis - Lydia Papadimitriou
Paper Session,Computational Methods for Studying Political Communication,Computational Methods,,
Paper Session,"Social Media Connection, Addiction, Escapism",Communication and Technology,,
Paper Session,The Role of Media in Public Mobilization and Participation,Mass Communication,,
Paper Session,"For a Good Cause: Compliance, Political Participation, and Climate Change",Information Systems,,
Paper Session,"Relational Interaction, Texting, and Social Media",Communication and Technology,,
Paper Session,Social Connectedness and Well-Being,Communication and Technology,,
Paper Session,"Gender, Sex, and Sexuality",Mass Communication,,
Paper Session,"Media: Market, Ecology, System",Mass Communication,,
Paper Session,Campaign Strategies and Information Effects: Insights From Europe,Political Communication,,
Paper Session,Interpersonally Managing Close Relationships,Interpersonal Communication,,
Paper Session,Communication and Ingroup-Outgroup Attitudes,Intergroup Communication,,
Paper Session,"Communication, Mental Health and Well-Being",Health Communication,,
Paper Session,Studies of Media and Contextual Effects on Health Behavior,Health Communication,,
Paper Session,Challenges in Content Regulation,Communication Law & Policy,,
Paper Session,Social Media and Cultural Adaptation,Intercultural Communication,,
Paper Session,Playful Learning? Serious Gaming and Social Effects,Game Studies,,
