Paper ID,Title,Type,Title to Check,Abstract
2003-0575,Personification: Crossover between Metaphor and Fictional Character in Computer Mediated Communication,Paper,Personification: Crossover between Metaphor and Fictional Character in Computer Mediated Communication,"This contribution defines the psychological processing of the artistic, cultural, and communication aspects of agents in information interfaces and characters in media entertainment (i.e. video games) as a new research topic in communication studies and computer science. It offers a theory of what personifications such as (intelligent) adaptive navigation assistants for Web environments can achieve, cognitively and emotionally: Personifications can be user-friendly, be motivating, and suggest ideas but only if their behavior is task-relevant. The personification should not only be more-or-less pertinent to the interface goals or story line but also be adaptive to changes in tasks, personal and business goals, and work processes as these change over time. This paper offers a multiple-meanings theory of metaphoric communication (i.e. personifications) and a general communication model for human-agent interactions. Although a theoretical exploration, it offers methods for empirical verification, blending technical tools from EEG-measurement labs, reaction-time recordings, and structured questionnaires."
2003-0576,Persuasive Strategies for Media-based Health Campaigns,Paper,Persuasive Strategies for Media-based Health Campaigns,"The principal objective of this paper is to present the results of an experimental study designed to investigate the influence of message design strategies on cognitive processing and attitude, behavioral intention and behavior change in relation to marijuana use. Hypotheses and research questions were generated based on an integrated theoretical model of message processing and outcome. Formative research was conducted to investigate the construct of message cognition value and to evaluate anti-marijuana messages designed to vary on sensation and cognition value. In the experiment, 338 18-20 year old college students viewed 4 anti-marijuana public service announcements 4 times each over a 4-week period in a laboratory setting. They completed measures of sensation seeking (NFS), need for cognition (NFC), cognitive processing, attitudes toward marijuana use, behavioral intention to use marijuana and self-reported marijuana use. Results are consistent with previous research showing effects for message sensation value (MSV) on attitude, behavioral intention and behavior. Additionally, a significant main effect for message cognition value (MCV) indicates that high cognition value messages led to greater cued recall than low cognition value messages. This effect was particularly evident among high need for cognition individuals. Message cognition value did not have a main effect on attitude, behavioral intention or behavior. Need for cognition moderated the effect of message cognition value on attitude, but not behavioral intention or behavior. Interaction effects involving NFC/MCV and NFS/MSV were not found. Implications of results for future research and theory development are discussed."
2003-0577,Physicians and Patients Speak Out: A Qualitative Assessment Analyzing The PALS Brochure in Medical Interactions,Paper,Physicians and Patients Speak Out: A Qualitative Assessment Analyzing The PALS Brochure in Medical Interactions,"This study gives voice to patients and physicians regarding their attitudes toward the PALS brochure. More specifically, we analyzed patients and providers open-ended responses regarding the content and utility of the PALS brochure. The PALS brochure was designed to encourage a partnership between patients and their providers and implemented at a midsize Midwestern University medical clinic. Respondents included the 99 patients and five physicians who completed the open-ended portion assessing the PALS pilot intervention. Patients and physicians perspectives on the PALS brochure content and utility are discussed. As shown in this study, patients who already have proven methods that work for them in communicating with their physician may not perceive the PALS brochure or other intervention tools as beneficial. However, those patients who like and need tools to assist in improving the quality of the health care visit perceived the PALS brochure as highly beneficial."
2003-0578,Pictures of our World. An international comparison of television news.,Paper,Pictures of our World. An international comparison of television news.,"One important function of mass media in democratic societies can be described in terms of ""providing information about events and conditions in society and the world"" (McQuail 1983: 79). Thus, in spite of the fact that media systems over the world differ in many aspects, the tv format ""news"" is prevalent in almost all countries, making it suitable for international comparisons. The proposed presentation (1) reviews earlier comparative work on the political content of mass media, focussing particularly on the concept of news geography; and (2) presents the results of an international television news study that considers features of presentation and content.
The analysis elaborates on political and other content of television news following four research questions:
1. Are the four dimensions of news geopraphy still valid at the end of the Nineties, and do they hold true for countries other than Germany and the U.S.?
2. To what degree and for which types of issues can we observe a domestication of issues?
3. How does the news geography relate to issues and persons in media coverage?
4. Do common topics in the coverage in different countries exist that may indicate a topical integration across different nations?
For the empirical study, prime time news shows of 18 TV stations in eight European countries (Germany, Switzerland, Austria, Denmark, Norway, France, Spain, Italy) and the USA were taped for seven consecutive days in winter 1998/1999. Fieldwork was done by multilingual coding teams at the University of Munich, Germany. The results give some insight into the specific news selection processes - with an identical historical situation forming the background of coverage."
2003-0579,Picture This: Effects of Graphics on the Processing of Television News,Paper,Picture This: Effects of Graphics on the Processing of Television News,"Picture This: Effects of Graphics on the Processing of Television News

This study examines how text and animated graphics impact the processing of television news stories for adults ages 28-80. As in a previous study using college students, animated graphics elicited the most attention while redundant text graphics elicited the least. Yet, as in the previous study, redundant text graphics elicited higher skin conductance levels than either the animated graphics or no graphics conditions. As in the previous study, the graphics enhanced recognition for harder stories more so than for easier stories. Delayed cued recall in both studies was best for stories with animated graphics and worst for stories with no graphics. The graphic conditions did not affect free recall of information in the previous study. But for these older participants both redundant and animated graphics aided free recall for stories that participants rated as being harder to understand, and animated graphics also aided free recall for easier stories."
2003-0580,Picturing Afghan Women: A Content Analysis of AP Wire photographs During and Post-Taliban Rule,Paper,Picturing Afghan Women: A Content Analysis of AP Wire photographs During and Post-Taliban Rule,"This study content analyzes the depiction of Afghan women in AP photographs during and after Taliban rule. Analysis is based on visual subordination, point of view, social distance, imaginary contact, behavior and general portrayal. Findings suggest despite signs of visual subordination and framing stereotypes, women under the post-Taliban regime are portrayed as more involved, interactive, more socially intimate and symbolically equal to the viewer. Analysis shows AP photographs portray a more complex version of Afghan womens liberation. Women under the post-Taliban regime are depicted wearing their borqas, reflecting the complexity of a social liberation movement in a traditional society."
2003-0581,Pink Collar Workers in the Digital Age: Technology and Gender in Academic Libraries,Paper,Pink Collar Workers in the Digital Age: Technology and Gender in Academic Libraries,"Since the first implementation of technology in academic libraries, the computer has affected all phases of library operation. College and university libraries are undergoing profound and undoubtedly permanent changes. Research reveals that technological change has a different impact on women workers than it has on men; it shapes the way in which work is conducted and by whom. What, then, are the implications for academic libraries, where the workforce is predominately female? This paper attempts to address this question. We begin with a history of technology and libraries to provide a context for the reader. Next, we review the literature in two areas: 1) gender and technology in the workplace, and 2). gender in libraries. Evidence for the relationship of shifting gender roles due to the introduction of technology in academic libraries is supported by three studies. First, examination of data provided by the Bureau of Labor and Statistics suggests that the gender composition of libraries is changing. Second, the results of a pilot study on technology and gender in academic libraries supports the hypothesis that men are increasingly occupying technology-based positions which include higher salaries and access to administration which improves their status and empowers them to make or influence decisions. Finally, the results of a survey in one academic library suggest that although male and female librarians and library workers are equally likely to have to use technology extensively in their positions, men are less likely than women to recognize as women as technology experts."
2003-0582,Players and Whiners: Adult Responses to Gender Stereotyping in an Animation for Children,Paper,Players and Whiners: Adult Responses to Gender Stereotyping in an Animation for Children,"Abstract

The study examined attitudes to the televised portrayal of gender in an animation for children. Young adults viewed a 35 minute video excerpt and then evaluated the depiction of either the lead male or lead female character. Male participants agreed with conventional sex role stereotypes more than female participants and found the male superhero to be a positive role model for children. Though neither males nor females believed the female lead character was a good role model, this effect was significantly stronger for females. Androgynous participants liked both characters significantly more than participants who measured high in masculinity and femininity. A significant relationship was observed between conventional sex stereotypes and the extent to which participants recognized sex stereotyping in character depiction. In addition, males indicated greater approval for allowing both their daughters and their sons to watch this program. The effects of academic major and race on stereotyping are also analyzed."
2003-0583,Play model of chat communication,Paper,Play model of chat communication,"A play model of communication processes in chat rooms is proposed that goes beyond motivational explanations of chat use and completes them. Using Goffman's frame analysis, the model explains why the anonymous and not binding nature of chat communication does not lead to a total disrespect of social conventions. Fundamental elements of conventional games (Linder / Roos/ Victor 2001; Sutton-Smith 1997) are applied to chat communication and substantiated in an empirical study combining observational and think-aloud procedures. The chat play deals with identity: The players in the chat room aim at revealing the identity of their fellow players and at the same time, at managing their own identity. The term ""identity"" is confined to key aspects of the physical appearance like age, gender, status and attractiveness. In face-to-face-situations, these attributes provide first impressions on a person - in chat rooms, however, conversations have to make do without these basic personal cues. Thus chatters try to solve the riddle of the other chatters' identities, and, in turn, ask them riddles about their own. However, the mere knowledge of the others' identities is not gratifying: What really produces pleasure is an inventive and creative use of language and a knowledgeable way of composing threads. ""Expert chatters"" excel in their strategic communication skills: Their active, speedy and inventive style in chatting makes them attractive conversational partners. Those who do not master these strategies, or disrespect fundamental social conventions are ignored and barred from play and its pleasure."
2003-0584,Policing dis-order: Moral panic and pro-ana citizenship,Paper,Policing dis-order: Moral panic and pro-ana citizenship,"Presents a critical analysis of the moral panic around the ""Pro-Ana"" Internet community, focusing on popular media constructions of the Pro-ana community, eating disordered women, and female adolescence more generally. Argues that representations and narratives of Pro-Ana community rely on commonsense, misogynistic assumptions about female adolescence and that, culturally, the line between normal female adolescent and pathologized Pro-Ana is indistinct. As a construct, Pro-Ana offers a scapegoat for reaffirming the collapsing boundary between order and disorder."
2003-0585,Politeness is a Problem? Clarity and Miscommunication in Pilot-ATC Interaction,Paper,Politeness is a Problem? Clarity and Miscommunication in Pilot-ATC Interaction,"Communication plays an integral part in the operation of the aviation system. Few aviation activities can be executed without human interaction. This research is an examination of on aspect of aviation communication: pilot-air traffic controller (ATC) interaction. Two issues are examined in this study. The first issue is the role of politeness in pilot-ATC communication. The second issue is the effect of miscommunication. Polite communication and miscommunication have a theoretical link proposed by Brown and Levinson (1978) in their discussion of politeness theory. Being polite reduces clarity. Reduced clarity can result in miscommunication. The connection between politeness, clarity, and miscommunication is examined here."
2003-0586,"Political and Social Process in the Privatization of the Korea Telecommunications Industry: A Case Study of Korea Telecom, 1987-2002",Paper,"Political and Social Process in the Privatization of the Korea Telecommunications Industry: A Case Study of Korea Telecom, 1987-2002","The Korean government finished its privatization plan of Korean Telecom in May 2002. SK Telecom, a mobile telephone giant and fourth ranked chaebol became the largest stakeholder although foreigners have 49 percent stake. The privatization of KT was undertaken at a gradual pace at first. However, with the introduction of the globalization concept in 1994 and the Korean economic crisis of 1997, the government had to accelerate its full privatization plan. During this process, the government, foreigners, chaebol, and labor workers played key roles. The full privatization of KT is the result of their political, social, and economic demands."
2003-0587,Political Correlates of Local Media Use,Paper,Political Correlates of Local Media Use,"Despite the crucial role that local news media play in studies of community and community integration, research on local media effects often is overshadowed by a concern with the effects of national media (Friedland & McLeod, 1999). This study examines the political correlates of attention to local news, focusing on evaluations of journalists and news media, political knowledge, and political participation. Analyses of survey data collected from a probability sample in XXXXXX, XX (N = 456) indicate nuanced relationships between attention to local news and evaluations of journalists and news media. Attention to news on television and in newspapers enhanced perceptions of knowledge, but it was only attention to newspaper local news that promoted political participation. Of particular note is the fact that both positive and negative evaluations led to participation, suggesting that unfavorable views of the press can invigorate democracy."
2003-0588,"Popular Feminism-- The Rebel with A Cause: A Study of the Korean TV Series, Viva Women (Yeoja Manse)",Paper,"Popular Feminism-- The Rebel with A Cause: A Study of the Korean TV Series, Viva Women (Yeoja Manse)","The advancements of Korean womens status have been attributed to modernization and westernization. Although women were encouraged to work in the 1970s and 1980s, womens status was marginalized then and is still so in 2002. Since the end of the Cold War and, especially, the birth of second civilian government, Korean womens status has been gradually changing. Democratization of the state made the rise of popular feminism possible. The study explores how cultural and political changes intersect. Popular culture, as a barometer of peoples sentiment expressed at a given time, resonates with the changes. As an example of popular feminism that captured womens repressed wishes of reform of patriarchal society, a Korean television show Viva Women and its bulletin board messages are studied. While not inherently political, the messages express the repressed wish that has political implications and can help initiate collective activities that resist dominant consensus on womanhood."
2003-0589,Postcard from the Steppes: The State of Public Relations in Kazakhstan,Paper,Postcard from the Steppes: The State of Public Relations in Kazakhstan,"This paper presents concepts for a cultural model of public relations. Data were collected during a ten-month U.S. Fulbright tour in Kazakhstan. Cultural and critical studies provide theoretical foundation. More specifically, the circuit of culture model illustrates how PR in Kazakhstan reflects Kazakhstan's culture and, in turn, how PR might become a contributing cultural factor in terms of representation, identity, production, consumption and regulation."
2003-0590,power distance and facework,Paper,power distance and facework,"This cross-cultural study is a portion of a much larger study originally conducted in six cultures. Specifically members of one high power distant culture (Hong Kong) were compared to members of a low power distant culture (Israel) to see if differences exist in the facework used between these cultures. Hypotheses tested the effect of power distance on three facework strategies: indirect, consultation expectations, and hostility/aggression. Results showed that significant differences exist in all three relationships. These relationships were studied using a MANOVA design. High power distant culture members were more likely to use indirect and hostile strategies while low power distant culture members were more likely to need to be consulted about structural changes."
2003-0591,Power Play: The Politics of Orgasm in Cyberspace,Paper,Power Play: The Politics of Orgasm in Cyberspace,"This paper argues that the ways in which female orgasm is enacted and represented in media has significant social, cultural and political effects. The experience of orgasm and the representation of orgasm in the mass media are closely related to hierarchies of power and politics. The importance of play in enacting and practicing ways of being powerful is related to the current increase in digital gameplay In cyberspace the link between orgasm, power and play becomes more evident and perhaps more malleable.The possibilities of cyberspace and gameworlds in particular as arenas where women can represent themselves and play in ways that are empowering are discussed. Examples are presented documenting games which perpetuate androcentric representations of female sexuality as well as examples of games which might be interesting to females and which create different models for sex and gender representation in digital environments."
2003-0592,Predicting Tolerance of Journalistic Deception,Paper,Predicting Tolerance of Journalistic Deception,"Deception is a phenomenon that occurs habitually in human interaction and yet is the root of many ethical conundrums in journalism. This study is an empirical examination of Elliot and Culvers definition of journalistic deception that departs from the focus on undercover work, hidden cameras and impersonation. In a Web-based survey with 740 journalists, competition and medium emerge as the two most salient predictors of deception tolerance. Journalists who view competition to be an important consideration in ethical decision-making are more tolerant of deception. Television journalists have a higher tolerance of deception than print journalists. The salience of competition and medium demonstrates how ethical decision-making is a function of occupational pressures as journalists negotiate the tensions between morality and professional demands. A regression analysis reveals that the newsroom environment, rather than individual-level variables, is the most important force shaping journalists assessment of deception."
2003-0593,"Presence, Explicated",Paper,"Presence, Explicated","This article reviews previous literature on presence, with particular focus on its conceptualization and typologies. It first compares various types of presence-related terms (e.g., telepresence, virtual presence, mediated presence, co-presence, and presence) and suggests that the term, presence, works best for the systematic study of human interaction with media and simulation technologies. After extensive explication processes, presence is newly defined as the psychological state in which the virtuality of experience is unnoticed. Three types of presencephysical, social, and self presenceare categorized based on corresponding domains of human experience. Conceptual definition of each type of presence is made following the general definition of presence. Finally, implications of the current explication to the study of presence are discussed."
2003-0594,Presence the equalizer: Reducing the third-person perception,Paper,Presence the equalizer: Reducing the third-person perception,"Third-person perception is the notion that media affects others more than oneself, whereas first-person perception is the opposite; the belief that oneself is more affected by media than others. Meta-analyses have revealed that a robust third-person perception exists, thus researchers have turned their interests to examining the conditions under which third- and first-person perceptions occur. This study examines the role of presence (i.e. perceiving the television experience as more intense and real) in moderating the third-person perception, specifically investigating the reversal of a third-person perception to first-person perception. Because presence has been described as a psychological state that can be induced given the right media conditions, and with minimal cues, then experiencing increased presence may be a situation in which television viewers describe themselves as being more affected. As such, presence should diminish the third person perception. A random phone survey of 402 adults confirmed a third-person perception of televisions estimated impact on thinking and feeling. However, as predicted, an increased sense of presence diminished the third person perception, apparently allowing viewers to admit to the effect of television"
2003-0595,Presidential Television Advertising Effects and Democracy,Paper,Presidential Television Advertising Effects and Democracy,"Every four years presidential candidates devote months and hundreds of millions of dollars campaigning for the highest office in the land. Some question whether these presidential campaigns actually make a difference. In 2000, the Bush and Gore campaigns provided a golden opportunity to empirically assess campaign effects because both candidates focused their campaigns on a set of ""battleground"" states. 2000 NES data indicates that those who lived in ""battleground"" states had significantly more issue knowledge and issue salience than citizens from other states. Because this kind of targeted campaigning is encouraged by the Electoral College, with its winner-take-all rules, the data show that the Electoral College has a demonstrably negative effect on representative democracy."
2003-0596,Press Instructions as a Tool to Manipulate the Public under the German Nazi Government - with an Eye to the German Democratic Republic.,Paper,Press Instructions as a Tool to Manipulate the Public under the German Nazi Government - with an Eye to the German Democratic Republic.,The paper describes the system of press instructions with which the Nazi government tried to mnaipulate the public In Germany between 1933 and 1939. Shortly after their seize of power the new political leaders began to edit such instructions. After looking to the organization of this process it is shown how the number of instructions grew over the years. In the core of the paper the types and forms of instructions are analysed. They ranged from strict suppressions to friendly requests. Additionally the paper includes an eye to the system of press instructions that was introduced later under the communist government in the German Democratic Republic. There have been obvious similarities.
2003-0597,Presumed Influence: How Mass Media Indirectly Affect Adolescent Smoking,Paper,Presumed Influence: How Mass Media Indirectly Affect Adolescent Smoking,"While tobacco-related media content, both pro- and anti-smoking content, is widely believed to have a significant direct influence on adolescent decisions about smoking, the processes that may underlie this influence are neither well documented nor well understood. Particularly notable is the absence of evidence that anti-smoking campaigns achieve their intended effect. However, what does have a significant and well-documented effect on smoking adoption are adolescent perceptions of peer norms.
This study examined the role of peer norms and mass media in a test of the presumed influence hypothesis, a theoretical model suggesting that smoking-related media content may have a significant indirect influence on adolescent smoking via its effect on perceived peer norms. That is, adolescents may assume that smoking-related content in mass media will influence the attitudes and behaviors of their peers (even if not their own). These peer perceptions in turn can influence adolescents' own smoking behaviors.
Results of a pilot study of 129 middle-school students showed no direct effect of either pro- or anti-smoking promotions. But pro-smoking messages had a significant indirect influence through their perceived effect on peers. Most interestingly, anti-smoking campaigns were associated with perceptions of increased pro-smoking attitudes and behaviors among peers, thus compounding, rather than counteracting, the substantial influence of peer norms on smoking adoption."
2003-0598,Prime Time Trannies:,Paper,Prime Time Trannies:,"This work focuses on transgender narratives on broadcast television, examines how they circulate in the mass media and examines the work these stories perform in the wider social order. My theoretical approach uncovers the material, discursive and institutional factors that shape these narratives. This research is positioned between a poststructuralist commitment to critical examination of identity production and a sociological investment in a practical real world understanding of this production. My interest is not just in individual autobiography, but the parallel development of a social history of the transgender movement. To this end, this work represents a five-year ethnographic inquiry in transgender communities. Utilizing field notes, interviews with transgendered people, and video recordings of television shows, I attempt to contextualize these narrativizations."
2003-0599,Priming and Stereotyping: How Mediated Images Affect Perceptions in Interpersonal Contexts,Paper,Priming and Stereotyping: How Mediated Images Affect Perceptions in Interpersonal Contexts,"Priming and Stereotyping:
How Mediated Images Affect Perceptions in Interpersonal Contexts
Media represents an important mechanism for members of different social, cultural and ethnic groups to learn about each other. Storylines about social groups enable viewers to develop knowledge structures about these social groups which include information about their personality traits (e.g., aggressive), behaviors (e.g., talks loud ), and social status (e.g., uneducated). This particular function of media is often described as the reinforcement of social stereotypes (Fujioka, 1999; Wilson & Gutierrez, 1996). The present research examines how stereotypical portrayals of African American women in media significantly influence perceptions of African American women in interpersonal contexts.
The activation-recency hypothesis proposed by Hansen and Hansen (1988) suggests that individuals who are primed with media content are more likely to use the content for subsequent information processing than those not primed. Ford (1997) used the activation-recency hypothesis to test whether stereotypic portrayals of African Americans increase the likelihood that European Americans will make negative social judgments of an African American target person. Stereotypic and neutral comedy skits involving African American characters were used as priming stimuli. Participants viewed the skits and afterward were instructed to read a vignette describing a legal case in which a student was accused of physical assault. Ford found that the priming resulted in greater attributions of guilt for the perceived African American offender than the European American offender. Hansen and Hansen argue that participants transfer knowledge that is obtained via the media to other contexts because the distorted appraisal of a subsequent stimulus induced by activation is unlikely to be consciously corrected (p. 290). In other words, we are not likely to watch a situation comedy above African-Americans and consciously correct the impressions we form of African-Americans from that television show.
Previous research has failed to explore within group differences in stereotyping and instead comparisons have focused on between group racial differences. For example, most of the comparisons in the stereotyping literature are between blacks and whites (see e.g., Dijksteruis & van Knippenberg, 1998; Dovidio, Kawakami, Johnson, Johnson & Howard, 1997; Fazio, Jackson, Dunton & Williams, 1995; Spencer, Fein, Wolfe, Fong & Dunn, 1998). In this paper, we examine for both between group differences (e.g., black vs white) and also within group differences (e.g., different African-American female stereotypes). We hypothesize that mediated images of African American women activate a specific African American female schema and make it salient for subsequent information processing.
A considerable amount of research on social schemas suggests that the mental models we hold of others contain very complicated knowledge structures (Brewer, 2000). Collins (1991) argues that African American women have historically been portrayed by mediated institutions (e.g., television) as nurturing-asexual mammies, domineering matriarchs, sexually aggressive jezebels, and lazy welfare mothers. Collins, along with other cultural critics, contends that the salience of these popular forms negatively contribute to the ways African American women are perceived and the conditions under which they are accepted in society (Bogle, 2001, Dines & Humez, 1995; Gray, 1991; 1995; Omi & Winant ,1986; Wilson & Gutierrez, 1996). Thus, we expect that participants primed with a specific African American female stereotype will evaluate another African American woman as more consistent with that stereotype. For example, participants primed with a mammy stereotype should rate another African American woman as more nurturing compared to those primed with a jezebel stereotype.
H1a: Exposure to stereotypic portrayals of an African American woman will result in stereotype consistent judgments of another African American woman.
H1b: Response times will be faster to stereotype consistent adjectives than to stereotype inconsistent adjectives after viewing a mediated image of an African American woman.
While our first hypotheses focus on within group stereotype differences, a considerable body of knowledge suggests that media portrayals of African Americans are often automatically perceived as hostile, dangerous, lazy, and stupid (Dijksteruis & van Knippenberg, 1998; Fazio, Jackson, Dunton & Williams, 1995; Wittenbrink, Judd & Park, 1997). This literature suggests that regardless of the specific stereotype primed, the mere presence of an African American triggers a negative affective response. Devine (1989), for example, argues that we are all aware of the social perceptions of African Americans as generally bad in the sense that the social category Black/African American connotes negativity. Greenwald and Banaji (1995), on the other hand, argue that these subtle associations not only reflect knowledge of the stereotypes but a belief in them as well. Gaertner and Dovidios (1986) Aversive Racism framework supports this view by suggesting that associating African Americans with negativity illustrates a latent form of racism, which can enable an individual with an egalitarian self-image to behave in prejudicial yet rationalizable ways. They argue that these types of association are a reflection of personal beliefs, even in cases where indicators of more overt forms of racism are absent. Whether African Americans are associated with negative words quicker than are European Americans because of an underlying automatic categorization (Devines perspective) or because such associations imply aversive racism (Gaertner & Dovidio), we expect to replicate these findings in the present research:
H2a: Response times will be faster to negative words and slower to positive words when evaluating an African American woman.
H2b: Response times will be faster to positive words and slower to negative words when evaluating a European American woman.
Reaction times to negative words when evaluating an African American woman may be even faster when the individual sees two consecutive African American images. In the present study, individuals first view a film clip that portrays an African American woman in some stereotyped role or they view a control clip which does not portray an African American. In part two, they watch and evaluate either a European American or African American female in a job interview setting. Being primed with a televised image of an African American female in addition to viewing an African American interviewee may result in an additive effect whereby participants will make negative judgments fastest when they viewed both an African American female on the film clip and are evaluating an African American interviewee:
H3: Exposure to both a media portrayal of an African American woman and an African American woman interviewee will result in faster responses to negative judgments of the interviewee than will viewing the African American interviewee without the media portrayal.
Methods
A 4 (stereotype image: welfare mother, mammy, jezebel or no prime condition) x 2 (race of interviewee: African American or European American) between-subjects experimental design with both factors completely crossed is utilized. 260 undergraduate students between the ages of 18-29 from introductory speech communication courses will participate.
Independent Variables
Stereotype image. Participants in the stereotype image conditions view a two-minute videotaped segment of a movie where an African American actress played the role of welfare mother (taken from The Women of Brewster Place), mammy (taken from To Dance with a White Dog), or jezebel (taken from Introducing Dorothy Dandridge). In the control condition, participants view a time equivalent segment of a movie about the life of a European American male in high school (taken from Better off Dead). The three priming clips were extensively pilot tested to ensure participants viewed the clip as highly representative of the stereotype.
Race of interviewee. After viewing the priming tape, participants will observe one of two 3-minute interview tape involving a male interviewer and female interviewee in an employment interview scenario. The interviews are similar on all dimensions except for the race of the female interviewees (African American or European American). The male interviewer, who remains off camera, conducts both interview scenarios. The interview script was adapted from a set of job interview scripts (Wilson & Goodall, 1991).
Dependent Variables
Positive, negative and stereotypic adjective associations. Fifty adjective words representing words associated with positive and negative African American stereotypes, welfare mother, mammy and jezebel stereotypes are used for the response time measures. The items for the positive and negative stereotypes were adapted from previous research examining response times to African American stereotypes (Bargh et al., 1995; Devine, 1989; Dovidio et al., 1997, Greenwald & Banaji, 1995). Words related to the welfare mother, mammy and jezebel stereotypes were taken from descriptions of the stereotypes (Bogle, 2001; Collins, 1991; Jones, 2000). Participants will assess whether a term fits the person they observed on the interview tape. The speed at which participants associated the woman they observed on the interview tape with each adjective will be timed in milliseconds (Dijksterhuis & van Knippenberg, 1999; Greenwald & Banaji, 1995; Wittenbrink, Judd & Park, 1997).
Job suitability items. Participants respond to 40 items indicating how suitable the African American or European American female is for the position of sales representative that she was purportedly interviewing for using 1-7 Likert scales where 1 stands for strongly agree and 7 stands for strongly disagree.
Procedures
Participants will be told they are participating in two unrelated mini-studies as neither study alone takes enough time to fulfill the research requirement. For the media prime manipulation (mini-study 1), participants will be told that we are currently trying to develop a visual aide library for instructors to utilize in the basic courses and we need their help in selecting appropriate clips for different constructs. After viewing the priming clip and answering questions about it, participants will then be moved to a different room. Participants will be told that the second study is about interviewing techniques. They will watch an interviewee and then critique the persons performance. After viewing the interview tape, participants then complete the adjective association response time task using Micro-Experimental Lab (MEL). The adjectives will be counterbalanced such that participants view them in order 1 or order 2. Participants will respond to the adjectives by hitting a YES or NO key. The YES and NO keys will be counterbalanced to reduce any effects due to the dominant hand always associated with one key (e.g., yes always being the right hand key). Finally, participants will complete the job suitability items and then be debriefed and dismissed. Data collection for this project began in October.

References
Bargh, J. A., Chen, M. & Burrows, L. (1996). The automatic evaluation effect: Unconditional automatic attitude activation with a pronunciation task. Journal of Experimental Social Psychology, 71 (2) 230-244.
Bogle, D. (2001). Toms, coons, mulattoes, mammies & bucks: An interpretive history of Blacks in American films (4th ed.). NY: Continuum Publishing Group.
Collins, P. H. (1991). Black feminist thought. NY: Routledge.
Devine, P.G. (1989). Stereotypes and prejudice: Their automatic and controlled components. Journal of Personality and Social Psychology, 56(1), 5-18.
Dijksteruis, A., van Knippenberg, A. (1998). Judgment and memory of a criminal act: The effects of stereotypes and cognitive load. European Journal of Social Psychology, 29, 191-201.
Dines. G., Humez, J. M. (1995). Gender, Race and Class in the Media: A text-reader. Thousand Oaks: Sage.
Dovidio, J. F., & Gaertner, S. L. (2000). Aversive racism and selection decisions: 1989 and 1999. Psychological Science, 11(4), 315-319.
Dovidio, J. F., Kawakami, K., Johnson, C., Johnson, B., Howard, A. (1997). On the nature of prejudice: Automatic and controlled processes. Journal of Experimental Social Psychology, 33(5).
Fazio, R. H., Jackson, J. R., Dunton, B. C., & Williams, C. J. (1995). Variability in automatic activation as an unobtrusive measure of racial attitudes: A bona fide pipeline? Journal of Personality and Social Psychology, 69(6), 1013-1027.
Ford, T. E. (1997). Effects of stereotypical television portrayals of African Americans on person perception. Social Psychology Quarterly, 60(3), 266-278.
Gaertner, S. L., & Dovidio, J. F. (1986).The aversive form of racism. In J. F. Dovidio & S. L. Gaertner (Eds.), Prejudice, discrimination and racism. CA: Academic Press.
Gray, H. (1991). Recodings: Possibilities and limitations in commercial television representations of African American culture. Quarterly Review of Film and Video, 13 (1-3), 117-130.
Greenwald, A. G., & Banaji, M. R. (1995). Implicit social cognition: Attitudes, self-esteem, and stereotypes. Psychological Review, 102(1), 4-27.
Hansen, C. H., & Hansen, R. D. (1988). Priming stereotypic appraisal of social interactions: How rock music videos can change whats seen when boy meets girl. Sex Roles, 19, 287-316.
Jones, J. (2000). African American women and the media: An overview. Boston: South End Press.
Omi, M., Winant, H. (1986). Racial formation in the United States from the 1960s to the 1980s . NY: Routledge.
Wilson, G. L., & Goodall, H. L. (1991). Interviewing in context. NY: McGraw-Hill.
Wilson, C. C., & Gutierrez, F. (1996). Race, multiculturalism and the media: From mass to class communication. CA: Sage.
Wittenbrink, B., Judd, C. M., & Park, B. (1997). Evidence for racial prejudice at the implicit level and it's relationship with questionnaire measures. Journal of Personality and Social Psychology, 72(2), 262-274."
2003-0600,Priming Effects of Online Sexual Purity Tests,Paper,Priming Effects of Online Sexual Purity Tests,"Theoretical perspectives on priming, combined with previous research on perceptual effects of exposure to pornography and other sexual media, were used to propose two hypotheses about the effects of online sexual purity tests upon perceptions of sexual norms among young females. These hypotheses were tested by way of a six-condition, between-participants experiment wherein female college students (N = 114) were randomly assigned to either a control condition (in which participants were not exposed to any version of the test) or one of five treatment conditions featuring the same basic purity test with concentrations of items pertaining to different sexual activities. Following this, a paper-and-pencil questionnaire elicited participants' perceptions of the prevalence of specific sexual activities among their peers. Results indicated that when interacting with variables such as prior sexual experience and views about premarital sex, purity test-taking does affect perceptions of specific sexual activity prevalence among peers. However, the relationships between purity test-taking and perceptions of sexual activity prevalence among peers did not consistently go in the hypothesized direction. Theoretical and practical implications are discussed."
