Paper ID,Paper Title,Number of Authors,Author Position,Author Name,Author Affiliation
2003-0303,For whom is a picture worth a thousand words? How does the visualizing cognitive style affect processing of news photos?,1,1,Andrew L Mendelson,Temple University
2003-0304,"Four Basic Communication Strategies, Beyond the Borders of Traditional Public Relations Practice",1,1,A. A. Betteke Van Ruler,Free University of Amsterdam
2003-0305,Four Perspectives on the Role of Fear in Persuasion,2,1,James Price Dillard,U of Wisconsin - Madison
2003-0305,Four Perspectives on the Role of Fear in Persuasion,2,2,Jason Wayne Anderson,"U of Wisconsin, Madison"
2003-0306,Fracturing the Real-Self<-->Fake-Self Dichotomy: Moving Toward Crystallized Organizational Discourses and Identities,2,1,Sarah J. Tracy,Arizona State U
2003-0306,Fracturing the Real-Self<-->Fake-Self Dichotomy: Moving Toward Crystallized Organizational Discourses and Identities,2,2,Angela C Trethewey,Arizona State University
2003-0307,Framing a Friendly Dictator: U.S. Newsmagazine Coverage of Pakistani President Musharraf After 9/11,1,1,Orlanda Obad,University of North Carolina at Chapel Hil
2003-0308,Framing media mergers in France and the United States,1,1,Roei Davidson,"Department of Communication Studies, University of Michigan"
2003-0309,Framing Problems in Crisis Negotiation: Reframing in the Case of Waco,1,1,Robert R. Agne,U of Colorado - Boulder
2003-0310,Framing Public Discussion of Gay Civil Unions,3,1,Vincent Price,U of Pennsylvania
2003-0310,Framing Public Discussion of Gay Civil Unions,3,2,Lilach Nir,U of Pennsylvania
2003-0310,Framing Public Discussion of Gay Civil Unions,3,3,Joseph Cappella,U Of Pennsylvania
2003-0311,Framing The Fight Against Terror: Order Versus Liberty in the Mainstream and Alternative Media,1,1,Cherian George,Stanford U
2003-0312,Freedom of Speech and Segmenting the Citizens,2,1,Mihaela Popescu,U of Pennsylvania
2003-0312,Freedom of Speech and Segmenting the Citizens,2,2,Lemi Baruh,U of Pennsylvania
2003-0313,From a Behavioral Toward an Interactional Theory of Charisma in Organizations,1,1,Paul M Leonardi,University of Colorado
2003-0314,From Midnight to Broad Daylight: The constructive capabilities of techno and,1,1,Rebekah Farrugia,University of Iowa
2003-0315,From Naturalisation to Sacralisation: Changing Paradigms for Analysing Visual Advertising,1,1,Waddick Doyle,American U Of Paris
2003-0316,From the 'Battle of Seattle' to the 'War on Terrorism' in The New York Times,6,1,Jennifer L Rauch,Indiana University
2003-0316,From the 'Battle of Seattle' to the 'War on Terrorism' in The New York Times,6,2,Sunitha Chitrapu,Indiana University
2003-0316,From the 'Battle of Seattle' to the 'War on Terrorism' in The New York Times,6,3,John C Evans,Indiana University
2003-0316,From the 'Battle of Seattle' to the 'War on Terrorism' in The New York Times,6,4,Peter Mwesige,Indiana University
2003-0316,From the 'Battle of Seattle' to the 'War on Terrorism' in The New York Times,6,5,Christopher Paine,Indiana University
2003-0316,From the 'Battle of Seattle' to the 'War on Terrorism' in The New York Times,6,6,Susan T. Eastman,
2003-0317,Frontier Compliance: A Communication System Emerging in Cyberspace,1,1,Jisuk Woo,Seoul Women's University
2003-0318,Functionalism Revisited: A practice based Functionalism,1,1,Hyo D. Kim,Rutgers U
2003-0319,Gaming at a LAN-event: the social context of playing digital interactive games (DIGs),2,1,Jeroen Jansz,Amsterdam School of Communications Research
2003-0319,Gaming at a LAN-event: the social context of playing digital interactive games (DIGs),2,2,Lonneke Martens,Amsterdam School of Communications Research
2003-0320,Gathering Together to Smash the State: An Analysis of Rhetorical Artifacts from the 2002 North American Anarchist Gathering,1,1,Joshua Atkinson,University of Missouri- Columbia
2003-0321,"Gender, Age and Personal Trait ...",2,1,Lei Chen,University of Alabama
2003-0321,"Gender, Age and Personal Trait ...",2,2,Dolf Zillmann,U Of Alabama
2003-0322,Gender and Politeness Rules in Japan and the United States,1,1,Naoto Ogawa,U of Oklahoma
2003-0323,Gender differences in family communication about organ donation,3,1,Teresa Thompson,U of Dayton
2003-0323,Gender differences in family communication about organ donation,3,2,James D Robinson,University of Dayton
2003-0323,Gender differences in family communication about organ donation,3,3,Wade Kenny,University of Dayton
2003-0324,Gender Differences in the Communication Values of Mature Adults,3,1,Erina L. MacGeorge,Purdue University
2003-0324,Gender Differences in the Communication Values of Mature Adults,3,2,Bo Feng,Purdue University
2003-0324,Gender Differences in the Communication Values of Mature Adults,3,3,Ginger L Butler,Purdue University
2003-0325,Gender Differences in the Style and Substance of Adolescents' Personal Home Pages,1,1,Susannah R. Stern,Boston College
2003-0326,Gendered Cybersupport: A Thematic Analysis of Two Online Cancer Support Groups,1,1,Claire F Sullivan,University of Maine
2003-0327,Gender Patterns and Smoking Susceptibility among Adolescents Who View Actors Smoking,3,1,Laura M Arpan,Florida State University
2003-0327,Gender Patterns and Smoking Susceptibility among Adolescents Who View Actors Smoking,3,2,Gary R. Heald,Florida State U
2003-0327,Gender Patterns and Smoking Susceptibility among Adolescents Who View Actors Smoking,3,3,Muriel Visser,Florida State University
2003-0328,Gender Role Portrayals in Prime-Time Television Commercials in Thailand,1,1,Desiree Colleen Duff,Michigan State U
2003-0329,"Gender schematicity, gender identity salience, and gender-linked language use",1,1,Nicholas A. Palomares,"Department of Communication, University of California at Santa Barbara"
2003-0330,Gene-Talk: Family communication about genetic health.,3,1,Judith L Weiner,The Pennsylvania State University
2003-0330,Gene-Talk: Family communication about genetic health.,3,2,Kami J. Silk,Pennsylvania State U
2003-0330,Gene-Talk: Family communication about genetic health.,3,3,Roxanne Parrott,Pennsylvania State U
2003-0331,Geo-Ethnicity and Neighborhood Engagement: A Communication Infrastructure Perspective,2,1,Yong-Chan Kim,University of Southern California
2003-0331,Geo-Ethnicity and Neighborhood Engagement: A Communication Infrastructure Perspective,2,2,Joo-Young Jung,
2003-0332,George W. Bush's 'National Day of Prayer and Remembrance' Speech: A Cluster Analysis of Bush's Rhetorical Argument for Revenge,3,1,Tony N Docan,University of New Mexico
2003-0332,George W. Bush's 'National Day of Prayer and Remembrance' Speech: A Cluster Analysis of Bush's Rhetorical Argument for Revenge,3,2,Lisa Freitas,University of New Mexico
2003-0332,George W. Bush's 'National Day of Prayer and Remembrance' Speech: A Cluster Analysis of Bush's Rhetorical Argument for Revenge,3,3,Clay Holtzman,University of New Mexico
2003-0333,Getting On: Older New Zealanders Perceptions of Computing,3,1,Kay Weaver,University of Waikato
2003-0333,Getting On: Older New Zealanders Perceptions of Computing,3,2,Margaret Richardson,University of Waikato
2003-0333,Getting On: Older New Zealanders Perceptions of Computing,3,3,Ted Zorn,U Of Waikato
2003-0334,Getting to Know You: Exploring the Development of Relational Intimacy in Computer-mediated Communication,4,1,Bee Hian Lee,Nanyang Technological University
2003-0334,Getting to Know You: Exploring the Development of Relational Intimacy in Computer-mediated Communication,4,2,Li Chuan Sim,Nanyang Technological University
2003-0334,Getting to Know You: Exploring the Development of Relational Intimacy in Computer-mediated Communication,4,3,Trevor MK Tan,Nanyang Technological University
2003-0334,Getting to Know You: Exploring the Development of Relational Intimacy in Computer-mediated Communication,4,4,Benjamin H. Detenber,Nanyang Technological University
2003-0335,Getting Viewers to the Screen: The Role of Sexual and Violent Images in Movie Previews on Viewers Anticipated Perceptions and Enjoyment of Motion Pictures,4,1,Mary Oliver,Pennsylvania State University
2003-0335,Getting Viewers to the Screen: The Role of Sexual and Violent Images in Movie Previews on Viewers Anticipated Perceptions and Enjoyment of Motion Pictures,4,2,Sriram Kalyanaraman,University of North Carolina at Chapel Hill
2003-0335,Getting Viewers to the Screen: The Role of Sexual and Violent Images in Movie Previews on Viewers Anticipated Perceptions and Enjoyment of Motion Pictures,4,3,Srividya Ramasubramanian,Penn State U
2003-0335,Getting Viewers to the Screen: The Role of Sexual and Violent Images in Movie Previews on Viewers Anticipated Perceptions and Enjoyment of Motion Pictures,4,4,Chad Mahood,
2003-0336,Global Compulsions and Local Visions: Shifting Media Terms in Multicultural India,1,1,Anshu Nagpal Chatterjee,U of California - Berkeley
2003-0337,Globalization and the Internet: A Research Report,1,1,Rohitashya Chattopadhyay,The Annenberg School for Communication
2003-0338,Globalization and the Production of Other Spaces,1,1,Christine A. Lemesianou,
2003-0339,"Globalizing Chinese Martial Arts Cinema: The Gobal-local Alliance and the Production of Crouching Tiger, Hidden Dragon",2,1,Huaiting Wu,University of Minnesota
2003-0339,"Globalizing Chinese Martial Arts Cinema: The Gobal-local Alliance and the Production of Crouching Tiger, Hidden Dragon",2,2,Joseph Man Chan,Chinese University of Hong Kong
2003-0340,Glocal Conjuncture: Thai Press and the News Construction of an Anti-Dam Movement,1,1,Suda Ishida,Hamline University
2003-0341,Going Head to Head: Content Analysis of the High Profile Conflicts as Played Out in the Press,4,1,Jae-Hwa Shin,Missouri School of Journalism
2003-0341,Going Head to Head: Content Analysis of the High Profile Conflicts as Played Out in the Press,4,2,I-Huei Cheng,U of Missouri-School of Journalism
2003-0341,Going Head to Head: Content Analysis of the High Profile Conflicts as Played Out in the Press,4,3,Glen T. Cameron,U of Missouri
2003-0341,Going Head to Head: Content Analysis of the High Profile Conflicts as Played Out in the Press,4,4,Yan Jin,U of Missouri
2003-0342,"Grandparent-Grandchild Relations, Intergenerational Communication and Intergroup Theory",1,1,Jake Harwood,U of Arizona
2003-0343,Group-based Mediational Leadership in an Online Project Team Context,2,1,Edward A. Mabry,University of Wisconsin-Milwaukee
2003-0343,Group-based Mediational Leadership in an Online Project Team Context,2,2,Fay Sudweeks,Murdoch U
2003-0344,Group Work in the Classroom: A Cross-Cultural Study of Instructor Awareness and Compensation for Social Loafing in University Learning Groups in Japan and the United States,2,1,Daniel C Davis,Marist College
2003-0344,Group Work in the Classroom: A Cross-Cultural Study of Instructor Awareness and Compensation for Social Loafing in University Learning Groups in Japan and the United States,2,2,Damon E Chapman,"Hijiyama University, Hiroshima, Japan"
2003-0345,Has Feminism Caused a Wrinkle on the Face of Hollywood Cinema? A Tentative Appraisal of the 90's,1,1,Andrea Press,U of Illinois
2003-0346,Have women journalists in Israel really integrated into the profession?,1,1,Einat Lachover,Tel Aviv U
2003-0347,Have you seen your aura lately?: Understanding the discourses of health in holistic health pamphlets,1,1,Evelyn Y Ho,University of Iowa
2003-0348,"Hearts, Minds, and Maladies: Toward a Critical Theory of the Commodification of Pharmaceuticals",1,1,James F. Tracy,Florida Atlantic U
2003-0349,"Hispanic Women, Breast Cancer Screening and Preferences for Breast Health Information:",3,1,Felicia DeVargas,University of New Mexico
2003-0349,"Hispanic Women, Breast Cancer Screening and Preferences for Breast Health Information:",3,2,Christina E Sanchez,University of New Mexico
2003-0349,"Hispanic Women, Breast Cancer Screening and Preferences for Breast Health Information:",3,3,John Oetzel,U Of New Mexico
2003-0350,"Hispanic Women's Preferences for Breast Health Information: Subjective Cultural Influences on Source, Message, and Channel",3,1,Felicia DeVargas,University of New Mexico
2003-0350,"Hispanic Women's Preferences for Breast Health Information: Subjective Cultural Influences on Source, Message, and Channel",3,2,Christina E Sanchez,University of New Mexico
2003-0350,"Hispanic Women's Preferences for Breast Health Information: Subjective Cultural Influences on Source, Message, and Channel",3,3,John Oetzel,U Of New Mexico
2003-0351,Historical Drifts Without Paradigm Shifts: A Historical Analysis of Newspaper Coverage of Social Protest,7,1,Narayan Devanathan,University of Wisconsin-Madison
2003-0351,Historical Drifts Without Paradigm Shifts: A Historical Analysis of Newspaper Coverage of Social Protest,7,2,Michael P Boyle,University of Wisconsin-Madison
2003-0351,Historical Drifts Without Paradigm Shifts: A Historical Analysis of Newspaper Coverage of Social Protest,7,3,Mark D Shevy,University of Wisconsin-Madison
2003-0351,Historical Drifts Without Paradigm Shifts: A Historical Analysis of Newspaper Coverage of Social Protest,7,4,Michael R McCluskey,University of Wisconsin-Madison
2003-0351,Historical Drifts Without Paradigm Shifts: A Historical Analysis of Newspaper Coverage of Social Protest,7,5,Susan E. Stein,UW-Madison
2003-0351,Historical Drifts Without Paradigm Shifts: A Historical Analysis of Newspaper Coverage of Social Protest,7,6,Elliott D Hillback,University of Wisconsin-Madison
2003-0351,Historical Drifts Without Paradigm Shifts: A Historical Analysis of Newspaper Coverage of Social Protest,7,7,Douglas M McLeod,University of Wisconsin-Madison
2003-0352,Home is Where You Serve: Globalization and Nationalism in Korean Popular Music,1,1,Hee-Eun Lee,U of Iowa
2003-0353,Host Communication Competence and Psychological Health: A Study of Cross-cultural Adaptation of Korean Expatriate Employees in the United States*,1,1,"Yang-Soo Kim, II",
2003-0354,Hot call to a warm line: Preliminary explorations into doing suicide prevention,1,1,Christopher Pudlinski,Central Connecticut State U
2003-0355,"How Employees and Organizations Manage Uncertainty: Norms, Implications, and Future Research",2,1,M. Lee Williams,Southwest Texas State U
2003-0355,"How Employees and Organizations Manage Uncertainty: Norms, Implications, and Future Research",2,2,Phillip G. Clampitt,U Of Wisconsin - Green Bay
2003-0356,How Given and New Information Shape the Form of Conversational Hand Gestures,1,1,Jennifer Jay Gerwing,"Department of Psychology, University of Victoria"
2003-0357,HOW INTERPERSONAL TRUST MANIFESTS ONLINE BEHAVIOR: A case study exploring the impact of societal levels of interpersonal trust on the utilization of online source credible information.,1,1,Arun Vishwanath,"Indiana U, Bloomington"
2003-0358,How media literacy is defined: A review,1,1,Judith Elisabeth Rosenbaum,"Dept. of Communication, University of Nijmegen, The Netherlands"
2003-0359,How the Internet Affects Political Communication of Individuals - A Longitudinal Survey of Onliners and Offliners,2,1,Martin J. Emmer,Technische Universitaet Ilmenau
2003-0359,How the Internet Affects Political Communication of Individuals - A Longitudinal Survey of Onliners and Offliners,2,2,Gerhard Vowe,Technische Universitaet Ilmenau
2003-0360,How to Save the World,2,1,Andrew Nordhoff,Boston University
2003-0360,How to Save the World,2,2,Edward J Downes,Boston University
2003-0361,How very young children use gaze avoidance to resist caregiver interventions in their acts of misconduct,1,1,Mardi Kidwell,"U Of California, Santa Barbara"
2003-0362,"How Viewers' Process Live, Breaking, & Emotional TV News",2,1,Andrea L. Miller,"U of Missouri, Columbia"
2003-0362,"How Viewers' Process Live, Breaking, & Emotional TV News",2,2,Glenn Leshner,U of Missouri
2003-0363,Human Smiles: Expression of Emotion or Communication Gesture?,2,1,Anastacia D. Kurylo,Rutgers University
2003-0363,Human Smiles: Expression of Emotion or Communication Gesture?,2,2,Mark G. Frank,Rutgers University
2003-0364,Human Subjects in Internet Research: Ethical Concerns with the Study of Human Communication on the Internet,1,1,Denise L Bortree,U of Florida
2003-0365,"I am more influenced when I know less, and they are less influenced when they know more: Object-subject distance and the third person effect",2,1,Jonathan Cohen,University of Haifa
2003-0365,"I am more influenced when I know less, and they are less influenced when they know more: Object-subject distance and the third person effect",2,2,Yariv Tsfati,University of Haifa
2003-0366,I Am Not a Lonely Person Any More: Interpersonal Relationships in Computer-Mediated-Communication,1,1,Donghun Chung,Michigan State U
2003-0367,ICT in Multicultural Society. The Dutch Experience,1,1,Leen D'Haenens,University of Nijmegen
2003-0368,Identity and Humor: Negotiating the Notion of Pleasure in South African Situation Comedy.,1,1,Dorothy M Roome,"Towson University, WMST, EMF"
2003-0369,Identity and Ideological Positioning: The Hermeneutic Horizons of Asian Indian Alliances in the United States,1,1,Archana J. Bhatt,U of Richmond
2003-0370,Identity Implications of Influence Goals: A Causal Model of Perception and Management of Face Threats,6,1,Wendy M Morgan,Purdue U
2003-0370,Identity Implications of Influence Goals: A Causal Model of Perception and Management of Face Threats,6,2,Steven R. Wilson,Purdue U
2003-0370,Identity Implications of Influence Goals: A Causal Model of Perception and Management of Face Threats,6,3,Carlos Galvan Aleman,
2003-0370,Identity Implications of Influence Goals: A Causal Model of Perception and Management of Face Threats,6,4,Lefki Anastasiou,"Washington, DC"
2003-0370,Identity Implications of Influence Goals: A Causal Model of Perception and Management of Face Threats,6,5,Min-Sun Kim,"U Of Hawaii, Manoa"
2003-0370,Identity Implications of Influence Goals: A Causal Model of Perception and Management of Face Threats,6,6,John G Oetzel,University of New Mexico
2003-0371,Identity Types and Organizational Contexts: An Inquiry into Physicians in Organizations,3,1,Kevin J. Real,U of Kentucky
2003-0371,Identity Types and Organizational Contexts: An Inquiry into Physicians in Organizations,3,2,Rachel Bramson,Texas A&M University System Health Science Center
2003-0371,Identity Types and Organizational Contexts: An Inquiry into Physicians in Organizations,3,3,Marshall Scott Poole,Texas A&M U
2003-0372,"Ideology, Attitude Change, and Deliberation in Small Groups",3,1,John Gastil,U of Washington
2003-0372,"Ideology, Attitude Change, and Deliberation in Small Groups",3,2,Laura Black,University of Washington
2003-0372,"Ideology, Attitude Change, and Deliberation in Small Groups",3,3,Kara Moscovitz,University of Washington
2003-0373,'I'll Never Have a Clown in My House!' Frightening Movies and Enduring Emotional Memory,1,1,Joanne Cantor,"U of Wisconsin, Madison"
2003-0374,Image of nations: Coverage of foreign nations in the Korean media,1,1,Suman Lee,Syracuse U
2003-0375,Imagining America: The Simpsons and the Anti-Suburb Go Global,1,1,Jonathan Alan Gray,University of London
2003-0376,Immediacy and GPA,1,1,Rodney Marshall,Eastern Illinois U
2003-0377,Immediacy on the Web: Narrowing the Digital Divide,3,1,Ann-Marie S.R. Whyte,Heartland Community College
2003-0377,Immediacy on the Web: Narrowing the Digital Divide,3,2,Patrick B. O'Sullivan,Illinois State University
2003-0377,Immediacy on the Web: Narrowing the Digital Divide,3,3,Steve K. Hunt,Illinois State U
2003-0378,Immediacy on the Web: Narrowing the Digital Divide,3,1,Ann-Marie S. R. Whyte,Illinois State University
2003-0378,Immediacy on the Web: Narrowing the Digital Divide,3,2,Patrick B. O'Sullivan,Illinois State University
2003-0378,Immediacy on the Web: Narrowing the Digital Divide,3,3,Steve K. Hunt,Illinois State U
2003-0379,'IM Me': Instant Messaging as Relational Maintenance and Everyday Communication,2,1,Artemio Ramirez,The Ohio State University
2003-0379,'IM Me': Instant Messaging as Relational Maintenance and Everyday Communication,2,2,Kathy Broneck,
2003-0380,"Immigrant Images: U.S. Network News Coverage of Mexican Immigration, 1971-2000",1,1,Melissa A. Johnson,North Carolina State U
2003-0381,Implications of the Landscape Model of Text Memory for Brand Placement,3,1,Beverly Roskos-Ewoldsen,University of Alabama
2003-0381,Implications of the Landscape Model of Text Memory for Brand Placement,3,2,David R. Roskos-Ewoldsen,U of Alabama
2003-0381,Implications of the Landscape Model of Text Memory for Brand Placement,3,3,Moonhee Yang,U of Alabama
2003-0382,Implications of the Structural Equation Model in Media Research: A Content Analysis of 20 years (1982-2001) of Communication Journals,1,1,Moonhee Yang,U of Alabama
2003-0383,Improving computer efficacy and perceptions of technology related careers in the classroom: A case study,2,1,Kristine Nowak,U of Connecticut
2003-0383,Improving computer efficacy and perceptions of technology related careers in the classroom: A case study,2,2,Marina Krcmar,University of Connecticut
2003-0384,Improving Management: Perceptions of Intercultural Communication Competence by American and Russian Managers,2,1,Alexei V. Matveev,CUNY- College of Staten Island
2003-0384,Improving Management: Perceptions of Intercultural Communication Competence by American and Russian Managers,2,2,Paul E. Nelson,North Dakota State University
2003-0385,"Income, Education, Location and the Internet--The Digital Divide in China",1,1,Chen-Ling Hung,"College of Communications, Pennsylvania State University"
2003-0386,"Incorporation, rejection or transformation of information provided in travel articles: A case study of tourist destinations in Portugal.",1,1,Carla A Santos,University of Illinois
2003-0387,In Defense of Framing Theory: Bringing Hegemony Back In,1,1,Lisa W. Holstein,"Ph.D. summer 2002, Indiana University"
2003-0388,India's Dried-up River of Data: Lessons from the Sankhya Vahini Case Study,1,1,Kartik Pashupati,Florida State U
2003-0389,Indicting Nike: The roles of messages and relationships in assessing organizational legitimacy and image,1,1,Audra Diers,Washburn U
2003-0390,Individual Differences in Internet Usage Motives,2,1,Tel Amiel,University of Georgia
2003-0390,Individual Differences in Internet Usage Motives,2,2,Stephanie Lee Sargent,Virginia Tech
2003-0391,Influences on Career Development: A Critical Incident Analysis,1,1,Heather Elaine Bucher,Golden West College
2003-0392,"Informatics, Cyberpunk, and Nation-States: Behind Narratives of Globalization and Technology",1,1,Craig Hayden,U of Southern California
2003-0393,Information and Communication Traffic Patterns on Dutch Political Web Sites,1,1,Carlo P.M. Hagemann,Kun Communication
2003-0394,Information overload? Health advertisement context instability and memory hindrance,1,1,Brian G Southwell,U of Minnesota
2003-0395,Information Seeking of Health-Related Web Sites,1,1,Traci Hong,Indiana University-Bloomington
2003-0396,Innovativeness and Portal Preference: A Think Aloud Study of the Effects of Multimedia Features in Web sites,2,1,Yan Jin,U of Missouri
2003-0396,Innovativeness and Portal Preference: A Think Aloud Study of the Effects of Multimedia Features in Web sites,2,2,Glen T. Cameron,U of Missouri
2003-0397,"Inoculation, Mental Processing, and Time: The Short- and Long-Term Influence of Associative Networks in the Process of Resistance to Counterattitudinal Influence",8,1,Michael Pfau,U of Oklahoma
2003-0397,"Inoculation, Mental Processing, and Time: The Short- and Long-Term Influence of Associative Networks in the Process of Resistance to Counterattitudinal Influence",8,2,Joshua Compton,University of Oklahoma
2003-0397,"Inoculation, Mental Processing, and Time: The Short- and Long-Term Influence of Associative Networks in the Process of Resistance to Counterattitudinal Influence",8,3,Kimberly Parker,University of Oklahoma
2003-0397,"Inoculation, Mental Processing, and Time: The Short- and Long-Term Influence of Associative Networks in the Process of Resistance to Counterattitudinal Influence",8,4,Elaine M. Wittenberg,University of Oklahoma
2003-0397,"Inoculation, Mental Processing, and Time: The Short- and Long-Term Influence of Associative Networks in the Process of Resistance to Counterattitudinal Influence",8,5,Chasu An,University of Oklahoma
2003-0397,"Inoculation, Mental Processing, and Time: The Short- and Long-Term Influence of Associative Networks in the Process of Resistance to Counterattitudinal Influence",8,6,Monica Ferguson,University of Oklahoma
2003-0397,"Inoculation, Mental Processing, and Time: The Short- and Long-Term Influence of Associative Networks in the Process of Resistance to Counterattitudinal Influence",8,7,Heather Horton,University of Oklahoma
2003-0397,"Inoculation, Mental Processing, and Time: The Short- and Long-Term Influence of Associative Networks in the Process of Resistance to Counterattitudinal Influence",8,8,Yuri Malyshev,University of Oklahoma
2003-0398,"In Search for an Organizational Template: Double Interacts, Adjacency Pairs and Schemata",2,1,Francois Cooren,"U at Albany, SUNY"
2003-0398,"In Search for an Organizational Template: Double Interacts, Adjacency Pairs and Schemata",2,2,Gail T. Fairhurst,University of Cincinnati
2003-0399,In search of Europe: The European Union in national television news,2,1,Jochen Peter,University of Amsterdam
2003-0399,In search of Europe: The European Union in national television news,2,2,Claes H. De Vreese,University of Amsterdam
2003-0400,In Search of Selves: An Ethnographic Exploration into identities in Mexico,1,1,Maggie Jane Pitts,Penn State
2003-0401,"Instant Identity: Girls, Adolescence and Negotiation of Identity in the New Culture of Instant Messaging",1,1,Shayla m Thiel,University of Iowa
2003-0402,INTERACTIVE TELEVISION OR ENHANCED TELEVISION?,3,1,Jan A.G.M. Van Dijk,"University of Twente, Department of Communication"
2003-0402,INTERACTIVE TELEVISION OR ENHANCED TELEVISION?,3,2,Oscar Peters,"University of Twente, Department of Communication Studies"
2003-0402,INTERACTIVE TELEVISION OR ENHANCED TELEVISION?,3,3,Ard Heuvelman,"University of Twente, Department of Communication"
2003-0403,Interactivities in online news: How production contexts and user constituencies shape user-authorship in information sites,2,1,Pablo J. Boczkowski,Massachusetts Institute of Technology
2003-0403,Interactivities in online news: How production contexts and user constituencies shape user-authorship in information sites,2,2,Anita Chan,"MIT - Program in Science, Technology and Society"
2003-0404,Intercultural Communication Competence: Identifying Key Components from Multicultural Perspectives,2,1,Lily A Arasaratnam,Rutgers U
2003-0404,Intercultural Communication Competence: Identifying Key Components from Multicultural Perspectives,2,2,Marya L. Doerfel,Rutgers U
2003-0405,International Agenda-Building in Cyberspace: A Quantitative Content Analysis,2,1,Patricia A. Curtin,"U Of North Carolina, Chapel Hill"
2003-0405,International Agenda-Building in Cyberspace: A Quantitative Content Analysis,2,2,Kenn Gaither,UNC-CH
2003-0406,Internationalization of a college newspaper,1,1,Chiung Hwang Chen,Brigham Young U - Hawaii
2003-0407,International media relations on behalf of foreign countries: A conceptualization and operationalization,3,1,Juyan Zhang,Missouri Journalism School
2003-0407,International media relations on behalf of foreign countries: A conceptualization and operationalization,3,2,Juyan Zhang,University of Missouri
2003-0407,International media relations on behalf of foreign countries: A conceptualization and operationalization,3,3,Glen T. Cameron,U of Missouri
2003-0408,International women's magazines -- A Local Reading,1,1,Yvonne Chi Wan Loong,National University of Singapore
2003-0409,Internet connectedness before and after September 11th,4,1,Yong-Chan Kim,University of Southern California
2003-0409,Internet connectedness before and after September 11th,4,2,Joo-Young Jung,
2003-0409,Internet connectedness before and after September 11th,4,3,Sandra J. Ball-Rokeach,University of Southern California
2003-0409,Internet connectedness before and after September 11th,4,4,Elisia Cohen,U of Southern California
2003-0410,Internet-Mediated Democratic Deliberation,1,1,Jane Macoubrie,North Carolina State U
2003-0411,Internet Privacy: Practices of Media Outlets,3,1,Traci Hong,Indiana University-Bloomington
2003-0411,Internet Privacy: Practices of Media Outlets,3,2,Margaret L. McLaughlin,U of Southern California
2003-0411,Internet Privacy: Practices of Media Outlets,3,3,Larry Pryor,USC/Annenberg
2003-0412,Internet Public Access Models: Approaches and Issues,2,1,Tami K. Tomasello,Florida State U
2003-0412,Internet Public Access Models: Approaches and Issues,2,2,Charles R McClure,Florida State University
2003-0413,Internet use and time displacement,1,1,john p robinson,u maryland
2003-0414,Interpersonal Attraction Online: Do trust and gender differences play a part in determining attraction due to attitudinal similarity?,2,1,Lynette Lim,Michigan State University
2003-0414,Interpersonal Attraction Online: Do trust and gender differences play a part in determining attraction due to attitudinal similarity?,2,2,Robert Larose,Michigan State U
2003-0415,Interpersonal Interaction in Computer Mediated Communication (CMC) : Exploratory Qualitative Research based on Critical Review of the Existing Theories,1,1,Junghyun Kim,Michigan State University
2003-0416,Intersubjectivity in public radio feature production: Blurring the border between I and They,1,1,J. M. Litty,"U of North Carolina, Pembroke"
2003-0417,Intertextual Translations: Organizational Change and Discourse in a High-Tech Corporation,1,1,Donald L. Anderson,University of Denver
2003-0418,In the EU's Image: Transformation of Broadcasting in Five Central and Eastern European Countries,1,1,John Rosenbaum,Ithaca College
2003-0419,In the Public Interest: How the First Amendment Could Protect the Press from Newsgathering Torts,2,1,Anthony L. Fargo,U of Nevada - Las Vegas
2003-0419,In the Public Interest: How the First Amendment Could Protect the Press from Newsgathering Torts,2,2,Laurence B Alexander,University of Florida
2003-0420,Intimacy and Appraisals of Irritations in Dating Relationships,2,1,Denise H. Solomon,U of Wisconsin
2003-0420,Intimacy and Appraisals of Irritations in Dating Relationships,2,2,Leanne Knobloch,U of Illinois
2003-0421,Investigating Diversity and Multicultural Borderlands in Graduate Communication Classrooms: Evaluation of a PFCF Curriculum,3,1,Derek R. Lane,U of Kentucky
2003-0421,Investigating Diversity and Multicultural Borderlands in Graduate Communication Classrooms: Evaluation of a PFCF Curriculum,3,2,James K Hertog,University of Kentucky
2003-0421,Investigating Diversity and Multicultural Borderlands in Graduate Communication Classrooms: Evaluation of a PFCF Curriculum,3,3,Enid S. Waldhart,U Of Kentucky
2003-0422,Investigating the Role of Self-Objectification in the Relationship between Media Exposure and Sexual Self-Perceptions,1,1,Jennifer Stevens Aubrey,U of Michigan
2003-0423,Invisible Claims: The FTC's regulation of Internet metatags,1,1,S. Camille Broadway,University of Florida
2003-0424,Involvement and Participation in Multicultural Small Group Discussions--Zooming into Asian Members,1,1,Jung-huel Becky Yeh,Shih Hsin University
2003-0425,Is Happy Better than Sad even if They are Both Non-Adaptive? Effects of Emotional Expressions of Computer-Based Characters,1,1,Li Gong,Stanford University
2003-0426,Is It Really A Woman's World?: Experience of Female Public Relations Practitioners in Asia,2,1,Mariko Morimoto,Michigan State University
2003-0426,Is It Really A Woman's World?: Experience of Female Public Relations Practitioners in Asia,2,2,Brenda J. Wrigley,Michigan State U
2003-0427,"Israeli Elementary Jewish Education and the Convergence of Jewish Values, Technology , and Popular Culture",1,1,Lawrence H. Sherlick,SUNY at Buffalo
