Paper ID,Title,Session,Session Division,Individual Division,Session SubDivision,Sumission Type,Title to Check,Session to Check,Abstract
2005-0165,A Structural Analysis of International Conflict From a Communication Perspective,"Economic Structures of Power: Global Finance, Media Markets and International Conflict",Intercultural & Development Communication,,International & Development Communication,Paper,A Structural Analysis of International Conflict From a Communication Perspective,"Economic Structures of Power: Global Finance, Media Markets and International Conflict","Using data obtained from the Correlates of War Project (http://cow2.la.psu.edu/) and the tools of network analysis, the structure of international conflict is described for the period 1993-2001 for 145 nations. The results indicate that this network is very sparse; 42 nations had no conflict, and 36 only one bilateral disagreement. The network is centered by Yugoslavia (Serbia), Russia, the United States, Iraq and China. Most conflicts are regional. The paper evaluates both the liberal and realist (including Huntingtons Clash of Civilizations Theory) perspectives as predictors of conflict. The results indicate that while both paradigms significantly predict conflict, neither is a very good predictor. A multiple regression model including permanent UN Security Council membership, physical proximity, whether or not a nation was a democracy, bilateral telecommunication and trade (imports and exports), and political alliances accounted for only 4.3% of the variance in the structure of international conflict, in spite of the fact that each variable was significantly related to conflict. The need for further research is discussed."
2005-0166,A Structuralist's Lament: Questioning the Dialogue Between Young Americans and Politics,Community and Civic Life,Philosophy of Communication,,,Paper,A Structuralist's Lament: Questioning the Dialogue Between Young Americans and Politics,Community and Civic Life,"This paper examines low youth civic engagement in American politics. Investigating the language of young Americans about politics and political involvement, this paper suggests that the problems with low voter turnout and political engagement is not because politics isnt cool. Rather, this paper suggests that young people seek a clearer dialogue with politics, a more coeherent understanding of the structure behind political systems in the country. Drawing from focus groups comprised of young people from around the country, this paper does a rhetorical analysis of their words. Three categories emerge: efficacy, images of incomplete journeys, and predictability. Each of these categories can be answered, this paper suggests, by a more direct portrayal of the structuralism inherent in politics. Young people, instead of asking their politicians to look more like them, are asking their politicians to make more sense. Because there is a break in communication between the structure of politics and the understanding of youth, there is no drive to engage in politics. Instead, youth volunteer for civic organizations with the expectations that results, as they understand them, will be immediate. The paper ends with a call for a more clear and concise dialogue between the political powers-that-be and young Americans."
2005-0167,A Study of Thai Relational Development and Rhetorical Sensitivity: JAI YEN YEN,tercultural Communication Competence: Rethinking Research,Intercultural & Development Communication,,Intercultural Communication,Paper,A Study of Thai Relational Development and Rhetorical Sensitivity: JAI YEN YEN,Intercultural Communication Competence: Rethinking Research,"Rhetorical sensitivity theory may provide a foundation to define intercultural communication effectiveness. This study, part of a systematic program of research, seeks to clarify the Thai communication behaviors associated with intercultural communication effectiveness. The fundamental interaction consciousness Thais exhibit, a condition compatible with rhetorical sensitivity, makes Thailand a laboratory for intercultural communication study. This study clarifies previous findings with respect to rhetorical sensitivity and willingness to communicate. The relatively low initial Thai willingness to communicate may be characteristic of rhetorical reflection employed early in a relationship to collect information upon which to build rhetorical sensitivity. Therefore, the study involves two hypotheses: Thais will display higher rhetorical reflector traits in short-term relationships than in long-term relationships; and, Thais will display higher rhetorical sensitivity in long-term relationships than in short-term relationships. Undergraduate students from Mahidol and Bangkok Universities in Thailand (N=400) generated data using the THAIRHETSEN instrument. The results do not support the first hypothesis, but support the second hypothesis. Post hoc investigation of U.S. American rhetorical sensitivity behavior displays a tendency for the development of noble self behavior as a relationship history evolves. The paper concludes with a description of the studys limitations and presents suggestions for additional research."
2005-0168,A Study on the Judicial Control of the Korean Press by Imperial Japan During the 1920s Cultural Rule Period,"ternational & Development Subdivision, Intercultural & Development Division Interactive Paper Session",Intercultural & Development Communication,,International & Development Communication,Paper,A Study on the Judicial Control of the Korean Press by Imperial Japan During the 1920s Cultural Rule Period,"International & Development Subdivision, Intercultural & Development Division Interactive Paper Session","This research aims at exploring how Japanese ruling authorities tried to control the colonial Korean press in the 1920s by analyzing the specific press-law-related provisions at that time. This study attempts to comprehend the reality and the ways of the press suppression by examining various historical records such as press laws, cases and statistical data during this period. This study found that the approval of national newspapers or the alleged expansion of press freedom, as part of so-called 'Cultural Rule', was controlled completely by press laws or internal guidelines. In fact, the ways Japanese ruling authorities manipulated the colonial press was not essentially different from those of the 1910's, when Sword Rule' prevailed. The increasing number of press law clauses and arrests of journalists, suggests that the pressure on the media rather got worse than before. Consequently, the 'Cultural Rule' that Japanese ruling authorities claimed to stand for, was nothing but a deceptive policy, which served the purpose of the long-term stabilization of the colonial system by appeasing pubic anger and oppressing the national independence movements. Unlike previous studies on the topic, this study is characterized by an attempt to analyze the Japanese press control through an examination of concrete press law clauses, cases, and their practical application, such as the number of arrests."
2005-0169,Asymmetrical Talk Between Physicians and Patients,"Doctor/Patient Interactions: Accounts, Authority and Asymmetry",Language & Social Interaction,,,Paper,Asymmetrical Talk Between Physicians and Patients,"Doctor/Patient Interactions: Accounts, Authority and Asymmetry","Thirty-one physician-patient consultations in a Canadian Northern community were audio-taped and transcribed verbatim. RIAS was used to micro-analyze physicians and patients talk patterns. It was found that physicians and patients talk patterns were highly asymmetrical. Physicians asked almost all the questions (25.47%), mostly close-ended whereas patients asked very few questions (3.21%). Patients initiated a fair amount of psychosocial exchange (25.48%) which was not reciprocated by physicians (4.26%). Physicians spent about a quarter of their time on facilitation remarks (24.74%) which, unfortunately were negatively correlated (r =-.44) with patient overall satisfaction. Physician close-ended questions were negatively correlated with patient overall satisfaction (r = -.50), with patient affective satisfaction (r = -.50), with patient expertise satisfaction (r = -.43) and with patient communication satisfaction (r = -.44). Contrary to previous research done in the United States and Europe, Canadian physicians psychosocial talk was not significantly correlated with patient satisfaction. It can be argued that increasing physicians psychosocial talk may not be the key toward patient satisfaction. As long as physicians do not exert tight control over the process and content of the conversation by constant close-ended questions and facilitation remarks, leaving some room for patients to say what they need to say, patients may not be dissatisfied. Male and female patients did not talk differently with male physicians but male physicians facilitated female patients more than male patients."
2005-0170,A Test of Equity Theory in the Context of Workplace Friendship,Applied Interpersonal Communication in the Workplace and in Groups,Interpersonal Communication,,,Paper,A Test of Equity Theory in the Context of Workplace Friendship,Applied Interpersonal Communication in the Workplace and in Groups,"Questions have been raised about the universality of the equity principle across different cultures. As a replication of Kingsley and Park (2004), the current study tests the prediction ability of Equity Theory for inequity in workplace friendships. In addition to the replication, the study tests two basic tenets of Equity Theory: peoples equity restoration attempts in inequitable situations and the role of emotion in peoples responses to inequitable situations. Also, it tests the theory in a non-U. S. culture.
Korean participants reported a greater level of anger in the underreward situation than in the overreward situation, while Americans reported a greater level of anger in the overreward situation than in the underreward situation. Further, Koreans were more likely to ask their partners to change their behavior in underreward than in overreward situations, while Americans were more likely to do so in overreward than in underreward situations. Koreans were more likely to change their own behaviors in overreward than in underreward situations, while Americans were more likely to do so in underreward than in overreward situations. Also, Koreans were more likely to decrease their liking for their partner in underreward than in overreward situations, while Americans were more likely to do so in overreward than in underreward situations. Duty of the overrewarded versus the underrewarded party to restore equity is suggested as an explanation for the interaction between nation and type of inequity."
2005-0171,A Theoretical Model of National Image Processing and International Public Relations,National Image Building Through News Coverage,Public Relations,,,Paper,A Theoretical Model of National Image Processing and International Public Relations,National Image Building Through News Coverage,"The purpose of this study is to propose a theoretical model of national image processing in the media. This study identified three factors-environmental, relational, and strategic public relations factors to affect national image of other countries in a target country's news media. It tested how these three factors are related to the prominence and valence of 157 countries in US newspaper and television news coverage (New York Times, Washington Post, ABC, NBC, CBS, and CNN) during 2002. This study found that three factors were significant predictors on total newspaper articles, newspaper prominence, and total television stories. Specifically, national traits and political significance were positively related to most prominence measures, while deviance, economic significance, and cultural significance had mixed findings. Communication constraints had no significant relationship with prominence. Strategic public relations turned out to be a significant predictor on newspaper prominence, but not on newspaper total articles controlling for environmental and relational factors. Deviance was negatively related to news valence. In contrast, strategic public relations had no significant relationship with valence."
2005-0172,A Traveling Trope of Third-World Child Prostitutes in an East-West Encounter,The Body as Commodity,Feminist Scholarship,,,Works in Progress,A Traveling Trope of Third-World Child Prostitutes in an East-West Encounter,The Body as Commodity,"This paper aims to explore the articulations of national and sexual differences by way of a detour through the other, third-world women. By exploring the rhetorical effects of Korean child prostitutes in western geography of imagination and the nationalist stance of Korean societies, I argue that both western and Korean males willingly put a paternalistic burden on their shoulders and reinforce their inheritance of power and knowledge. On the one hand, I will examine how young third-world women function in a process of western knowledge production. On the other hand, I will investigate the process of how young Korean women are re-domesticated through nationalist responses to the knowledge production in the West. From the outside, they seem hostile and opposite to each other. By making female bodies an object to domesticate and sustaining the power to get hold of them, however, they are in compliance with each other."
2005-0173,Attachment Styles and Relational Development in Adult Sibling Relationships,Applied Interpersonal Communication: Family Matters,Interpersonal Communication,,,Paper,Attachment Styles and Relational Development in Adult Sibling Relationships,Applied Interpersonal Communication: Family Matters,"The present investigation aimed to further the understanding of adult sibling dyads by assessing how their interdependence, breadth/depth of interactions, commitment, and predictability related to the attachment styles of the adult siblings themselves as explained by Attachment Theory. Two hundred thirty three adult sibling dyads were recruited. In general, results showed that having at least one sibling in a dyad with a secure attachment style is beneficial for interdependence, breadth/depth of interactions, commitment, and predictability between the siblings. Furthermore, having a sibling with a dismissive attachment style tends to be detrimental to the same variables."
2005-0174,"At the Intersection of Counterterrorism Policies and Democratic Practices: Transcoding ""The Siege""",tertextual Narratives of Time and Space,Popular Communication,,,Paper,"At the Intersection of Counterterrorism Policies and Democratic Practices: Transcoding ""The Siege""",Intertextual Narratives of Time and Space,"A cinematic text, Edward Zwicks ""The Siege"" (1998), is transcoded for the purpose of articulating five sociopolitical positions held by representative individuals who are engaged in formulating counterterrorism policies in the U.S. and global arenas. First, through a positional analysis of discourse and events, the relationships between the values that inform our democratic practices and the assumptions behind our goals for national security are brought into conversation. Then, a shift to McPhails non-argumentative rhetoric, as it would theoretically inform Laclau and Mouffes democratic imaginary, is presented as a socially transformative alternative to our current national discourse. Finally, the results of such a transformative shift are exemplified by the proposals of visionary biophysicist and energy resource consultant Amory Lovins. These proposals offer us multilateral, nonviolent modes of formulating counterterrorism policies which fulfill our needs for domestic and global security, without sacrificing civil liberties or human rights."
2005-0175,Attribution and Interpersonal Control Strategies in Couples Including One Depressed Individual,Top Four Papers in Interpersonal Communication,Interpersonal Communication,,,Paper,Attribution and Interpersonal Control Strategies in Couples Including One Depressed Individual,Top Four Papers in Interpersonal Communication,"This investigation explores the ways partners in relationship with a depressed individual interpret the depressive behavior and how this interpretation is related to their types of attempts to control depression and to relationship satisfaction and cohesiveness. Within the context of Inconsistent Nurturing as Control theory (Le Poire, 1994) and attribution for control within the relationship (internal or external), the current investigation describes the paradoxical nature of the power structure in the romantic relationship with a depressed individual, and how the power structure limits the types of control strategies the non-depressed partner can use. Couples including one depressed individual (N=148 individuals) are interviewed and compared to a control group of non-depressed couples (N =68 individuals). Results indicate that individuals with higher external attribution for control feel their partners behavior is unpredictable and not influenced by what they say or use fewer strategies to curtail depression and instead use more strategies that reinforce depression and punish alternative behavior. In couples including one depressed individual, poorer mental health and internal attribution for control is associated with more cohesiveness but less relational satisfaction. Greater mental health and external attribution in couples including one depressed individual predicts less cohesiveness but more relational satisfaction. This pattern does not hold for control group couples, who reported more cohesiveness and relational satisfaction as they reported more internal attribution for control; control group couples reported less cohesiveness and relational satisfaction as they reported more external attribution for control. Implications for control dynamics and communication strategies are discussed."
2005-0176,AT&T Wireless - Cingular Merger: Creation of the Largest Wireless Service Provider,Communication Law and Policy Interactive Paper Session,Communication Law & Policy,,,Paper,AT&T Wireless - Cingular Merger: Creation of the Largest Wireless Service Provider,Communication Law and Policy Interactive Paper Session,"With respect to the AT&T Wireless- Cingular merger, the present paper reviewed current market situation, identified the driving forces of the merger, and assessed the merger based on criteria used by both the Horizontal Merger Guidelines and FCCs case-by-case approach. The HHI, an objective measurement for market concentration, showed that the wireless service market would become highly concentrated nationwide (HHI > 2,100 with 555 points increase) possibly giving market power to the newly combined firm. However, less definite assessment can be made for other criteria, such as the decreasing number of wireless service providers and its greater impact in rural areas. Further investigation is needed for the relationship between the decreasing number of competitors and the presence of meaningful economic competition"
2005-0177,"Audience Measurement and Media Policy: Audience Economics, the Diversity Principle, and the Local People Meter",The Effect of Media Ownership on Localism and Diversity: Measuring the Impact,Communication Law & Policy,,,Paper,"Audience Measurement and Media Policy: Audience Economics, the Diversity Principle, and the Local People Meter",The Effect of Media Ownership on Localism and Diversity: Measuring the Impact,"This paper examines the policy implications surrounding Nielsen Media Researchs introduction of the local people meter (LPM) system of television audience measurement. This paper explores the diversity policy considerations that have been raised in connection with the LPM introduction and examines whether the LPM represents a legitimate threat to source and content diversity, or whether the diversity principle has been largely co-opted in support of the economic and strategic considerations of certain industry stakeholders. This paper also addresses the broader question of whether the audience measurement industry should be subjected to more rigorous government oversight."
2005-0178,Avert Your Eyes and Moralize: American Exceptionalism and Genocide,Political Communication Division Interactive Paper Session,Political Communication,,,Paper,Avert Your Eyes and Moralize: American Exceptionalism and Genocide,Political Communication Division Interactive Paper Session,Globalization presumes a normative order based on human rights that transcend individual state interests. This is arguably an important component of the values defining the political culture of the United States. The paper examines coverage of three instances of human rights disasters to demonstrate how the mass media provide flexible rationales for and against US intervention in human rights disasters and thereby reinforce an important component of post-cold war support for US primacy.
2005-0179,A View of Identity as Constructed by a Korean-American Teenager: Cultural Adaptation in a Korean Community in the United States,"Constructing and Negotiating Identity Through Interaction: Joking, Narrating and Adapting",Language & Social Interaction,,,Paper,A View of Identity as Constructed by a Korean-American Teenager: Cultural Adaptation in a Korean Community in the United States,"Constructing and Negotiating Identity Through Interaction: Joking, Narrating and Adapting","This study explores how a Korean American girl displays identity and cultural adaptation based on audio taped interviews and ethnographic observations. It focuses on three main questions; (1) to which cultural identity did the girl primarily orient herself (2) with what communication style did she interact in the Korean community;(3) how did she adapt her communication style to the Korean culture? The main subject was a 17-year old Korean American girl living in a southern coastal city in the United States. In-depth interviews of both the informant and her mother revealed bicultural orientations. In other words, the 17-year old girl considers herself as both an American who is familiar with Korean culture and a Korean who is familiar with American culture. Her discourse, however, shows the dominance of an American identity. Additional studies are needed to further our understanding of how such an identity is constructed in everyday interactions."
2005-0180,A Virtuous Circle for All? Media Exposure and Political Trust in 21 Countries,cial Capital and Political Trust,Political Communication,,,Paper,A Virtuous Circle for All? Media Exposure and Political Trust in 21 Countries,Social Capital and Political Trust,"The low levels of electoral turnout during the last European elections have raised a debate around the increasing disengaged attitudes that citizens have been showing towards the political process in general. Explanations from political communication suggest some contrasting arguments around this issue that has been configured as a constant in the academic debate; the relationship between the mass media and political commitment. On one hand, we find authors that accuse the media and especially the negative presentation of politics of causing citizens disaffection. On the other hand, some recent analyses state that political information in the media  regardless of their tone  lead to an informed and engaged public. Taking the cited framework as the main reference, this article compares the connection between trust in parliamentary national institutions, as one of the dimensions of political disaffection, and the media in 21 European countries categorized in three groups: The western and northern countries, known as stable democracies with high levels of trust, the southern countries, known as rather disaffected and the young democracies in eastern Europe."
2005-0181,A Woman With Opinions: Media Framing of Teresa Heinz Kerry,Women and the News,Feminist Scholarship,,,Paper,A Woman With Opinions: Media Framing of Teresa Heinz Kerry,Women and the News,"U.S. media coverage of Teresa Heinz Kerry was analyzed for the appearance of consistent themes. The findings suggest that the majority of media included in the study constructed her as Other by emphasizing her wealth, personal style, and worldliness. Evidence of Backlash against feminism was also present in much of the coverage, which likely served to further marginalize her in the minds of the audience."
2005-0182,Bad or Good Information? Quality Newspapers as Benchmark For the Assessment of Media Performance,tudies of Media in a Variety of National Settings,Mass Communication,,,Paper,Bad or Good Information? Quality Newspapers as Benchmark For the Assessment of Media Performance,Studies of Media in a Variety of National Settings,"To inform themselves about politics, people watch television, read the newspapers or listen to the radio. Since media may influence political processes, both scientists and politicians call for responsible and top quality media coverage. In contrast to media coverage in television, radio broadcasting is barely researched. To minimize the shortfall in research, this paper focuses on the performance of the national radio channel Deutschlandfunk. The study concentrates not only on the analysis of information quality in Deutschlandfunk but also on methodological aspects: usability of media coverage in the four German quality newspapers as a benchmark for information quality. The comparison between the so called German quality newspapers (national newspapers with high standards in quality) and other media types is a sub-form of Inter-media-comparisons. In German research, it is very common to use the quality newspapers (Frankfurter Rundschau, Süddeutsche Zeitung, Frankfurter Allgemeine Zeitung und Die Welt) as a benchmark.
The radio channel Deutschlandfunk is regulated by public law and therefore bound to objective and well-balanced information. The main finding of this study is, that the Deutschlandfunk did not meet its obligations since the channel did not inform its audience well-balanced. On the methodological aspect the study shows that the quality newspaper benchmark is a useful approach when assessing media performance. All types of media can be assessed in relation to the same benchmark. This enables the comparison of media quality between different types of media."
2005-0183,BBC's Presentation of Africa: A Comparison of BBC Television World News for Africa and North America,Covering Conflict and Peace,Intercultural & Development Communication,,International & Development Communication,Paper,BBC's Presentation of Africa: A Comparison of BBC Television World News for Africa and North America,Covering Conflict and Peace,"The British Broadcasting Corporation (BBC) is believed to provide broad and in-depth coverage of world news to its audiences in all parts of the world: Africa, the Americas, Asia-Pacific, Europe, the Middle East, and South Asia, with the establishment of permanent broadcasts to these regions of the world. In order to cater for the needs of its audiences in the different regions of the world, the service provides a regional slant to its news, thus, localizing the news for the region. This study compares BBC Televisions world news about Africa broadcast to the American and African audiences, to determine which African stories are broadcast to the American audience and the factors that affect the selection of such stories. The findings however show that the BBC broadcasts fewer stories about Africa to both the African and American audiences. In addition to that, it was observed that there is a tendency for the target audience and the political system of an African country to influence the valence of an African news story."
2005-0184,Being Responsible to the Society: A Computer-Assisted Text Analysis of the Mission Statements on the Fortune 100 Companies Web Sites,Democratization of Public Relations & Socially Responsible Public Relations,Public Relations,,,Paper,Being Responsible to the Society: A Computer-Assisted Text Analysis of the Mission Statements on the Fortune 100 Companies Web Sites,Democratization of Public Relations & Socially Responsible Public Relations,"This study examined how the Fortune 100 companies addressed issues on corporate social responsibility through mission statements on their web sites. Employing computer-assisted text analysis, this study suggested that most of the highly frequent concepts from the mission statements were related to corporate social responsibility, which could be clustered into two levels of responsibility: economic/legal and ethical/philanthropic responsibility (Carroll, 1991; 1999). This study also revealed that fair business practice was the most prominently presented category of corporate social responsibility in the mission statements from the Fortune 100 companies web sites. Theoretic and pragmatic implications of the findings were discussed."
2005-0185,Beyond Boy-Girl-Boy-Girl: Re-thinking Measurements of Gender for Quantitative Analysis,Theorizing the Feminine,Feminist Scholarship,,,Paper,Beyond Boy-Girl-Boy-Girl: Re-thinking Measurements of Gender for Quantitative Analysis,Theorizing the Feminine,"This paper suggests applying one approach to quantitative methods that can take into account not only identification of men and women, but in differences among each gender with regards to gender role enactment and influences. Using psychological scales measuring femininity and masculinity embedded in social contexts can provide a rich vector of data that can help us understand only differences between men and women, but among women, for example. According to this perspective, gender roles manifest differently in different contexts for some women, and contribute to their self-conceptions, associations, and behaviour. With data on the salience of gendered traits across various contexts, social scientists can increase understanding of the role of gender in their quantitative explorations of issues like gender differences in message comprehension, knowledge acquisition, and information-seeking."
2005-0186,Beyond Cognition: Influence of Presidential Campaign News on Voters' Perception and Judgment,Cognitive Effects of the Mass Media,Political Communication,,,Paper,Beyond Cognition: Influence of Presidential Campaign News on Voters' Perception and Judgment,Cognitive Effects of the Mass Media,"This study examines the influence of news coverage of presidential campaigns on voters perception and decision-making about the campaigns and their presidential candidates. From the perspective of the large media effects model, this study looked at what campaign issues salient in news stories were also important to voters (agenda setting effect) and how the descriptions about presidential candidates in the news affected voters criteria for candidate choice (attribute priming effect). For these purposes, this study conducted comprehensive content analyses of network television newscasts and survey data analyses of the National Election Studies to compare news content and public opinion regarding the 1992 and 2000 presidential elections. This study found remarkably strong correlations between campaign issues in the news and voters national agendas, and between the news descriptions of the presidential candidates and voters criteria for candidate selection. The results imply that news coverage of presidential campaigns have significant influence on voters perception about nationally important issues and their image and judgments about their presidential candidates. In addition, those media effects were found to be stronger particularly for new and winning candidates, which provides an underlying psychological explanation about media influence."
2005-0201,Beyond Intrinsic and Extrinsic Motivations: Internalized Extrinsic Motivation in the Promotion of Learning Among Primary School Students,Top Four Papers in Instructional Communication,Instructional & Development Communication,,,Paper,Beyond Intrinsic and Extrinsic Motivations: Internalized Extrinsic Motivation in the Promotion of Learning Among Primary School Students,Top Four Papers in Instructional Communication,"Motivating is essentially a communicative process. Researchers have previously attributed learning to either intrinsic or extrinsic motivations and provided teachers with many guidelines in promoting learning in school. However it is still widely documented that while children are highly interested in learning and intrinsically motivated when they enter primary school, their motivation in learning declined steadily from the 3rd grade to the 8th grade.

This paper critically examines the existing dialogue among theorists on the respective merits of intrinsic and extrinsic motivation and identifies a set of causes of students declining interests in learning. More importantly, this paper points out the previously neglected concept of internalized motivation and proposes a longitudinal experiment to explore the effect of internalized motivation on learning."
2005-0202,"Beyond Shooter Games: How Game Environment, Game Type, and Competitor Influence Presence, Arousal and Aggression",Online Games,Communication and Technology,,,Paper,"Beyond Shooter Games: How Game Environment, Game Type, and Competitor Influence Presence, Arousal and Aggression",Online Games,"During the past several years, video games have increased in popularity and become increasingly more violent and interactive. Past research suggests both a positive and null effect between video game play and aggression. The current research explores how gaming environment (VR, standard console, and watching), game type (fighting, shooting, and racing), and competitor (person and CPU agent) influence levels of presence, arousal, and short-term hostility measured as aggressive behavior, aggressive thoughts, and aggressive feelings. In addition to game environment influencing perceived presence, results indicate the interaction between game environment and game type significantly influences aggressive behavior and thoughts and arousal. Finally, competitor and game environment interact to influence aggressive feelings."
2005-0203,Beyond the False Dichotomy of the Modern and Postmodern: Strategies for Indigenous Critical Communication Studies in Korea,Communication and Media Studies in Asia,Philosophy of Communication,,,Paper,Beyond the False Dichotomy of the Modern and Postmodern: Strategies for Indigenous Critical Communication Studies in Korea,Communication and Media Studies in Asia,"The failure to indigenize imported social theories in Korea affords precious theoretical insights for the future of critical communication studies. Since Korean society has evolved out of a mixture of the pre-modern, postcolonial, modern and postmodern elements, attempts to rigidly graft modern and postmodern theories onto Korean society have ensured that both theories remain unfinished projects in Korea. This paper argues that contributions from both camps are still feasible and imperative modes of indigenizing social inquiry in Korea. Theorizing the social still requires comprehensive structural analyses and constructive ideals of progress, as well as insights into subject formation that grant social agency to individuals. As the Korean example illustrates well, critical communication studies must transcend the false dichotomies of modern vs. postmodern to answer specific concerns and problems facing a given society today."
2005-0204,Big Brother: a Multimedia Television Format ; Influence of Persons and Emotions in Content on Attention,Popular Communication Interactive Paper Session,Popular Communication,,,Paper,Big Brother: a Multimedia Television Format ; Influence of Persons and Emotions in Content on Attention,Popular Communication Interactive Paper Session,The multimedia format Big Brother spread across the world within a few years. The popularity of the format lies in the business model it is based on. Ad revenues of both TV and internet serve as financial base for the broadcasters. However broadcasters have little insight in how TV content can stimulate the web visits of a internet site. The main question of this paper is how TV content affects viewers zapping and surfing behaviour. For this purpose TV content data were combined with data from the people meter and data of the internet use. The results of the research indicate that the combination of emotions and persons in a real life format as Big Brother directly effects the zapping behaviour. And also how TV content is a crucial driver for the Big Brother web site use.
2005-0205,Boundaries in Genetic Research: Toward a Dialogic Interactive Bioethics,Conference Theme Competitive Interactive Papers: Questioning the Dialogue,Theme Sessions,,,Paper,Boundaries in Genetic Research: Toward a Dialogic Interactive Bioethics,Conference Theme Competitive Interactive Papers: Questioning the Dialogue,"The findings of the Human Genome Project and other initiatives within genomics have produced useful knowledge about human origins, interrelatedness, and population variations. However, these findings are also challenging historical and traditional ways that various ethnic and racial groups define themselves and their histories, thus leading to resistance among some groups to these genetic research projects. It is not yet known how these projects will precisely impact various ethnic groups; however, it is clear that a number of ethics issues are increasingly salient. The objective of this paper is to establish a need for a dialogic bioethics perspective. This argument is supported by the presentation of data from a random sample survey concerning the relationship between racial/ethnic self-identification, religious identification, attitudes toward science and attitudes toward genomics. It was found that people who self identify into different racial and ethnic groups differ significantly in their attitudes toward genomics. Religious identification had no relation to attitudes toward genomics, however, attitudes toward science did impact attitudes toward genomics. These findings can be used to further develop a perspective to guide empirical research projects surrounding communication and ethics problems found in the advancement of genetic research. Furthermore, these findings help support an argument for a program of interactive bioethics from a dialogic perspective. While maintaining a distinct focus on dialogue as a guiding principle, this paper spans scholarship in political communication, cultural and intercultural communication, and health communication. It is also relevant to scholars and practitioners outside of communication such as in genomics."
2005-0206,Boy Jokes: Content Analysis of Hollywood Misogyny in Mean Girl and Slasher Movies,Deconstructing Identity in Film,Popular Communication,,,Paper,Boy Jokes: Content Analysis of Hollywood Misogyny in Mean Girl and Slasher Movies,Deconstructing Identity in Film,"Content analysis of mean girl movies allows a test of the hypothesis that slasher movies are uniquely violent toward female characters. Following the analysis of 1990-era slasher movies by Sapolsky, Molitor, and Luque (2003), this study considers nine mean girl movies released between 1989 and 1999. The gender distribution of victimization by lethal attacks is identical to that of slashers, but the pattern in display of victims fear is nearly reversed: where slashers show females in fear more, mean girl movies spend look longer at males in fear. Mean girl movies represent a development of slasher themes of male sexual predation and female empowerment in self defense. Mean girl movies also root this conflict more fully in the day-to-day lives of ordinary girls: high school, dating, and competition. As such, this recent Hollywood cycles offers a vivid depiction of girl empowered and boys reduced to jokes."
2005-0207,Brazilian Wireless Telephony - The Eclipse of Competition,Governing Media Industries,Intercultural & Development Communication,,International & Development Communication,Paper,Brazilian Wireless Telephony - The Eclipse of Competition,Governing Media Industries,"In 2003, as Brazilian mobile telephone usage overtook fixed line usage for the first time, wireless telephony demonstrated that it could carry the burden of boosting Brazils teledensity. Reforms in the wireless sector focused on maximizing foreign direct investment at privatization. Although introducing competition to wireline services was a stated goal of reformers, avoiding the creation of a domestic monopolist was a more important goal. Despite careful attention paid by reformers to the sector, conditions for effective competition have not emerged. This paper considers the post-privatization dynamics of Brazils market for mobile cellular telephony, which is already the largest in Latin America and the Caribbean, and likely to grow further. It provides an historical account of the consolidation of the national Brazilian wireless sector into a market oligopoly, and presents factors contributing to market consolidation."
2005-0208,Breaking the Spell of Positive Illusions: A Positive Mood Decreases Defensive Processing of Action Recommendations Following Fear Appeals,Health Risk Perception & Assessment,Health Communication,,,Paper,Breaking the Spell of Positive Illusions: A Positive Mood Decreases Defensive Processing of Action Recommendations Following Fear Appeals,Health Risk Perception & Assessment,"Two experimental studies tested our main hypothesis that the induction of a positive mood will attenuate the defensive processing of action recommendations following fear appeals. Our studies manipulated vulnerability to a health risk and argument quality in an action recommendation. The main dependent measures were attitudes, intentions, behavior, and cognitive responses. The findings support our main hypothesis. In Experiment 1, participants who felt vulnerable to a health risk processed the action recommendation with a systematic positive bias, resulting in increased persuasion regardless of argument quality. Experiment 2 showed that the induction of a positive mood attenuated this bias, resulting in more objective systematic processing."
2005-0209,Breast Cancer and Environmental Factors: A Formative Research Evaluation of Adolescent and Adult Females' Risk Perceptions,Breast Cancer Communication,Health Communication,,,Paper,Breast Cancer and Environmental Factors: A Formative Research Evaluation of Adolescent and Adult Females' Risk Perceptions,Breast Cancer Communication,"This study used the Health Belief Model (HBM) as a framework to guide formative research of the lay publics knowledge and perceptions of risks associated with breast cancer. Data were collected from adolescent females and adult females across four counties in Michigan. A total of 10 focus groups (N=91) were conducted ranging 6 to 14 participants per group. Data was analyzed using a coding scheme based on the Health Belief Model and knowledge categories. Participants responses to focus group questions (N= 5,174) revealed beliefs about severity, susceptibility, self efficacy, and response efficacy as well as knowledge statements pertaining to breast cancer, nutrition, activity, environment, and the role of government and industry. Chi-square analyses were conducted to examine the distribution of statements across categories between adult females and adolescent females. Specifically, adolescent females reported more beliefs about efficacy issues and the susceptibility of others to breast cancer than mothers. Mothers made more statements regarding breast cancer knowledge, environmental factors, and the role of government and industry as it relates to breast cancer. Representative qualitative comments also are selected as examples of themes that resonated within each category. Formative research is part of a larger process for developing health campaign messages and implications for message design are discussed."
