Paper ID,Title,Session,Session Division,Individual Division,Session SubDivision,Sumission Type,Title to Check,Session to Check,Abstract
2008-0171,"Bloggers, Journalists, and Credentialism: Questioning the Seriousness of the DC Cocktail Weenie Circuit",ghts Into the Future of Journalism,,,,Paper,"Bloggers, Journalists, and Credentialism: Questioning the Seriousness of the DC Cocktail Weenie Circuit",Insights Into the Future of Journalism,"This analysis of blogger media criticism foregrounds several themes and rhetorical techniques that characterize the rivalry between journalists and bloggers. Focusing specifically on the liberal bloggers Glenn Greenwald and Atrios (Duncan Black), it treats their media criticism as an example of informal public sphere communication intended to challenge journalists authority to filter opinions and establish a legitimate view of the political world. For several years now, liberal bloggers have been systematically exposing and debunking the honorific rhetoric that journalists often use either to sidestep criticism from non-journalists or to dismiss political figures and points of view that their club deems unworthy of serious consideration. But bloggers challenge this rhetoric in ways that are both characteristic of rational print discourse and unique to allusive and high-context Internet discourse. By issuing such challenges, liberal bloggers attempt to disrupt processes of communicative trust that they see as failing to serve the public good."
2008-0172,Blogging and Online Friendships: The Role of Self-Disclosure and Perceived Reciprocity,Managing Online Acquaintances,,,,Paper,Blogging and Online Friendships: The Role of Self-Disclosure and Perceived Reciprocity,Managing Online Acquaintances,"This study looks at how the need for affiliation, self-disclosure, and perceived reciprocity of blog writers, more commonly known as bloggers, affect the online friendships they have with their readers. An international sample of personal blog writers (n = 416) completed an online survey conducted over a three week period. Results show that bloggers who have not made any online friendships tend to be younger, have higher need for affiliation, and have been blogging for a shorter period of time. Regression analyses reveal that need for affiliation leads to more self-disclosure, and amount of online friendships is predicted by amount of perceived reciprocity. Results also indicate that more intimacy and honesty in self-disclosure lead to more perceived reciprocity, while more intimacy and honesty in perceived reciprocity lead to higher degrees of intimacy and trust in online friendships. The theoretical and practical implications of the findings are discussed."
2008-0173,Blogs and Big Media: A Comparative Study of Agendas,Digital News,,,,Paper,Blogs and Big Media: A Comparative Study of Agendas,Digital News,"Do blogs have any routine effect on the traditional medias choices and handling of stories? This study explores that question through an analysis of political content in one citys blogs and media outlets within the framework of agenda setting theory, specifically intermedia agenda setting. The resulting picture is of bloggers who rely heavily on mainstream media for updates and information, which flies in the face of popular notions of blogs as making traditional media irrelevant. Through an analysis of sourcing and story triggers, this study finds that, at least on the local level, politically-oriented blogs are dependent for a high percentage of their content on newspapers and television stations. What blogs then add to the coverage is commentary about issues already in the news. Paradoxically, the study also found that blogs used primary documents as their main source of information much more frequently than newspaper or television did."
2008-0174,Blowing the Whistle on Teacher Misconduct: Effects of Severity and Peer Type,tructional & Developmental Communication Scholar to Scholar Interactive Paper/Poster Session,,,,Paper,Blowing the Whistle on Teacher Misconduct: Effects of Severity and Peer Type,Instructional & Developmental Communication Scholar to Scholar Interactive Paper/Poster Session,"Although media reports of teacher-student sexual encounters have increased, scholarly attention to factors that influence teachers tendency to report such misbehaviors is lacking. In the present study, 208 kindergarten through twelfth grade teachers read one of six teacher misconduct scenarios that varied according to severity and peer relationship type and indicated their likelihood to report the teacher to the principal, school board, a media outlet, and to talk to the teacher directly. Results indicate that teachers were most likely to talk to the offending teacher directly, followed by reporting the misconduct to the principal, school board, and then the media. Teachers were also more likely to report severe misconduct and to talk directly with special versus other types of peers. Finally, misconduct severity interacted with teacher age, school size, and student grade level, and peer type interacted with school size to affect whistle blowing."
2008-0175,"Blurry Pictures, Big Emotions: Ordinary citizens contribution to Dutch news",The Ethics and Aesthetics of Authenticity in News Images,,,,Paper,"Blurry Pictures, Big Emotions: Ordinary citizens contribution to Dutch news",The Ethics and Aesthetics of Authenticity in News Images,"When Dutch filmmaker Theo van Gogh was killed by an Islamic fundamentalist in November 2004, daily De Telegraaf opened with a mobile phone picture, showing the body with a knife sticking out. Other media used professional pictures of the body under a white sheet, which, although better in quality, lacked the emotional appeal. This example offers an illuminating glimpse of the changes engulfing media whereby the guarantee of trustworthiness has shifted from authoritative sources to authentic experiences, as expressed in amateurs blurry pictures and unrestrained emotions. We examine this challenge to journalism through cases where Dutch media decided to distribute outlaw images, drawing on interviews conducted with journalists and picture editors. The framework of our discussion is the ´emotionalisation of the public domain; because images from alternative sources usually carry a strong emotional quality, it is important to consider the social and political consequences of their distribution."
2008-0176,Bollywood Cinema at the Crossroads: Tracking the Dialectics of Globalization in Postcolonial Indian Cinema,Global Flows and Networks,,,,Paper,Bollywood Cinema at the Crossroads: Tracking the Dialectics of Globalization in Postcolonial Indian Cinema,Global Flows and Networks,"Given the changing social-political-economic context of Indian cinema, this paper investigates the prevalence of five globalization themes in the most popular Hindi films of the post-colonial era and how these thematic patterns inform our understanding of the efforts made by producers to position India domestically and globally as a viable economic, political, and cultural force. Adopting a quantitative content analysis case study approach, the researchers drew upon a sample of the most popular Hindi films in the past sixty years to select six highly popular films representing the six decades (1947-2007) since Independence. The six films were analyzed using Schaefers (2006) five dialectical themes that appeared to signal forces of globalization within contemporary Indian cinema. These included (a) East <--> West, (b) Local <--> Global, (c) Motherland <-->Diaspora, (d) Traditional <--> Modern, and (e) Popular <--> Artistic. The data provided an interesting, and in some cases counter-intuitive, glimpse into the concretized manifestation of these dialectics within actual Hindi films. Two of the dialectics occurred in at least half of the 203 coded chapters. More than seventy percent of all chapters for five of the films depicted both Eastern and Western content and two-thirds of the films featured more Artistic than Popular content. A major shift was the gradual erosion of Traditional content across the six decades. A systematic study of this nature analyses the trends across the decades and refutes some of the previous scholarship that has looked at shifts in the dialectical themes of Indian cinema."
2008-0177,Border Crossings: A Semiotic Analysis of the United States-Mexico Border,"LSI Studies on Race, Identity, and Nationality",,,,Paper,Border Crossings: A Semiotic Analysis of the United States-Mexico Border,"LSI Studies on Race, Identity, and Nationality","The Santa Fe International Bridge between El Paso and Ciudad Juárez is the path many Mexican nationals and United States citizens walk or drive across each day for employment and education purposes, and for the purchase of consumer goods. Using Barthes' semiotic analysis of myth, we will address the various signifiers that reflect the motivations for crossing into the United States, or the signified U.S. American Dream; the signifiers of identification work to distinguish between the signified safe and unsafe border crosser. We will highlight the bridge as the central sign that emphasizes the difference between the two entities living on either side of it; its mythological significance includes a lasting symbol of the power of the dominant, U.S. American culture."
2008-0178,"Bowling Online, Not Alone: The Role of Online Social Capital in Promoting Political Participation",Online Participation,,,,Paper,"Bowling Online, Not Alone: The Role of Online Social Capital in Promoting Political Participation",Online Participation,"This paper sought to analyze the potential of online social capital on revitalize political participation in Singapore. A representative nationwide CATI survey and a series of focus groups were conducted to examine the relationship between online social capital and political participation. Survey findings suggest a positive association between the two variables, with online bridging capital likely to predict online political participation, and online bonding capital likely to predict traditional political participation. Furthermore, focus groups indicate that bridging-wise, the Internet promotes information flow; connection with a broader range of people; sense of being a part of a group; and reciprocity within a community. Bonding-wise, politically active groups recognized the ability to facilitate and organize online, but indicated a preference to participate effectively in the traditional sphere. In general, however, focus groups suggest a certain level of distrust in online relationships. Still, the confidence expressed in traditional bonding relationships that are overlapping with those online, indicates the potential of online bonding capital to grow."
2008-0179,Brain Activation During Risk: The Influence of Trait Motivation on ACC Activation During Choice and Consequence,Processing Fear and Risk in Health Messages,,,,Extended Abstract,Brain Activation During Risk: The Influence of Trait Motivation on ACC Activation During Choice and Consequence,Processing Fear and Risk in Health Messages,Please see extended abstract
2008-0180,Branded Living in Promotional Skin: Reality Television and the Limits of Affective and Immaterial Labour,Theorizing Labor in the New Cultural Economy,,,,Paper,Branded Living in Promotional Skin: Reality Television and the Limits of Affective and Immaterial Labour,Theorizing Labor in the New Cultural Economy,"Many critics on the left argue that the postfordist cultural economy has seen the rise of new forms of immaterial and affective labour, which involve the application of the individual workers personality and creative energy to the production of an increasingly dematerialized commodity. This paper will probe the contours and limits of this argument, with reference to the phenomenon of reality television, specifically MTVs docusoap The Hills. Reality television narratives and processes of production have much in common with the contemporary work environment; all foreground the need for the performance of a flexible, entrepreneurial self and encourage the alignment of that self with corporate values. The Hills is the apotheosis of these processes, as it tells the story of white, privileged twenty-somethings who live their lives perpetually in front of MTV cameras. Simultaneously people and actors, working and living, the cyber-subjects of The Hills are rendered constantly productive, serving as extended promotions for the MTV network and their own celebrity brand. But, as the instrumental presence of the MTV camera comes to penetrate and discipline the affective flow of its subjects lives over time, blurring distinctions between life, work, and self-advantaging exchange, arguments about the potentially productive communal excess, and final immeasurability of, affective and immaterial labour are seriously undermined."
2008-0181,Bricks vs. Clicks: Affective Responses and Impulse Buying Intent,Online Persuasion,,,,Paper,Bricks vs. Clicks: Affective Responses and Impulse Buying Intent,Online Persuasion,"In contrast to the widespread notion that the Internet is the ultimate impulse buying medium, the present research shows that online consumers, as compared to consumers in a physical shopping environment, have lower impulse buying intentions. Impulse buying intent originates from an emotionally fuelled urge to buy (i.e., affective component) and a lack of planning (i.e., cognitive component). It is argued that online consumers have lower impulse buying intentions, because the sensory-limited online shopping environment is less able to engender affective responses and to energize the urge to buy and because the information-rich nature of the Internet may stimulate planned purchasing. These assumptions are tested and confirmed by demonstrating the effects of shopping environment on affective responses and on the cognitive and affective component of impulse buying intent in two scenario-based experiments. To sustain these findings it is additionally demonstrated that online purchase decisions are based more on cognition than on affect."
2008-0182,Broadcast Radio as an Instrument of Integration - How Mass Media Can Contribute to Social Cohesion,Media Policy: Diversity and Integration,,,,Paper,Broadcast Radio as an Instrument of Integration - How Mass Media Can Contribute to Social Cohesion,Media Policy: Diversity and Integration,"Globalization and the differentiation in more and more saturated environments tend to cause increasing gaps in society. The remaining questions: What holds (political) communities together? How could all parts of society be integrated? To cover complexity, and to check possibilities for intervention, one has to clarify if and how mass media can contribute to social cohesion. Europe and particularly Germany as a (still young) nation of immigration, shows several of the typical consequences following globalization and differentiation. Another reason for choosing Germany as a model for checking the role of mass media facing social cohesion: The Ally after World War II formed (in western Germany) a unique broadcasting system. The radio station Funkhaus Europa is todays answer of the WDR to an increasing demand in Europe for integration of people of foreign descent. Predominantly considered as a praiseworthy model and embedded in a broadcasting structure that allows a comparison to a mainstream program of the same parent company without distortions caused by differing basic parameters, it is particularly suitable as a case study. The core questions: Which characteristics define the coverage and the structure of the station? In addition these characteristics are weighted whether they are deliberately employed as a means of integration. At last one has to face the ideas and objectives the daily programs of Funkhaus Europa are based on. Including integration theories of various academic research fields and media research finally the question of the integrative role of mass media is discussed."
2008-0183,Building Community across the Rural-to-Urban-to-Virtual Transect,Communication and Space: New Perspectives in Media Studies,,,,Paper,Building Community across the Rural-to-Urban-to-Virtual Transect,Communication and Space: New Perspectives in Media Studies,"The transect is a concept dating back to the 1790s identifying habitats that vary by level and intensity of urban character. Community is at the heart of the transect. This path is disrupted as we move from relationships of place to those of connection. Neighbors are replaced with the chosen strangers of a-location. The rise of the edge city, privatization of urbanity, suburban sprawl are all in part a consequence of technological developments. This paper examines the concept of the transect from a media perspective and explore how the accoutrements of connection are antiquating older concepts of zoning and planning."
2008-0184,Building Europes Image: Corporatization and Visual Branding in Contemporary EU Communication Policy,Global Communication and Social Change Scholar to Scholar Interactive Paper/Poster Session,,,,Paper,Building Europes Image: Corporatization and Visual Branding in Contemporary EU Communication Policy,Global Communication and Social Change Scholar to Scholar Interactive Paper/Poster Session,"In 2005, the EU suffered a big blow when the the European Constitution was rejected by France and the Netherlands in popular referenda. This rejection was by no means a sudden sign of mistrust in the institutions of European politics, but rather the tipping and flash point of a long-standing democratic deficit and, more broadly, lack of cultural legitimacy experienced by European politics in relation to European citizens. In the light of these events, new EU communication policy emphasizes the importance of direct communication with European citizens through simple, repetitive language and visual symbols. With fieldwork and interviews conducted in Brussels (at the European Commission and the European Parliament), I examine some of the European Commission's first attempts to adopt corporate communication techniques in order to visually brand and therefore also communicate the European project more 'directly'. In doing this, I problematize current trends in EU public communication, while also highlighting the tensions and contradictions that are at work in this process of institutional change."
2008-0185,Bush in 30 Seconds: Rhetoric and Discourses of Truth and Lies in Oppositional Media,"Digital Dissent, User-Generated Content, and Web-Based Publics: Reconceptualizing Citizenship, Resistance, and Political Media",,,,Paper,Bush in 30 Seconds: Rhetoric and Discourses of Truth and Lies in Oppositional Media,"Digital Dissent, User-Generated Content, and Web-Based Publics: Reconceptualizing Citizenship, Resistance, and Political Media","Our critical discourse analysis of the 150 top finalists in MoveOn.orgs 2004 Bush in30Seconds Contest, in addition to our interviews with eight of these producers, reveals diverse representations of truth and lies within the political messages of these tactical media. Beyond the requirement to take the form of a campaign ad against George W. Bush, their tone (satirical, sincere), topics (environment, Iraq War, economy), and form (animation, staged narrative, documentary) reflect diverse styles of political communication. However, the majority invoke discourses about truth and lies, whether to interrogate Bushs morality, ethics, and facts, or citizens right to truth. Drawing on Stuart Hall, Nick Couldry, and Michel Foucault we examine disjunctures between the deployment of symbols and images, and questions about possible reception and interpretation. We triangulate this with interview data in which Bushin30 producers discuss their own rhetorical choices (part of the Rethinking Media and Democracy Project), highlighting how they question their use of propaganda style and choice of patriotic images. In sum, this paper raises questions about the ethical complexity of representations and circulation of signs within tactical media interventions.

Couldry, Nick, (forthcoming 2008). Media Discourse and The Naturalisation Of Categories Communication in the Public Sphere (part of the Handbooks of Applied Linguistics series) edited by R. Wodak and V. Koller.

Hall, Stuart. 1980. 'Encoding/decoding'. In Centre for Contemporary Cultural Studies (Ed.): Culture, Media, Language. London: Hutchinson.

Foucault, Michel. Foucault, Michel. Language, Counter-memory, Practice, translated by Donald F. Bouchard and Sherry Simon (Ithaca, New York: Cornell University Press), 1980.

Professor Megan Bolers books include Digital Media and Democracy: Tactics in Hard Times (MIT Press, 2008); Democratic Dialogue in Education: Troubling Speech, Disturbing Silences (Peter Lang, 2004); and Feeling Power: Emotions and Education (Routledge 1999). She is currently the Principal Investigator of a three-year SSHRC funded research project on Rethinking Media, Democracy and Citizenship: New Media Practices and Online Digital Dissent After September 11. Her essays have been published in such journals as Discourse; Educational Theory, Cultural Studies, and Womens Studies Quarterly. Her multimedia website Critical Media Literacy in Times of War www.tandl.vt.edu/Foundations/mediaproject is widely used.

Stephen Turpin is a PhD candidate in Philosophy of Education at the University of Toronto. His doctoral thesis  Assembling a Minor Architecture  examines the mutation of pedagogical concerns within Modernist architectural debates as they are taken up and redeployed within contemporary installation art practices. He is also currently working on a documentary project on the intellectual history of Semiotext(e), and editing a book on Deleuze and War."
2008-0186,But we are all equals: The Impact of Globalization in Intercultural Communication Classes,Challenges of Teaching Intercultural Communication in Response to Global Changes,,,,Paper,But we are all equals: The Impact of Globalization in Intercultural Communication Classes,Challenges of Teaching Intercultural Communication in Response to Global Changes,"The process of Globalization is significantly transforming our notions of space and territoriality, and blurring boundaries across states, creating a naïve sense of homogeneity among cultural groups and individuals. This perception of homogeneity critically affects individuals identities and impacts our understanding and interpretation of intercultural experiences. Teaching intercultural communication in this context poses several challenges to instructors. Even when boundaries seem blurred, and we are experiencing McLuhans Global village effect, important histories (political, social, economical, hidden, etc.) influence our cultural identities and intercultural encounters. In order to understand some currents events (9/11; Irak war, etc.) and their impact on our identities and intercultural experiences, we need to situate these events in historical and political contexts that help give meaning to our behaviors and attitudes. This presentation is aimed at exploring some of the many challenges instructors find when teaching intercultural communication in the U.S. and tries to examine ways to foster students self reflection through experiential learning and critical dialogue techniques to help them understand how histories and contexts shape and influence each of their daily intercultural encounters."
2008-0187,"But, Words Can Never Hurt Me If: Cultural Comparisons in Assessing Appraisals, Attributions, and Consequences of Hurtful Messages",Top Three Student Papers in Intercultural Communication,,,,Paper,"But, Words Can Never Hurt Me If: Cultural Comparisons in Assessing Appraisals, Attributions, and Consequences of Hurtful Messages",Top Three Student Papers in Intercultural Communication,"The purpose of this study was to explore the influences of culture on overall hurt feelings, subsequent appraisals, attributions, responses, and relational strain, following the reception of a hurtful message. Participants responded to a survey designed to assess appraisals, attributions, and consequences of hurtful communication, and cultural orientation through a self-construal measure. The findings indicated that higher degrees of interdependence were associated with greater overall feelings of hurt from a hurtful episode. In response to the hurtful message, those high in independence projected positive emotions, while people high in interdependence felt more negative affect. As a result, higher independence was related to greater potential for using assertive responses to the perpetrator of the message. Finally, those high in interdependence perceived more substantial relational strain on the overall relationship. The results, taken as a whole, provide support for the claim that the way in which people experience hurtful messages is influenced in part by their culture. As such, culture must be taken into consideration in future theorizing on hurt in interpersonal relationships."
2008-0188,Calling on the Colbert Nation: Politics and Parody in Fan Culture,"Digital Dissent, User-Generated Content, and Web-Based Publics: Reconceptualizing Citizenship, Resistance, and Political Media",,,,Paper,Calling on the Colbert Nation: Politics and Parody in Fan Culture,"Digital Dissent, User-Generated Content, and Web-Based Publics: Reconceptualizing Citizenship, Resistance, and Political Media","Recent studies of fan culture suggest that fans are creating new forms of community with profound implications for democracy, citizenship and political organization. Henry Jenkins (2006), for example, applies Pierre Levys theory of collective intelligence to argue that fan practices can be read as an alternative source of media power (p. 4), while Liesbit van Zoonen (2005) observes parallels between fans and the ideal citizens of a deliberative democracy. My own research into the intense fan activity that has accumulated around Comedy Centrals news parody The Colbert Report suggests that fan practices are considerably more socially and politically ambiguous, and often contradictory in their positioning vis-à-vis corporate media powers. As part of the larger Rethinking Media and Democracy research project, this paper draws on interviews with Colbert Report fans, insights into the contemporary uses of satire, and analysis of audience activities, including the production of fan videos, the circulation of clips, and the creation of blogs and archives. It aims to raise questions not only about the politics of fandom but about our very understanding of what counts as political activity within complex digital media environments.

Works Cited
Jenkins, H. (2006). Convergence culture: Where old and new media collide. New York: New York University Press.

van Zoonen, L. (2005). Entertaining the citizen: When politics and popular culture
converge. Lanham, MD: Rowman & Littlefield.

Contact information:



Catherine Burwell is a doctoral candidate candidate in Sociology and Equity Studies at the University of Toronto completing a dissertation entitled Interactive television and the politics of media participation, as well as a secondary school Media Studies teacher. She has been associated with the Rethinking Media and Democracy project for two years as a research assistant. Her publications include Reading Lolita in times of war: Womens book clubs and the politics of reception. Intercultural Education (2007), and I want to tell you about my life now: The voice of Palestinian refugees in Frontiers of Dreams and Fears,in Refuge, 21 (2)(2003)."
2008-0189,"Call of Duty, Medal of Honor, and the Ideology of the Military",Games and Culture,,,,Paper,"Call of Duty, Medal of Honor, and the Ideology of the Military",Games and Culture,"In the following study, I explore the question of whether or not World War II shooter games may be understood as pro-military propaganda, paying particular attention to the ideological implications of positive portrayals of U.S. combat soldiers. My goal is to explore the issue of political persuasion in a real environment of players, building upon the already well-established left-wing critique of war-themed video game content and giving a chance for fans to speak for themselves about shooter video games, war, politics, and the institution of the military. While any conclusions drawn from this kind of qualitative, exploratory approach must be tentative at best, the textual richness of participant responses resulting from such a study can offer a great deal of insight into how the games are subjectively experienced and interpreted within a larger ideological and political context. Results suggest that the games are quite powerful in the sense that they are able to make a credible case for the rectitude of Western military operations using a persuasive language of historical authenticity. On the other hand, this power is inherently soft; it exists on the level of popular culture and is therefore negotiable, open to ideological interpretation and even resistance. The study paints a picture of the audience for Call of Duty and Medal of Honor as surprisingly diverse, with a number of participants displaying reading strategies which run counter to the hegemonic strong defense interpretation of World War II exhibited by others."
2008-0190,Campaigning for Real Beauty or Reinforcing Social Norms?,cholar to Scholar: Popular Communication Interactive Paper Poster Session,,,,Paper,Campaigning for Real Beauty or Reinforcing Social Norms?,Scholar to Scholar: Popular Communication Interactive Paper Poster Session,"The Dove beauty brand has received much praise for widening the definition and discussion of beauty through the use of nontraditional models in its Campaign for Real Beauty. This textual analysis of a series of five Campaign for Real Beauty billboards, commonly referred to as the Dove Vote Ads, seeks to determine whether the message of the Dove Vote Ads is consistent with the Campaign for Real Beautys mission of societal change and widening the societal definition of beauty. This analysis identifies the conflicting messages inherit in the Dove Vote Ads. Findings indicate a contradiction between the stated goal of the Campaign for Real Beauty and the ads invitation to judge women. Doves stated mission of cultural change is not supported by the content of the advertisements in the series."
2008-0191,Cancer Information Scanning and Seeking in the General Population,canning and Seeking Cancer Information,,,,Paper,Cancer Information Scanning and Seeking in the General Population,Scanning and Seeking Cancer Information,"The amount of cancer-related information available in the media and other sources continues to increase each year. We wondered how people make use of such content in making specific health decisions. We studied both the information they actively seek (seeking) and that which they encounter in a less purposive way (scanning) through a nationally representative survey of adults aged 40-70 years (n=2,489) focused on information use around three prevention behaviors (dieting, fruit and vegetable consumption and exercising) and three screening test behaviors (prostate-specific antigen, colonoscopy, mammogram). Overall, respondents reported a great deal of scanning and somewhat less seeking (on average 62% versus 28% for each behavior), and used a range of sources including mass media, interpersonal conversations and the Internet, alongside physicians. Seeking was predicted by female gender; age of 55-64 vs. 40-44; higher education; Black race and Hispanic ethnicity and being married. Scanning was predicted by older age, female gender and education. Respondents were fairly consistent in their place on a typology of scanning and seeking across behaviors. Seeking was associated with all three prevention and all three screening behaviors and three of six behaviors for scanning."
2008-0192,Cancer-Related Information Seeking Within an Interactive Health Communication System: An Application of the Comprehensive Model of Information Seeking (CMIS),king and Dispensing Health Information Across Media,,,,Paper,Cancer-Related Information Seeking Within an Interactive Health Communication System: An Application of the Comprehensive Model of Information Seeking (CMIS),Seeking and Dispensing Health Information Across Media,"In order to provide insights about cancer patients online information seeking behaviors, the present study analyzes individuals transaction log data and reports on how demographics, disease-related factors, and psychosocial needs predict patterns of service use within a particular Interactive Health Communication System (IHCS).
Study sample included 294 recently diagnosed breast cancer patients. Data included pretest survey scores of demographic, disease-related, and psychosocial factors and automatically collected IHCS use data over the 4-month intervention. Statistical analyses correlated pre-test survey scores with subsequent, specific types of IHCS service usage. Patterns of online cancer information seeking differed according to the patients characteristics, suggesting that patients seek IHCS information and services that might help them most. Results of this study can inform more effective resource development for future eHealth applications."
2008-0193,Candidate Campaign Experience and Willingness to Run Again,cholar to Scholar: Political Communication Interactive Paper Poster Session,,,,Paper,Candidate Campaign Experience and Willingness to Run Again,Scholar to Scholar: Political Communication Interactive Paper Poster Session,"This study addresses concerns that the experience of campaigning and the interaction between candidates and the press will cause quality candidates to leave the political arena. An online survey of 461 candidates who campaigned for public office in the United States during the 2006 election cycle was carried out. Results showed that most candidates enjoyed the campaign experience even though they found it extremely demanding and emotionally draining. The majority indicated that their interactions with the press were positive, some extremely so. Even so, candidates named some negative features of their campaign experience, such as attacks from their opponents and poor media coverage, including bias and emphasis on negative campaigning. The great majority of candidates indicated that they would run again. Though electoral success increased willingness to reenter the electoral arena, even those who lost said they would try again."
2008-0194,Candy to Beer to Network of Fear: Marketings Influence on Contemporary Halloween Rituals,cholar to Scholar: Popular Communication Interactive Paper Poster Session,,,,Paper,Candy to Beer to Network of Fear: Marketings Influence on Contemporary Halloween Rituals,Scholar to Scholar: Popular Communication Interactive Paper Poster Session,"Against the backdrop of a society where culture and commerce are tightly interwoven, it is perhaps not surprising that holidays today are widely recognized as festivals of consumption. In recent decades, scholars have explored the commercialization of American holidays through the lenses of economics, religion, the family, the mass media, and advertising. The present study seeks to better understand the impact of this latter institution through an analysis of marketers role in the construction of Halloween in Postwar and modern America. I locate this analysis in a social constructionist framework which espouses that collective memories of the past are shaped by present social and institutional interests. This proves to be a particularly useful framework for conceptualizing the interplay between advertising, ritual, and society. Research underpinning this study comes from a selective sample of articles and advertisements in the advertising trade press from 1956 through 2006 as well as from data from public opinion polls and socio-histories of the holidays. The findings of this study suggest that marketers shape holiday rituals based on the needs of their companies, their industries, and their consumers. Not only do these results add a rich layer of discourse to existing literature on holiday commercialism, but they can also help us to better understand how advertisers seek to maintain control over our sense of time."
2008-0195,Can Interactivity in Corporate Websites Influence Public Perceptions of Organizations?,Top Papers in Public Relations,,,,Paper,Can Interactivity in Corporate Websites Influence Public Perceptions of Organizations?,Top Papers in Public Relations,"This study explores the use of interactivity as a public relations tool on recruitment pages of organizations' Websites and the effects that differing levels of interactivity have on job seekers' perception of an organization. On the basis of past research findings on interactivity and perceptions, we predicted that Websites with higher interactivity will elicit more positive perceptions of the organization. We explored the underlying theoretical mechanisms for this relationship by investigating four mediating variables--customization, involvement, novelty and liking--and one moderating variable--job seeking status. Interactivity was operationalized for this experiment using existing recruitment Websites from the oil and energy industry so as to maximize ecological validity for PR practitioners. Participants (N = 116) in a between-subjects experiment were exposed to either a low, medium or high-interactivity Website and then filled out a questionnaire. Results indicate that the level of Website interactivity positively influenced participants' perceptions of the organization. The assessment of intervening variables determined that liking and involvement fully mediated this relationship. These findings demonstrate the theoretical complexity of interactivityit can at once attract users peripherally with likeable aesthetics and engage them centrally by including features that involve them. Theoretical as well as practical implications for PR practitioners are discussed."
2008-0196,Can Video Games Enhance Creativity? An Experimental Investigation of Emotion Generated by Dance Dance Revolution,Game Studies Top Papers,,,,Paper,Can Video Games Enhance Creativity? An Experimental Investigation of Emotion Generated by Dance Dance Revolution,Game Studies Top Papers,"What role does media-generated emotion play in youth creativity? Is it an assessment tool? Does it alter the kind of attention given to a problem? Does it foster or impede the flow of ideas? Is it energizing physically or mentally? By varying the levels of arousal associated with low, medium and high levels of exertion in Dance Dance Revolution, and inducing a positive or negative mood, this study offers evidence that media-generated emotion significantly affects creativity through the interaction of arousal and valence. Faced with the cognitive demand of creativity, lower arousal levels resulted in higher creativity scores when coupled with a negative mood. At high arousal levels, a positive mood resulted in greater creativity. The results of the study are evaluated in light of theories of emotion as a prime, as information, as a moderator of attention, and in relation to cognitive capacity."
2008-0197,Catholic Parishes as Agents of Integration and Isolation,Bridging Divides to Develop Community: Investigating Intergroup Relations Among Urban Residents,,,,Paper,Catholic Parishes as Agents of Integration and Isolation,Bridging Divides to Develop Community: Investigating Intergroup Relations Among Urban Residents,"Newcomers to a long-established community can be perceived as strange and unfamiliar, and immigrants in particular are often marked by differences in language and cultural practices. Within a new environment, Catholic parishes often serve as spaces of segmented assimilation where new immigrants can maintain their native values while transitioning into to mainstream culture. Within an ethnically mixed neighborhood such as Crenshaw, the universality of the Catholic Church also provides it with a unique opportunity to integrate Latinos with Catholic residents of other ethnic backgrounds and cultural traditions. Using a multi-methodological approach that includes focus groups, participant observation, and in-depth interviews with parish pastors, this study examines the role that Catholic parishes play as agents of integration and isolation."
2008-0198,Caught in the Frame: Immigration Marches and the Public Screen,Communication in Action: Scholarly Intervention at Local and National Levels,,,,Paper,Caught in the Frame: Immigration Marches and the Public Screen,Communication in Action: Scholarly Intervention at Local and National Levels,"The Immigration marches of 2006 and 2007 represent major popular uprisings among
immigrants and immigrant advocates. Intense policy discussions and vivid moral panics
about race, economics, and terrorism contextualize the marches in news media
discourses. This paper understands the marches through the lens of the public screen,
arguing that the highly visual displays of civic activism and the framing power of news
organizations illustrate its opportunities and limitations. Focusing on news coverage of
the McArthur Park episode in 2007, where news reporters were caught in a massive and
violent Los Angeles Police sweep along with the protesters, this paper also argues that
the ensuing reporting both challenged and confirmed DeLuca and Peeples
conceptualization of the public screen. Informed by critical Latina/o media studies, this
paper concludes that public conflict unfolding within predetermined frames of race and
ethnicity bring special considerations for theories of power and resistance in news
coverage."
2008-0199,Cause-Celeb: Angelina Jolie as Celebrity Missionary,Commodity Activism: A Cross-Divisional Roundtable,,,,Paper,Cause-Celeb: Angelina Jolie as Celebrity Missionary,Commodity Activism: A Cross-Divisional Roundtable,"This paper explores the interrelationship of celebrity and philanthropy, specifically examining Angelina Jolies role as goodwill ambassador for the United Nations High Commission for Refugees. A product of Hollywood and its correlative celebrity culture, Jolies image is fueled and shaped by elaborate publicity and public relations mechanisms that carefully intertwine her public and private lives, juxtaposing her humanitarian efforts with her role as mother. In turn, Jolie gets situated as maternal crusader, on a rescue mission that has real-world socio-political implications. Jolie both personally donates time and money, and significantly brings attention, spectacle, even glamour to the refugee cause as it gets covered a wide array of popular media and entertainment outlets. The association with giving, therefore, not only can change Jolies image and commodity status; Jolie also potentially changes the media and public perception of the cause."
