Paper ID,Title,Session,Session Division,Individual Division,Session SubDivision,Sumission Type,Title to Check,Session to Check,Abstract
2006-0522,Exploring the Phenomenon of Wireless Internet Adoption,Communication and Technology High Density Session,Communication and Technology,,,Paper,Exploring the Phenomenon of Wireless Internet Adoption,Communication and Technology High Density Session,"The focuses of the present study is what are the differences between wireless Internet adopters and non-adopters. A Web-based survey was conducted at a major southwest university to understand wireless Internet adoption rate, media use and computer use. The major finding was the roaming degree was a consequence of wireless Internet adoption and a determinant of online news reading. Also, wireless Internet adoption antecedes the relationship of the time one spends on computers per day and online news reading."
2006-0523,Exploring the Priming Effect of Violent Video Games on Subsequent Media Content Selection,Understanding the Role of Emotion in Processing Media,Information Systems,,,Extended Abstract,Exploring the Priming Effect of Violent Video Games on Subsequent Media Content Selection,Understanding the Role of Emotion in Processing Media,"According to the media priming literature, exposure to media violence can prime subsequent aggressive behaviors, cognitions, or perceptions. To date, the majority of the literature has been concerned with the presence and display of these primed reactions in social settings. Little work has been conducted to investigate the effect of media content as a priming influence on the selection of subsequent media content. The goal of this project is to investigate how playing a violent video game might impact the selection of a film to be viewed immediately following play.

Participants are randomly assigned to one of four experimental conditions: play a nonviolent video game, play a violent video game, view a nonviolent film clip, or view violent film clip. After playing the game or viewing the film clip, participants are given a booklet containing film descriptions, modified to highlight the presence or absence of violence in the films. Participants then indicate how much they would like to see a clip from each film.

Based on the priming literature, we expect that participants exposed to violent media (regardless of format) will be more likely to choose a violent movie clip to view than participants exposed to the nonviolent content. Also, we expect that participants who played the violent video game will be more likely to choose an extremely violent movie clip to view than participants who viewed the violent film clip. Finally we expect that these effects will be more pronounced among males and participants with high levels of trait aggression."
2006-0524,Exposure to Obesity Information in the Media is Associated with Weight-Loss Behavior,Health Communication Division Interactive Paper Session,Health Communication,,,Paper,Exposure to Obesity Information in the Media is Associated with Weight-Loss Behavior,Health Communication Division Interactive Paper Session,"In the past decade, media coverage of obesity has been increasing (Lawrence, 2004). Within the last year, the framing of that coverage also changed, when the CDC revealed obesity-related deaths had been significantly overestimated (Flegal, Graubard, Williamson & Gail, 2005). Yet there has been little research on how coverage has impacted weight-loss behavior. Using cross-sectional data from a national sample (N=1,650), we attempted to explore whether media information about obesity was associated with attempted weight loss. Logistic regression analyses revealed that exposure to obesity information was significantly related to weight-loss attempt within the past 30 days (OR=.60, 95% CI=1.37-2.40) when controlling for demographics, health status and BMI. The belief that weight loss would improve looks also significantly predicted behavior (OR=.386, 95% CI=1.12-1.94), but beliefs about health outcomes did not. Interestingly, the belief that genes were more important than behavior in determining health did not prevent respondents from engaging in weight-loss behavior. Implications for public health promoters are discussed."
2006-0525,"Expressing Under the Influence: Alcohol Consumption, Nonverbal Behavior, and Performance During Dyadic Interaction",Nonverbal Communication,Interpersonal Communication,,,Paper,"Expressing Under the Influence: Alcohol Consumption, Nonverbal Behavior, and Performance During Dyadic Interaction",Nonverbal Communication,"This investigation examined whether alcohol consumption inhibits or encourages nonverbal behavior, and if alcohol and nonverbal behaviors are associated with a dyads performance. Forty-two male teams played a cooperative game whereby one person produced clues and a partner guessed the clue category. Several 2 (Alcohol consumption of clue producer: BAC .08 g/dl or sober) x 2 (Game 1 versus Game 3) repeated measure analyses of variance examined the effect of drinking on nonverbal behaviors; regression analyses examined the influence of these variables on game performance. Drinking alcohol largely resulted in the increased use of nonverbal behaviors, and to an extent, greater team success."
2006-0526,Extending Emotional Self to Collaborative Effort of Global Virtual Teams,Globalization and Communication,Organizational Communication,,,Paper,Extending Emotional Self to Collaborative Effort of Global Virtual Teams,Globalization and Communication,"Advantages of working virtually are usually associated with functional and structural aspects of global virtual teams. Challenges that virtual teams face are related to the human nature of work relationships such as trust, uncertainty, identification, commitment, and/or leadership, which have been linked to the expressions and experience of emotions. Thus, the present paper seeks to extend our understanding of the role that emotions play in the context of global virtual teams. Expressly, team members adapt to the medium and convey social information about their feelings through the content, style of verbal messages, timing of verbal exchange, and/or simulating nonverbal cues. Finally, I suggest employing Denzins (1984) view of emotions as lived experiences to embrace ambiguity, strength, and elusiveness of peoples emotions."
2006-0527,"External Broadcasts in Eastern Europe in the Post-Cold War Era: New Trends, Contributing Factors, and Implications",Communications Globalization and Hybridity,Intercultural & Development Communication,,International & Development Communication,Paper,"External Broadcasts in Eastern Europe in the Post-Cold War Era: New Trends, Contributing Factors, and Implications",Communications Globalization and Hybridity,"Eastern European external (transnational) broadcasts (EEEBs) are hardly studied and this fact calls for more research from the discipline of mass communication. Liberalization affected the contents and forms of EEEBs in such ways that their contents became more 1) diversified so that they accommodate the differentiation of their society, and 2) focused on economic/practical issues to attract foreign investment and educate their people to let them adapt to capitalized economic system. In addition, EEEBs confronted the stream of regionalization (European community) which posed a challenge in both ways: preserving peculiar culture of each nation and helping people feel the need for setting up the regional community. Content regulation for EEEBs reflects 1) the inertia of censorship since Communist government and 2) absence of democratic content regulation system. Funding is still under significant influence of government, partly because its essential function as an instrument of international public relations have not been changed. Eastern European external broadcasts are utilizing the Internet and satellite as an alternative of shortwave. Suggestions for future research are addressed."
2006-0528,"Facilitated Discussion Forums, Campaign Attitudes, and Trust: The Role of DebateWatch During the 2004 Presidential/Vice-Presidential Debates",Mediated and Interpersonal Talk about Politics,Political Communication,,,Paper,"Facilitated Discussion Forums, Campaign Attitudes, and Trust: The Role of DebateWatch During the 2004 Presidential/Vice-Presidential Debates",Mediated and Interpersonal Talk about Politics,"The present study investigated the extent to which the public expresses disaffection and support for the 2004 U.S. Presidential debates and moderated post-debate discussion forums, and the extent to which generalized trust had an effect on campaign disaffection and support. The respondents of the survey were 100 participants in DebateWatch 2004. The findings from the present study were mixed in that: (1) people preferred moderated discussion forums to presidential campaign discourse, (2) moderated discussion forums, if employed effectively, could help alleviate publics cynicism toward political processes and enhance confidence in the political system, and (3) trust was not found to be a reliable determinant of political attitudes. The insignificant differences in political attitudes as a function of trust were surprising; however, it might not be entirely unexpected considering DebateWatch participants on average were rated high in trust and therefore creating realistically high and low trust groups was impossible. In addition, the findings may suggest that more dimensions of trust than benevolence and reliability need to be considered in order to accurately reflect political cynicism."
2006-0529,"Factors Influencing Adoption of Digital Medical Records: Individual Characteristics, Privacy, and Technology Attributes",Communication and Technology High Density Session,Communication and Technology,,,Paper,"Factors Influencing Adoption of Digital Medical Records: Individual Characteristics, Privacy, and Technology Attributes",Communication and Technology High Density Session,"This study reviews research on digital medical records, diffusion of technology innovations, and privacy rights relevant to technology, especially health information privacy, to develop a general model of influences on the adoption and reinvention by potential users of a community-based digital medical record system currently being implemented. A variety of data sources and methods (stakeholder interviews, focus groups, and surveys) are used to develop and test the model. Overall, adoption and reinvention were predicted by personal expenses responsibility, some privacy concerns, and innovation attributes."
2006-0530,Factors Influencing Deception Detection: Impairment or Facilitation?,terpersonal Communication Top Papers,Interpersonal Communication,,,Paper,Factors Influencing Deception Detection: Impairment or Facilitation?,Interpersonal Communication Top Papers,"Theories of deception posit competing views of the effects of arousal, emotional state, cognitive load, attempted behavioral control, and motivation on deception detection. The four-factor theory and the motivation impairment effect argue that all of these factors will debilitate nonverbal performance, resulting in more readily detectable deceit. Deceptive verbal performances, however, are posited to be facilitated by motivation, resulting in less accurate detection. Interpersonal deception theory and the choking-under-pressure hypothesis posit that arousal, cognitive effort, behavioral control and motivation should all facilitate performance unless and until they reach extreme levels. The current investigation explored the effects of deception, modality, and induced motivation on these variables and the resultant detectability of deception. Results from a mock theft experiment were more consistent with the latter theoretical perspectives than the former."
2006-0531,Factors Influencing MOD Adoption,Communication and Technology High Density Session,Communication and Technology,,,Extended Abstract,Factors Influencing MOD Adoption,Communication and Technology High Density Session,"The main purpose of this study is to investigate factors that influence the adoption of interactive MOD services in Taiwan. Stepwise regression was conducted. The results indicate that perceived usefulness and perceived ease of use turned out to have significant effects on behavioral intention. It was also found that perceived ease of use, subjective norm, observability, compatibility, and perceived network externality were positively associated with perceived usefulness. And observability, compatibility, and new communication technology self-efficacy were positively associated with perceived ease of use. Implications for MOD marketing strategies are then discussed."
2006-0532,"Failed Inter-Organizational Collaboration: ""Contraversation"" and Conflict Building","Talking and Writing in Institutional Settings: Speaking for, against, or in an Organization",Language & Social Interaction,,,Paper,"Failed Inter-Organizational Collaboration: ""Contraversation"" and Conflict Building","Talking and Writing in Institutional Settings: Speaking for, against, or in an Organization","Collaboration among organizations and institutions is increasingly required to develop approaches and solutions to complex problems. This paper adopts a definition of inter-organizational collaborations as relationships that leverage the differences among participants and balance divergent stakeholder concerns (Hardy, et al, 2005:58). The paper takes a discursive, constructionist approach in exploring a case of inter-organizational collaboration in dealing with conflict. The case data underscore the role of conversation, language, and talk. Contraversation, that is, dialectical and dialogical conversation, directed against one organization within the network, appeared to construct antagonisms and thwart collaboration. The studys explorations add to propositions in recent research and theory concerning the role of conversations in developing discursive resources that create a collective identity and translate it into effective inter-organizational collaboration to deal with problematic concerns, in this case social conflict."
2006-0533,Familywise Alpha Adjustment Returns: The Case for a Disputed Procedure,terpersonal Communication Top Papers,Interpersonal Communication,,,Paper,Familywise Alpha Adjustment Returns: The Case for a Disputed Procedure,Interpersonal Communication Top Papers,"This essay discusses a statistical problem of multiple comparisons and makes the case for adjusting familywise alpha under certain condition. The principle of familywise correction dictates that, upon conducting multiple tests, alpha should be adjusted (i.e., lower than the conventional .05 level) so that overall Type I error inflation is controlled (e.g., Curran-Everett, 2000; Tukey, 1991). This correctional procedure has recently been disputed by OKeefe (2003), to whose argument the present critique is counterposed. Both thesis and antithesis to familywise alpha adjustment are provided. First, arguments against familywise correction are reviewed with discussions of five interrelated problems. Second, an alternative perspective advocating a sensible application of familywise procedures is explicated; notions of the scope of a null hypothesis and the statistics-theory linkage are highlighted as the grounds of this argument. Along these discussions, general guideline for appropriate uses of familywise adjustment is articulated and alternative techniques recently developed are introduced."
2006-0534,"""Fatwa on the Bunny"": News Language and the Creation of Meaning About the Middle East",Constructing Images: Journalism and Framing,Journalism Studies,,,Paper,"""Fatwa on the Bunny"": News Language and the Creation of Meaning About the Middle East",Constructing Images: Journalism and Framing,"How did fatwa, once an unambiguous, simple term for a ruling on a question of Islamic religious law, come to mean death sentence in U.S. news language and popular culture? This paper uses content analysis to trace this newly created meaning through a series of gatekeeping failures to a position from which its more ominous meaning is easily inferred  not simply in references to political-religious violence but in discussions of baseball, advertising, and literature. The shared meanings it reflects are the underpinnings of the Orientalism that Said described in the 1970s and 1980s, a pervasive Western discourse built around a fundamental ideology of difference."
2006-0535,Features of Online Communities and Their Effects on Participation and Evaluation,Growth of Online Communities,Communication and Technology,,,Paper,Features of Online Communities and Their Effects on Participation and Evaluation,Growth of Online Communities,"What are the features of online communities that lead people to participate in them? We present the results of three experiments that explored how time between posts, size of the community, evidence of moderation, and level of message interactivity affect participation and subjective evaluations of an online community. We found that only message interactivity affected whether or not participants posted comments to an online discussion. Time between posts, size of community, and evidence of moderation affected a variety of different subjective evaluations of online communities."
2006-0536,"Feminist, Socioeconomic Status, and Community Structure Approach",Community Studies: Issues and Public Opinion,Mass Communication,,,Paper,"Feminist, Socioeconomic Status, and Community Structure Approach",Community Studies: Issues and Public Opinion,"The paper takes new consideration of the role of demographic variables in terms of feminism, socioeconomic status model, and community structure perspectives. The results of comparison between the baseline model, frequently used in most previous research, and our hypothetical model represent that our model fits the date more satisfactorily. Analysis of structural equation model also revealed the presumed relationship between perception and opinion expression, supporting spiral of silence hypothesis. We also found out that demographic variables were related to the perception of opinion climate as well as opinion expression, locating mediating and intervening role of the perceived congruencies. Feminist perspective and socioeconomic status approach significantly contribute to the enhancement of understating of the spiral of silence model."
2006-0537,Fighting for the Storys Life: Nonclosure in Journalistic Narrative,Narrative Structures of the News,Journalism Studies,,,Paper,Fighting for the Storys Life: Nonclosure in Journalistic Narrative,Narrative Structures of the News,"This article proposes non-closure as a category for analyzing sustained news stories, based on the case study of Ron Arad, an Israeli soldier who was taken captive in 1986 and whose story still continues to create headlines in the Israeli press. Coverage of the Arad case was examined in the three major Israeli daily newspapers for a period of 17 years, and the textual mechanisms through which the story has been mythologized and kept alive were identified. The article offers an analysis of three central non-closure devices: maintaining suspense, thickening the plot, and keeping the protagonist alive. It is suggested that these strategies enhanced readers involvement with the journalistic texts and served as a bridge between the ritual and information transmission functions of news. Non-closure is thus conceptualized as a force that operates alongside the well studied forces of closure and renders certain news pieces episodes in a serial narrative rather then simply short stories."
2006-0538,Filming the Disconnect: Melancholy and Change in German and American Cinema,Popular Communication Interactive Paper Session,Popular Communication,,,Paper,Filming the Disconnect: Melancholy and Change in German and American Cinema,Popular Communication Interactive Paper Session,"While literature on melancholy in the European, especially German, context is readily available, research on melancholy in a contemporary American context is limited. When American melancholy is addresed, its focus is primarily in the realm of psychology and aspects of depression or sadness. Not only has there been little formal research on melancholy in contemporary America, it appears that the state of melancholy is antithetical to American values of success and progress. Germans, on the other hand, have been willing to address melancholy as an issue in the context of German culture. Does this mean then that only Germans are melancholic? Certainly not. This paper examines themes of melancholy in two films -- the German film, ""Gegen die Wand,"" and the American film, ""Sideways."" The analysis indicates surprising similarities in melancholic themes in these two contemporary and popular films."
2006-0539,Financial Feeling: An Investigation of Emotion and Communication in the Workplace,Organizing Emotions,Organizational Communication,,,Paper,Financial Feeling: An Investigation of Emotion and Communication in the Workplace,Organizing Emotions,"There is growing interest in the role of emotional communication in the workplace. This work has most often considered workers in front-line service positions in investigations of emotional labor and human service workers in investigations of empathy and emotional work. In this study, we consider processes of both emotional labor and emotional work in the financial planning profession. Financial planners occupy a role requiring ongoing relationships with clients, conversations about the often emotional topic of money, and a need to manage emotion in a variety of interaction contexts. Thus, from extant theory and literature regarding emotion and communication, we proposed research questions regarding the roles of emotional labor and emotional work in the financial planning profession. These questions were investigated in a web-based survey study of almost 300 professional financial planners and supporting interviews with 14 financial planners. Results indicate support for existing theory on emotional work, extensions to current research regarding emotional labor, and important implications for the role of emotion and communication in a range of professional service roles."
2006-0540,Finding Framing Devices: Patterns of Source Selection in Framed Korean Online News Media,Journalists and Their Sources,Journalism Studies,,,Paper,Finding Framing Devices: Patterns of Source Selection in Framed Korean Online News Media,Journalists and Their Sources,"The goal of this study was to investigate how Korean online news media rely on news source selections to set up frames regarding the issue of the participation of Korean troops in the Iraq War to help the United States troops. A content analysis based on 300 news stories from OhmyNews and Chosun.com showed a number of significant differences. The progressive OhmyNews published news stories that presented Anti-war frame more frequently, while the conservative Chosun.com published news stories that presented Pro-war frame more frequently. This study also showed that the patterns of source selection of both OhmyNews and Chosun.com clearly emphasized one-sided perspective that was consistent with their frames. They included more sources that fit with their basic storyline between anti-war and pro-war, highlighted favorable sources by locating them before unfavorable sources, and reflected those favorable perspectives in their headlines. Thus, this content analysis suggests the patterns of source selection can be one of primary framing devices."
2006-0551,Firemen or Arsonists? How News Media Combat and Spread Rumors and Legends: A Case Study,Journalism Studies Interactive Paper Session,Journalism Studies,,,Paper,Firemen or Arsonists? How News Media Combat and Spread Rumors and Legends: A Case Study,Journalism Studies Interactive Paper Session,"In the Fall of 2003 an urban legend about a youth gang that raped and mutilated women swept through the Netherlands. This threat was discussed widely both by e-mail and on Internet message boards, and in the traditional news media. Using the largely untapped potential of the Internet as a means to track the spread of rumors and legends, I present new evidence for the theory that news media foster belief in rumors and legends, even while denying their truth. Using Internet data also allows one to observe the way different media  word of mouth, message boards, chain email warnings, traditional news media  succeed each other as the primary means of transmission."
2006-0552,"First- and Second-Level Agenda Building and Agenda Setting: Terrorism, the President, and the Media",Agenda-Setting Revisited,Political Communication,,,Paper,"First- and Second-Level Agenda Building and Agenda Setting: Terrorism, the President, and the Media",Agenda-Setting Revisited,"This investigation explores the role of presidential communications regarding the terrorism meta-issue and media content in shaping the salience of the issue from September 11, 2001 to the end of 2004. The study analyzed 1456 news stories (620 from Fox News, 836 from CNN) and 181 presidential communication efforts (including the text of speeches, press conferences, letters, position papers, executive orders, and radio addresses) during this time frame. Significant correlations were found supporting both first- and second-level agenda-building and agenda-setting effects. These results reaffirm existing agenda-building and agenda-setting research, but also extend these theories in terms of context and theoretical application. Theoretical and practical implications of the findings are discussed."
2006-0553,First Person Shooter Video Games and Aggression During Video Game Play,Advances in Violent Video Game Research,Game Studies,,,Paper,First Person Shooter Video Games and Aggression During Video Game Play,Advances in Violent Video Game Research,"The current study investigated the effects of video game play on aggression. Using the General Aggression Model, as applied to video games by Anderson and Bushman (2002), the current study measured physiological arousal, state hostility, and how aggressively participants would respond to three hypothetical scenarios. In addition, this study measured each of these variables multiple times in order to gauge how aggression would change with increased video game play. Results showed a significant increase over time in hostility and aggression (based on two of the three story stems), which is consistent with the General Aggression Model. This study adds to the existing literature on video games and aggression by showing that increased play of a violent first person shooter video game can significantly increase aggression from baseline."
2006-0554,Fixing Reputational Damage with Innuendo,Credibility: Advances in Research,Mass Communication,,,Paper,Fixing Reputational Damage with Innuendo,Credibility: Advances in Research,"This study examined innuendo effects in a case of product disparagement. Legal procedures allow the defamed party to request a public retraction. However, typical retractions take the form of innuendo that makes it difficult for audiences to receive the retraction as the retractors intend. We found that common expectations about retractions (e.g., a retraction will reduce and cancel reputational damage for the defamed party) are rarely met in reality. The paper examines innuendo effects in light of recipients differential levels of personal relevance toward the message and source credibility of the medium. We review, then, the practical implications of innuendo effects in defamatory situations."
2006-0555,Flash Memory: The Legacy of Napster in the Popularization of the Internet,Communication and Technology High Density Session,Communication and Technology,,,Paper,Flash Memory: The Legacy of Napster in the Popularization of the Internet,Communication and Technology High Density Session,"This article examines the interaction of technical, social, institutional and philosophical developments that predated Napster, and how Napster came to signify these qualities (however briefly) for a generation of users. Napster arrived at the confluence of social currents including a decade of institutional spending on networks, intensified focus on teens and young adults as a market, and the rapid commercialization of the Internet in the dot com boom. Napsters importance, it is argued, was as a techno-cultural pheomenon, a totem of a belief system that included both commercial and communal components.
This paper traces the historical roots of Napster and related technologies, but also focuses on the role of American universities in promoting first Internet adoption, then broadband networks as both research and marketing strategies. It also compares the rhetoric of the Internet in the 2000 US presidential elections and the marketing of cool surrounding Internet adoption at the end of the 1990s. It pinpoints the nexus of commercial, educational and political forces that branded the Internet as both a vital economic engine and an emblem of youthful vitality and resistance.
With its irresitable lure of free music, Napster introduced millions to peer networks, open source idealism, and the concept of gift economics, and popularized emerging shifts in producer-consumer relationships. These ideas came to embody the Internet (and especially the World Wide Web) for many users, altering the social and economic positions of global media congomerates and provoking new models of media creation and distribution."
2006-0556,"Forecasting the Outcome of a National Election: The Influence of Expertise, Information, and Political Preferences",Determining the Vote and Voter Turnout,Political Communication,,,Paper,"Forecasting the Outcome of a National Election: The Influence of Expertise, Information, and Political Preferences",Determining the Vote and Voter Turnout,"Five days in advance of the 2005 German national election experts and native and naïve respondents were asked to predict the outcome. An experimental manipulation consisted of providing poll information in the form of a figure to half of the questionnaires of the non-expert sample. The results show that (1) experts were overconfident but not necessarily more accurate than non-experts in making predictions, that (2) pre-election poll information improved the forecasting ability of naïve outsiders, and that (3) partisan preferences biased the forecasts to a small degree (projection effect)."
2006-0557,Foreign Correspondence About China: Gans Enduring Journalistic Values - Yesterday and Today,"ternational News: Covering Africa, the EU, Brazil, and China",Journalism Studies,,,Paper,Foreign Correspondence About China: Gans Enduring Journalistic Values - Yesterday and Today,"International News: Covering Africa, the EU, Brazil, and China","This paper examines coverage of China by American correspondents for Gans journalistic values of ethnocentricity, altruistic democracy, responsible capitalism, individualism, and moderation across temporal and geographical space. The study seeks evidence of the journalistic values as constants in the news coverage of great changes in China from two time periods: Edgar Snows celebrated foreign correspondence 60 plus years ago during a Civil War and World War with Japans invasion and todays foreign correspondence at the height of Chinas rapid and massive economic changes. Guided by Prior's theoretical conception of text as a product of effect in a particular socio-historical context, textual analysis by themes and values, we examined Snows correspondence in the Saturday Evening Post and other news outlets in the first period, as well as todays correspondence in the Time, Newsweek and U.S News & World Report magazines in the second period. The analysis shows that Snow and the current magazine journalists foreign correspondence from China displayed many of the Gans values, but the values appear more enduring today, more blatant in todays correspondence. The former traditional elite foreign correspondent living in China has been replaced by parachute correspondents."
2006-0558,"Foreign News and Views on Television in China: The Decline of Cold War News Frame, 1992-2004",Framing in the News,Mass Communication,,,Paper,"Foreign News and Views on Television in China: The Decline of Cold War News Frame, 1992-2004",Framing in the News,"The transformation of Chinese worldview during the two decades of Chinas political and economic reform should be best captured and reproduced in the news. Our study attempts to answer the following two key questions: (1) What sector of the worlds geopolitical landscape did China national television news consider to be salient in its survey of the external reality? (2) How did the construction of foreign news and views change over time? Taking advantage of three sets of actual videotapes of CCTV News collected in China in 1992, 1998 and 2004, this study seeks to compare how the news and views related to the world out there changed over time. We find that the decline of cold war frame on CCTV is plausibly a reflection of Chinas increasing pragmatism in its approach to the outside world and the realism in its international diplomatic activities."
2006-0559,Four Questions from Communication: Intervening in the Public Space Debates,Global Public Discourse,Philosophy of Communication,,,Paper,Four Questions from Communication: Intervening in the Public Space Debates,Global Public Discourse,"In this paper, I discuss the stakes involved in the debates over the regulation of public space. I will begin with a focus on the public sphere and explore three important concerns of the public sphere with respect to space the convergence of private and public interests and the role of media in discursive construction of space. I will consider the role of space with respect to access to the discursive sphere and conversely the role of the sphere in access to space. Thirdly, taking into consideration cross-disciplinary perspectives, I will propose possible research questions that may intervene in the debates about public space and communication."
2006-0560,Frame Building and Frame Setting: The Interplay Between Online Public Opinion and Media Coverage,Framing in the News,Mass Communication,,,Paper,Frame Building and Frame Setting: The Interplay Between Online Public Opinion and Media Coverage,Framing in the News,"This study applies framing theory to examine the interplay between online public discourse and offline media discourse. Employing a content analysis of 206 online postings and 114 news reports regarding a sociopolitical incident in China, we test the associations and causal relationships between opinion frames and media frames. Statistical results partially support frame-building and frame-interacting effects, but reject the frame-setting hypothesis. Online public opinion plays an important role in transforming the original event into an issue. It also exerts a significant impact upon subsequent media frames at the early stage of news coverage. However, the media are not passive in this two-way process, adapting online frames as necessary. Although media coverage is the primary source of information for netizens, it has little frame-setting impact on online discourse. Discussion focuses on the potential of press freedom and credibility as intervening variables and on the implications for the study of public opinion formation."
2006-0561,"Framing Black Shooters, Looters, and Brutes: An Analysis of Responses to Hurricane Katrina in Major News Coverage",Framing Identity/Framing Difference in Journalistic Representations,Ethnicity and Race in Communication,,,Extended Abstract,"Framing Black Shooters, Looters, and Brutes: An Analysis of Responses to Hurricane Katrina in Major News Coverage",Framing Identity/Framing Difference in Journalistic Representations,"For over a decade, media researchers and cultural critics have documented modern racism, or the persistence of degrading depictions of blacks (e.g., as savages or criminals) in U.S. news discourse. Such characterizations of blacks encourage news consumers to blame blacks for their own oppression. Moreover, mainstream news coverage of this kind reproduces dominant ideologies of white superiority and black inferiority that may conceal racial meanings that shape public policy debates. While there has been profound speculation about the effects of degrading depictions of blacks on public policy and popular legal trials in the U.S., not much has been known about the direct effects and consequences of antiblack news images on public policy and government officials responses to crisis -- until Katrina.
In this paper, we describe and explain recurrent characterizations of black residents of New Orleans as shooters, looters, and aggressors in major Western English-language television and newsprint stories of Hurricane Katrina from August 29 to September 6, 2005. Using critical discourse analysis, we highlight the dominant archetypal and narrative structures constructed by mainstream media discourse and show how they rearticulate the black brute, a violent and sexually aggressive black male caricature that emerged in American popular culture during the late nineteen century, generating widespread discrimination and violence against blacks. We will argue that contemporary brute and victim characterizations disseminated by mainstream news coverage of Katrina perpetuate and legitimate anti-black racist myths, and even worse, contributed to delayed and restrained responses to the disaster by government officials and organizations."
2006-0562,"Framing by Reporters, Partisan, and Nonpartisan Sources in Newspaper Coverage of U.S. Senate Races in 2004",Covering Elections,Journalism Studies,,,Paper,"Framing by Reporters, Partisan, and Nonpartisan Sources in Newspaper Coverage of U.S. Senate Races in 2004",Covering Elections,"Candidate portrayals in newspaper election coverage affect how campaigns are conducted and may even influence the outcomes of those contests. This study examined frames in nine of the 34 Senates races from 2004 to examine the type, source, and target of frames used in campaign newspaper coverage. Horse-race strategy frames were the most common frames overall and a preferred instrument of reporters. Partisan sources tended to provide policy frames while non-partisan sources were usually involved with strategy frames.
When partisan sources did provide policy frames, they applied the frames to themselves more than two-thirds of the time, focusing on issues and topics involved with the campaigns. In addition, reporter-sourced frames were more likely focus on Republicans than Democrats by a margin of 55 percent to 45 percent"
2006-0563,"Framing Effects, Elite Competition, and the Debate about Gay Marriage: An Experimental Test",Framing Effects,Political Communication,,,Paper,"Framing Effects, Elite Competition, and the Debate about Gay Marriage: An Experimental Test",Framing Effects,"In the real world, elites often debate the issues of the day, but in the laboratory there is typically no debate. Likewise, numerous studies have demonstrated the power of elite frames to influence opinion, but almost none include competing frames. Using gay marriage frames, I find that elite debate moderates the impact of framing only when competing frames exert independent, opposite effects. This is the case both for effects on policy views (persuasion) and for effects on the importance of predispositions. I also find further evidence of the boomerang effect (Gross 2000), or the backlash that occurs when citizens exposed to frames strongly at odds with their predispositions become even stronger proponents of their initial views. Indeed, exposure to the frames did not cause citizens to abandon their predispositions. I also analyze spillover effects of the gay marriage frames on views about legalizing adoption for gay couples and find a similar pattern of effects for persuasion. Finally, I discuss the utility of my results for understanding the dynamics of the continuing debate about gay marriage and caution that my results should be taken as suggestive rather than definitive for theories of elite influence and competition."
2006-0564,Framing Professionalism and Ethics of Journalism and Public Relations: The Case of Armstrong Williams,Public Relations High Density Session: Young Talent,Public Relations,,,Paper,Framing Professionalism and Ethics of Journalism and Public Relations: The Case of Armstrong Williams,Public Relations High Density Session: Young Talent,"Discussions about the professional parameters for the practice of journalism and public relations continue to hold a central place in academic discourse. This paper uses framing analysis and critical discourse analysis of the New York Times articles and PR Week commentaries to analyze case of Armstrong Williams, syndicated journalist who was paid through Ketchum Public Relations to promote government initiative No Child Left Behind. This case implicates both professions, that of journalists in their responsibility to their audiences, and that of public relations practitioners, in their obligation for transparency. In this paper, the ethical and moral considerations of both professions were critically analyzed. The goal of this paper, then, is twofold: to reconceptualize the academic discourse about journalism ethics and professionalism as well as public relations ethics and professionalism. This paper asks: How does public relations practice and journalism practice relate/differ in their respective practitioners understanding of professionalism? Finally, this paper asks how does the Williams case address the professional social framework of journalistic and public relations practice?"
2006-0565,Framing Terrorism in the U.S. and Ugandan Press: A Comparative Study of the Coverage of Joint Counterterrorism Efforts,Discourse About Iraq and the War on Terrorism,Political Communication,,,Paper,Framing Terrorism in the U.S. and Ugandan Press: A Comparative Study of the Coverage of Joint Counterterrorism Efforts,Discourse About Iraq and the War on Terrorism,"This study conducts a comparative analysis of The New York Times and The Monitor newspaper on how terrorism is framed and propagated by state actors in the United States and Uganda in their joint global war on terrorism. The purpose is to determine the effectiveness of the global joint counterterrorism effort. A content analysis of these two newspapers coverage reveals that the U.S. state actors propagated Islamic militants, radical jihadists, and Al-Qaeda fighters as terrorists, in contrast to Ugandan state actors who propagated guerrilla fighters, rebel warlords, opposition politicians, and activists as terrorists. Chi square results show that there are significant differences in framing terrorism by the U.S. state actors and the Ugandan state actors. This article concludes by potentially showing how the war on global terrorism may last for generations unabated, if the current trends of the global joint counterterrorism effort continue un-scrutinized by the news media."
