Paper ID,Title,Session,Session Division,Individual Division,Session SubDivision,Sumission Type,Title to Check,Session to Check,Abstract
2007-0203,Cascading Networks: Electronic Communication and the Diffusion of Social Instability,"rveillance, Consent, and Dissent",,,,Paper,Cascading Networks: Electronic Communication and the Diffusion of Social Instability,"Surveillance, Consent, and Dissent","This paper explores the role of electronic communications technology in social instability, specifically the impact of the diffusion of technologies like cell phones and the Internet on the cascade threshold for political revolutions (Granovetter, 1978; Kuran, 1989). While academic discourse in the mid-nineties tended to focus on the anti-authoritarian impact of new communication technologies, more recent works seem to concentrate on the opposite outcome, a world where ubiquitous surveillance cameras, radio frequency identification tags and powerful databases keep thought and actions so closely monitored that people become increasingly afraid to challenge authority. Without taking a normative stance, the paper argues that the emergence of electronic, networked communication technology shapes the possible dynamics of social systems in ways that have yet to be adequately explored, in part because of the difficulty in navigating between the Scylla of social shaping and the Charybdis of technological determinism. The theoretical issues which hold back empirical research are explored via a dialogic interface between three academic discourses: 1) medium theory; 2) diffusions of innovations and network theory, and 3) theories of revolution in political science. The issue of the diffusing item (Katz, 1999) is considered in detail, as is the effect of the interaction between network structures and threshold distributions on the likelihood of global cascades (Watts, 2002). An analytical model is then offered using three real-world events of political instability -- the 1979 Iranian revolution, People Power II in the Philippines, and the Tiananmen demonstrations in China -- as brief, illustrative examples."
2007-0204,"Casting the Ballot: Vote, Voter, and Voting in U.S. Newspapers, 1948-2004",Voters & Voting,,,,Paper,"Casting the Ballot: Vote, Voter, and Voting in U.S. Newspapers, 1948-2004",Voters & Voting,"The United States prides itself on being a model of democracy. At the same time, however, it has the second lowest voter turnout rate in the world. While scholars have offered various explanations for these patterns, researchers have yet to conduct a comprehensive project to examine how Americans have been encouraged to think about the vote, the voting process and their roles as voters as constructed in the media. This study attempts to fill this void by examining how the words vote, voter, and voting have been treated in print newspaper coverage of American presidential elections from 1948-2004. Specifically, over 26,223 instances of these terms were located in the Campaign Mapping Project text-base and were subjected to quantitative and qualitative coding techniques. Quantitative patterns show an overall increase in the number of these terms over time in news coverage. Qualitative patterns reveal how these terms appear in personalized and dramatized ways (such that voters are increasingly linked to candidates rather than issues or interests and greater tension is placed between a citizen and the integrity of the vote than between the citizen and the elected official the vote will soon hold accountable). This article details how such coverage may, in subtle yet powerful ways, invalidate voters, discredit the recommending force of the vote and depoliticize the act of voting."
2007-0205,Causality Testing Between Communication Technology and Society,"Media, Technology, and Development",,,,ractive Paper (Poster),Causality Testing Between Communication Technology and Society,"Media, Technology, and Development","This study investigated the causal relationship between communication technology and society. The study examined 3 sectors of societythe political, civil societal, and economic sector, and communication technologies are classified based on interactivityinteractive vs. non-interactive technologies. Based on previous research, 2 ideal types of empirical causalitytechnological deterministic versus social deterministic approacheswere developed and tested using longitudinal time-lagged research design. This design helped to manipulate technology diffusion precedent to social change, or vice versa. The results of analysis showed: (1) Changes of economic sector and/or Internet diffusion in previous years are powerful predictor to technology diffusion or social change; but (2) results of model test support social deterministic viewsuccess of technology diffusion depends on social conditionsbecause it explains the longitudinal data better. With the implications of the results, theoretical and methodological limitations were also discussed."
2007-0206,"Celebrating Rich: An Enduring Teacher, Mentor, Colleague, and Scholar","Celebrating The Life Of A Rich, Wise Man: A Special Memorial Tribute To Richard Wiseman",,,,Paper,"Celebrating Rich: An Enduring Teacher, Mentor, Colleague, and Scholar","Celebrating The Life Of A Rich, Wise Man: A Special Memorial Tribute To Richard Wiseman", *Stella Ting-Toomey (California State U - Fullerton)
2007-0207,Challenge of the Public Service Broadcasting to New Media Era: The Case of Korean Broadcasting System (KBS),Broadcasting: Public Service Meets New Technologies,,,,Paper,Challenge of the Public Service Broadcasting to New Media Era: The Case of Korean Broadcasting System (KBS),Broadcasting: Public Service Meets New Technologies,"As new media technologies have come into the marketplace of broadcasting, the broadcasting environment has become more tremendously competitive than ever. With the increased number of channels that digital television provides, it can be difficult for a public service broadcaster to survive amongst media systems which are commercialized in many countries around the world. Based on the case study of the Korean Broadcasting System (KBS), this study articulates the legitimacy of public service broadcasting in the new media age. The question of whether public broadcasting should be sustained and protected is at the heart of current media policy debates in Korea. With some examples of public broadcasting systems in European countries, this study examines the current status of Korean broadcasting policy for the KBS and suggests recommendations of new regulatory frames to accommodate the public broadcaster, KBS with the new digital broadcasting era."
2007-0208,Challenges of Comparative Media Research: Report of Two Empirical Studies,Methodologies of Comparative Media Research in a Global Sphere,,,,Paper,Challenges of Comparative Media Research: Report of Two Empirical Studies,Methodologies of Comparative Media Research in a Global Sphere,.
2007-0209,Challenging the Frame: The Influence of Attitude on the Interpretation of News About Asylum,News Audiences,,,,Paper,Challenging the Frame: The Influence of Attitude on the Interpretation of News About Asylum,News Audiences,"This paper aims to shed light on the basic functions of frames in the interpretation of news messages, and how attitude interfere in this process. A sample of 310 participants was randomly presented with a newspaper article about asylum. In the first condition the asylum seekers were implicitly labeled as innocent victims, and in the second as intruders. The third version was a mixed condition. The findings suggest that framing implies a combination of strong and weak media effects. First, frames are in aid of interpreting the news. The persons that were depicted on the very same accompanying press photo in the three conditions evoked feelings that were in line with the applied frame in the text. Second, the more outspoken the receivers attitudes, the more their own opinion challenged the power of the frame."
2007-0210,Chance Encounters vs. User Control: How Print and Online Newspapers Affect the Perceived Public Agenda,Agenda Setting,,,,Paper,Chance Encounters vs. User Control: How Print and Online Newspapers Affect the Perceived Public Agenda,Issues in Agenda Setting,"Collectively shared information is essential for the public discourse in a democracy. Democratic societies need a citizenry that can jointly deliberate about a wide array of issues. Traditional newspapers have shown to improve knowledge about politics and other societal issues and to widen the perceived public agenda. How about their online counterparts? Previous studies that compared online newspapers and Web-based content to print media, predominantly have shown that the print format is more successful when it comes to expanding the horizon of its readers. Traditional printed newspapers typically prestructure their information and essentially guide their readers through the content. It is argued that accidental exposure and consequently incidental learning may explain the success of printed newspapers. The multilayered arrangement of online newspapers on the other hand encourages - even forces - users to pursue their own path and select information that matches their personal interests. Greater media choice encourages selectivity and consequently may lead to more expert knowledge about preferred content only. So far, virtually all studies that compared learning effects of traditional and online newspapers have been experiments. With this study we explore the relation between exposure and awareness of civic topics in a nonexperimental, natural setting. A large survey representative for the Dutch adult population is used to examine how print and online newspapers affect the perceived public agenda in terms of its range and composition. We use multiple regressions and control for exposure to numerous other communication channels, and demographics."
2007-0211,Changing Campaign Coverage of German Television: A Comparison of Five Elections 1990-2005,Elections Coverage,,,,Paper,Changing Campaign Coverage of German Television: A Comparison of Five Elections 1990-2005,Elections Coverage,"The paper reports considerable changes in content and style of German election coverage between 1990 and 2005. The findings are based on a content analysis of the main evening news of the four major television channels, spanning five Bundestag elections and focusing on the portrayal of the chancellor candidates. During the observation period television has immensely expanded its coverage of the candidates. Simultaneously there was an increase in the visualization of candidate portrayal. German television news conveys an increasingly lively, colorful and exciting picture of the election campaign. The changes partially fit into the pattern of convergence (i.e., a mutual assimilation of public and commercial channels). As well as studying the change in style, our analysis also looks at some specifics of the 2005 election when for the first time a woman was contending for the office of chancellor. Our comparison of the television image of the candidates contradicts the presumption that a woman competing for chancellorship might come off worse in the news than her male adversary."
2007-0212,"Changing Media, Changing Language",Reconsidering the Media-Society Nexus: The Mediatization of Society  the Mediation of Meaning,,,,Paper,"Changing Media, Changing Language",Reconsidering the Media-Society Nexus: The Mediatization of Society  the Mediation of Meaning,"Considering earlier research on mediatization, the paper proposes a new theoretical framework in which mediatization is understood as the processes through which core elements of a social or cultural activity (e.g. politics, religion, language) assume media form. As a consequence, the activity is to a greater or lesser degree performed through interaction with a medium, and the symbolic content and the structure of the social and cultural activities are influenced by media environments which they gradually become more dependent upon. The theoretical framework is then considered in relation to linguistic change. Technologies of communication do not only mediate meaning and have a language of their own. Increasingly, mediatization has become an independent vehicle of linguistic change. Whereas dialects were responsible for linguistic variation in premodern societies, and sociolects for variation in industrialized societies, medialects are important for linguistic developments in a globalized network society."
2007-0213,"Changing Realities and Entrenched Norms in Dialysis: A Case Study of Power, Knowledge, and Communication in Health Care Delivery","History, Conflict, Contradictions, and Power in Health Communication",,,,Paper,"Changing Realities and Entrenched Norms in Dialysis: A Case Study of Power, Knowledge, and Communication in Health Care Delivery","History, Conflict, Contradictions, and Power in Health Communication","This paper explores 2 macrolevel health care trends as they manifest within routine communication. First, health care communication norms developed based upon an acute care model and poorly serve providers who manage ongoing treatment for people with chronic illnesses. Second, professional hierarchies and boundaries persist in the face of a changing workforce and enormous reliance on paraprofessionals (e.g., technicians) to provide the majority of hands-on patient care. I explore power, knowledge, and communication surrounding these 2 trends by using an outpatient dialysis unit as a case study, suggesting that difficulties in providing and receiving dialysis care are influenced by resistance of patients and providers to adapting communication norms to keep pace with drastic changes in health care and instead reinforce traditional hierarchies. Drawing upon Foucaults work on power, knowledge, and surveillance as a critical lens, I explore dialysis care as an exemplar of how power circulates through unbounded, mundane communication."
2007-0214,Changing the Conversation About Prostate Cancer Among African Americans: Results of Formative Research,cial Interaction Processes and Practices in Health and Mental Health,,,,Paper,Changing the Conversation About Prostate Cancer Among African Americans: Results of Formative Research,Social Interaction Processes and Practices in Health and Mental Health,"Objectives: Understand obstacles to and opportunities for improving prostate cancer communication in African American communities. Methods: Researchers conducted interviews with 19 community leaders and five focus groups with healthy men and survivors. The team also conducted process evaluations of 2 outreach projects in which survivors spoke to African American men about prostate cancer and screening. Results: Individual obstacles included limited knowledge about prostate cancer, prevention and treatment, and fear of cancer. Sociocultural factors included distrust of the medical system, lack of routine preventive care, reluctance to talk about cancer, and stigma about screening. Institutional deficits included the scarcity of educational efforts that target prostate cancer. The evaluations illustrate that survivors can contribute to promotion of prostate knowledge, positive screening attitudes, and conversations about prostate cancer. Survivor educators included little information about screening risks and decision-making however. Conclusions: Findings suggest ideas for message design emphasizing prostate cancer risk, screening risks and benefits, and decision-making. Outreach combining the credibility of survivors lived experience with the power of mass media and institution-based outreach efforts may shift social norms that inhibit conversation and foster fear over time, leading to more informed screening practice and better treatment outcomes."
2007-0215,Character Recognition as a Reliable Measure of Exposure to Alam Simsim Among Preschool Children in Egypt,Focusing on Exposure as a Central Construct in Health Campaigns Research: Interventions in Africa,,,,Paper,Character Recognition as a Reliable Measure of Exposure to Alam Simsim Among Preschool Children in Egypt,Focusing on Exposure as a Central Construct in Health Campaigns Research: Interventions in Africa,"Assessing exposure among 4 to 6 year-old children needs a simple but reliable and valid measure that can be used directly with the children themselves. Alternatively, exposure by children to an entertainment education program has to rely on the parents report of the childrens viewing. This alternative at most is a weak proxy for childrens viewing, since it lacks three main attributes of a robust exposure measure reception, perception and retention. For the evaluation of the national TV program Alam Simsim (the Egyptician version of Sesame Street) two measures of exposure were developed. A comprehensive scale measure including six self-reported items such as programs watched and favorite programs was computed and compared to a simpler measure based on the recognition of the main characters of the program. The reliability of the scale comprising the six measures was 0.79 (alpha). For the second measure, children were shown pictures of the three main characters and asked to point to each when their name was provided by the interviewer. Children were also asked which of the characters they would like to be their friend and the reason for liking them. Answers were compared to the character recognition to assess compatibility with perception of their shape and other characteristics. The reliability of this measure comprised of the recognition of each of the three characters was 0.87 (alpha). Both measures were used in ordinary least square regression to assess the effect of Alam Simsim on numeracy and literacy skills and on gender attitudes among children 4 to 6 years old in Egypt. The results, as measured by standardized beta coefficients, were very similar and statistically significant for each outcome. Character recognition is a solid and robust measure that can be used directly with children with no need to assess exposure from adults on childrens viewing."
2007-0216,Charting the Reality of Reality Construction  Or Why Carey Had It Right,Reality a Scarce or Abundant Resource?,,,,Paper,Charting the Reality of Reality Construction  Or Why Carey Had It Right,Is Reality a Scarce or Abundant Resource?,"There are many different realities, that is, many different domains which might provide the main orientation of our practice, both singly and together. But intersecting those domains are structures that constrain what, on various scales, we take as our primary reality. These structures are, in part, based on the concentration of narrative resources in particular places, a material process that Carey captured.
There are, however, two ways of applying Careys dictum more specifically to media. Do media narratives literally, and completely, construct the only reality that we can today live? Or is it only that the effect of media institutions symbolic power is to make it seem so? This paper will argue for the second interpretation, because it avoids mediacentrism, and better reflects the open-ended challenge (implicit in Levi-Strausss comment) to current media realities from other sources of symbolic power, notably religion."
2007-0217,Chasing the Bad News: An Analysis of 2005 Iraq and Afghanistan War Coverage on NBC and Fox News Channel,War & Peace,,,,Paper,Chasing the Bad News: An Analysis of 2005 Iraq and Afghanistan War Coverage on NBC and Fox News Channel,War & Peace,"This study analyzes all stories aired on NBC Nightly News and Fox News Channel's Special Report with Brit Hume during 2005 about the wars in Iraq and Afghanistan and compares that coverage with real world indicators to address several policy and theoretical questions: (1) Did the news media over-report the bad news from these conflicts, as claimed repeatedly by senior members of the Bush administration and as one might expect given prior research into the negativity bias of the press? (2) Do new institutionalist theories about news homogeneity explain coverage of these conflicts? (3) Does coverage of these wars fit an indexing and/or a cascade activation model of news? The study finds that while a fair amount of coverage on both channels focused on insurgent/terrorist attacks, a smaller proportion mentioned U.S. or civilian casualties, and overall the news actually underplayed the bad news from both countries. Comparisons are also drawn between the two channels, with data showing that FNC was much more sympathetic to the administration than NBC. In particular, although the administration, Republican members of Congress, and military officials dominated coverage, the tone of elite quotations was much more reflective of the deteriorating situation in both wars on NBC than it was on FNC."
2007-0218,Chilango Magazine: Defining Chilango Identity - Top ERIC Interactive Paper - 2nd Place,Ethnicity and Race in Communication Interactive Paper Session,,,,Work in Progress,Chilango Magazine: Defining Chilango Identity - Top ERIC Interactive Paper - 2nd Place,Ethnicity and Race in Communication Interactive Paper Session,"The main aim of this investigation is to understand the way in which identity is created in written media. For this purpose we will use the magazine Chilango as our object of study and we will identify in which way its section Alameda conceives chilangos and the activities they do in order to conform an identity. In the last three years, Chilango has compounded several aspects of Mexico Citys culture such as slang, images, places, social behavior, and even some political criticism. It has also given these cultural practices an irreverent and funny perspective. For this paper, three issues of the magazine have been selected, each corresponding to one of the three first quarters of these year. The research strategies that we will be using are: (1) a textual semiotic analysis of the magazine content and (2) the use of focus groups and interviews. This magazine reflects how its producers conceive life in Mexico City and gives tips on where to go and what to do to make the best of this city."
2007-0219,"Children From Germany, Ireland, Israel, South Africa, and the USA Discuss and Judge Comedy Programs",The Significance of Cultural Backgrounds in Reception of TV Programs,,,,Paper,"Children From Germany, Ireland, Israel, South Africa, and the USA Discuss and Judge Comedy Programs",The Significance of Cultural Backgrounds in Reception of TV Programs,"Researchers discuss results of a study conducted with 494 children, 8 to 10 years of age, in Germany, Israel, the USA, Northern Ireland/the Republic of Ireland, and South Africa. Country-specific samples differed according to sex and separately determined stratified socio-cultural sub-groupings. The children watched excerpts from different humorous programs considered typical for the 5 countries, provided moment-by-moment ratings of humor via an electronic Fun-O-Meter, and subsequently discussed why segments were funny etc. The data reveal that commonalities among childrens responses to the presented programs are far greater than the differences. Children in very different regions of the world found the programs funny at the same points; a finding supported by the analysis of the group discussions. When international differences in humor appreciation appeared, they stemmed from issues such as language, cultural proximity and media diet, all of which are aspects of familiarity."
2007-0220,"Childrens Materialism in Urban and Rural China: Media Exposure, Cognitive Development, and Demographics",Media and Health: Content and Consequences,,,,Paper,"Childrens Materialism in Urban and Rural China: Media Exposure, Cognitive Development, and Demographics",Media and Health: Content and Consequences,"In this study, an exploratory survey was conducted examining Chinese childrens endorsement of materialistic values and probing the influences of media exposure, cognitive development and demographics on the orientation to materialism among Chinese urban and rural children. Altogether 569 questionnaires were collected (254 from an urban area and 315 from a rural area) among children aged from 6-14 years. The results showed that children in mainland China generally held lukewarm attitudes toward materialistic values and urban children were more materialistic than rural children. Videogame engagement was the most significant predictor to materialism among media exposure. Childrens biased understanding of the persuasive intent of advertising contributed to their materialistic values, the viewing attention and liking propensity did not exert much influence though. Cognitive development was found to be negatively correlated with childrens endorsement of materialistic values, as older children were less materialistic than younger children. Also, consistent with the research literature in western societies, mainland Chinese boys were more materialistic than girls."
2007-0221,Chilean Journalists and Employment Options: The Development of a Labor Market Research Model to Revise Undergraduate Social Science Curriculum,Portraits of Latin American Journalism,,,,Paper,Chilean Journalists and Employment Options: The Development of a Labor Market Research Model to Revise Undergraduate Social Science Curriculum,Portraits of Latin American Journalism,"Utilizing a descriptive research study of sociodemographics and behaviors of journalists in the Eighth Region of Chile, this article proposes a design methodology and mapping strategy that can be used to examine different profession profiles by way of competencies. It develops a scientific model for social scientists to research distinct labor areas  replicable in different contexts  with the intention of helping the development of a reliable and valid methodology that can provide feedback on the educational process and that can be shared across disciplines. This particular study defines a new way of categorizing the journalism profession based on its professional competencies, and at the same time revealing the high percentage of jobs generated in areas apart from typical mass media jobs."
2007-0222,"Chiles Regional Journalists in the 21st Century: Attitudes, Behaviors, and Job Satisfaction of News Media Professionals in Southern Chile","Media Institutions, Workers, and Audiences in Latin America",,,,Paper,"Chiles Regional Journalists in the 21st Century: Attitudes, Behaviors, and Job Satisfaction of News Media Professionals in Southern Chile","Media Institutions, Workers, and Audiences in Latin America","This study provides a descriptive examination and statistical analysis of an often overlooked sector in Latin America  regional journalists. This 2006 survey, utilizing a transversal sample based on a census of all print and broadcast journalists in Chiles Eighth Region, shows that about 83.3 percent of respondents were under 40, most of them earned less than the equivalent of U.S. $400 to $1,000 a month, and nearly half of them rated their satisfaction with their jobs as only fair. Using statistical analysis, this study shows that the size of the company may play a role in job satisfaction, in line with studies of journalists elsewhere. About 50 percent of those who worked for small companies had very good perceptions of their job, compared with 5.6 percent at medium-sized companies and 6.1 percent at large companies."
2007-0223,China and the 2008 Olympics: The Construction of a National Image,Chinas Olympic Makeover: Shaping Chinas Global Image via the 2008 Beijing Olympics,,,,Paper,China and the 2008 Olympics: The Construction of a National Image,Chinas Olympic Makeover: Shaping Chinas Global Image via the 2008 Beijing Olympics,"International sporting events provide the sponsoring country with the opportunity to highlight its achievements to the world (Beck & Bosshart, 2003). Such presentations have important political, social, and economic impacts for the sponsor. In the case of its Olympic games in 2008, China seeks to address a unique exigence: To transform its image from a backward, repressive nation to a progressive pseudo-democracy. We will provide an ideological analysis of the image that China has constructed through its preparation for the 2008 games, focusing on the strategies used to address the exigence. Among the questions we will address in our analysis are: Is the presentation grounded in Western or Eastern perspectives? On what themes and images concerning China is the world asked to focus? Are charges of human rights violations or political repression acknowledged, contained, or muted? Is rural China included or excluded in the new image? Our analysis will provide insight both into the rhetorical processes of image transformation at the national level and into the communicative processes used in the Chinese culture."
2007-0224,Chinese and English Sales Discourse: A Comparative Study in Hong Kong,Creating Communicative Opportunity Within and Between Many Languages,,,,Paper,Chinese and English Sales Discourse: A Comparative Study in Hong Kong,Creating Communicative Opportunity Within and Between Many Languages,"This study aims to analyse and compare the discourse structure of Chinese sales letters and that of English sales letters based on an integrated analytical framework for cross-linguistic communication proposed by the author. The motivation for conducting this study is twofold. First, while there exists a multitude of studies that compare the syntax and grammar between Chinese and English, very little contrastive analysis has been carried out at the level of text, especially in the realm of persuasive communication. Second, understanding communication across cultures and languages is becoming increasingly important in sales promotion, due to the globalization of business. The corpus of this study consists of 160 Chinese and English sales letters, which were randomly selected from a database of over 10,000 sales letters collected from 36 categories of recipients in Hong Kong over a 6-month period. The letters chosen originated from 117 companies in Hong Kong, mainland China, and overseas countries. They represent a variety of author styles. The analysis shows overall similarities with respect to move structures in letters across the 2 languages. A number of differences are identified, and they include, for example, more frequent reference to social issues and less frequent use of pressure tactics in the Chinese letters. These differences can be attributed to the context of situation and to the reader-author relationship associated with the different corpora. Results of the analysis were verified by sixteen specialist and corporate informants in the field of sales promotion communication."
2007-0225,Choosing Among Abundant Realities,Reality a Scarce or Abundant Resource?,,,,Paper,Choosing Among Abundant Realities,Is Reality a Scarce or Abundant Resource?,"This paper will consider strategies of everyday life that people adopt to organize a reality for themselves when realities imposed by cultural elites or political hierarchies -- in liberal societies -- have declining authority. People change religions, jobs, and spouses more frequently than they did 50 years ago and reconstruct reality accordingly. People do not get 15 minutes of fame but 15 years of fame inside non-territorial micro-worlds (like media studies) or geography-based local communities. Parents tell children their behavior is ""inappropriate"" rather than wrong, situationally mistaken rather than forbidden. Some evidence indicates that liberals and conservatives not only vote differently and drive different cars but increasingly live in different neighborhoods. This raises tantalizing questions about what common reality remains and what occasions force our multiple realities into (productive or dangerous) conflict."
2007-0226,"Circulating The Look, (De)Facing Nationalisms: Young Chinese Women Consuming Korean Wave",Viewing/Forming Asia Through Visual Media: From Visual/Cultural Perspective,,,,Paper,"Circulating The Look, (De)Facing Nationalisms: Young Chinese Women Consuming Korean Wave",Viewing/Forming Asia Through Visual Media: From Visual/Cultural Perspective,"The success of Korean wave across Asia alone creates very interesting discussion of the dynamic interplay of the cultural, economic and political forces in the regional locality. In East Asia, where the impact of Korean wave is mostly felt, the heat of the discussion is focused on how notions of cultural proximity and cultural nationalism mingle with creative economies, government ideologies and foreign policies. Among the many epicenters, I think China provides an excellent position for investigating the tensions as well as dynamisms evoked by the Korean wave: how the intensified transnationalization of media is played out in two cultures (i.e. China and Korea) that are so similar in their political, economic and cultural pasts and futures in the age of globalization. How competing nationalisms also mingle with the spirit of cultural understanding and economic cooperation in these two economically co-eval, culturally proximate governments, as they grapple with the rapid ascension into the world stage with their economic success.
In this paper, I would further complicate the discussion by offering Chinese womens consumption of Korean cosmetics and dramas as a site to test how ideologues of femininity and beauty get caught up with issues of consumerism and nationalism, at a time when both countries are raging high on its economic development and competing for a favoured place in the sun in the international stage. The entry of Korean cosmetics and notions of beauty in China happen at a time when consumer revolution is the dominant revolutionist ideology in China. Young urban women find themselves clad with the national task to consume as a way to further boost Chinas raging economy. A new look is needed in the search of a new urban womanhood to match the image of the rapidly transforming nation.
Using interviews and ethnographies of patrons in cosmetic surgery hospitals and female Chinese audiences of Korean TV dramas, I will hope to gain an insight into the following questions: How does the Korean wave play a role in transforming notions of beauty and femininity among young women in China? How are cultural proximity and cultural nationalism (inter)played at the reception end in constructing this new look of womanhood, at a time when young women are grappling with shifting gender relations (as a result of the one-child policy), and consumerism becoming the new ideology in modern China?"
2007-0227,Citizens Advisory Councils: A Nexus in the Risk Communication Infrastructure,"Health, Risk, and Crisis Communication Education",,,,Paper,Citizens Advisory Councils: A Nexus in the Risk Communication Infrastructure,"Health, Risk, and Crisis Communication Education","For several years, members of this research team have advanced the theoretical and pragmatic concept of risk communication infrastructures. One of the key links in this infrastructure was first reported in Communication Yearbook 18. Since then, steady progress has been made to better understand how Citizens Advisory Councils (CACs) operate as a systems and dialogic meeting place for petrochemical company representatives to meet with cognitively involved community members. Company members are obliged by the bylaws of the CAC to report emissions, accidents, and other events that could or did harm workers or residents. Questions are raised by the citizens and addressed by company representatives. This presentation will explain this process, reveal qualitative and quantitative data about their effectiveness, and indicate the steps being taken to increase the communicative quality of these links in the risk communication infrastructure."
2007-0228,Citizens' Argument Repertoire and Media Discourse,Citizen Participation and Discussion,,,,Paper,Citizens' Argument Repertoire and Media Discourse,Citizen Participation and Discussion,"This research explores how news media may help promote citizens' argument repertoire. Building upon scholarship in information processing, schema theory, and political psychology, the author introduces the reflective cue. The study examines the extent to which this cue, when integrated in news media, may be successful at enhancing citizens awareness and processing of reasons. The design is a controlled presentation of issue information. Findings support the study's predictions that the inclusion of a reflective cue in media coverage would have a positive effect on cognitive orientations and on information-processing behavior. However, these effects did not lead subjects exposed to the reflective cue to express more issue-position reasons. Findings also support the studys predictions that exposure to news media content would enhance the extent to which citizens express reasons."
2007-0229,"Civic Participation by Educated Immigrant Population: Examining the Effects of Media Use, Personal Network, and Social Capital","Community, Civic Participation, and Public Opinion",,,,Paper,"Civic Participation by Educated Immigrant Population: Examining the Effects of Media Use, Personal Network, and Social Capital","Community, Civic Participation, and Public Opinion","The present study uses a cross-sectional survey data in midwestern U.S. cities to examine the effects of ethnic media use on immigrants civic participation in ethnic and American community activities and their political knowledge of this country. Bonding and bridging social capital are also used in the analysis to see if they have mediating effects between ethnic media use and the civic participation and political socialization outcomes. The results indicate that ethnic media use has no significant effects on civic participation or political socialization. Bonding and bridging social capital show positive associations with civic participation, whereas political knowledge is only significantly predicted by length of stay in the country."
2007-0230,"Civil Defense, Communication, and the Politics of Disaster: An American Case Study","rveillance, Consent, and Dissent",,,,Paper,"Civil Defense, Communication, and the Politics of Disaster: An American Case Study","Surveillance, Consent, and Dissent","Applying intergroup and networks perspectives, as well as the uses and gratifications framework, this article employs narratives, public testimony, and anecdotal evidence to discuss the communicative exclusion of disabled, non-English speaking, and diverse cultural groups during U.S. disasters. Presenting research findings about the events of September 11th, 2001 and Hurricane Katrina, this paper documents specific scenarios in which people belonging to minority groups were communicatively excluded from emergency planning and evacuation. Avenues of further inquiry are proposed, regarding emergency perception and behavior among marginalized (and dominant) groups, in order to addressing some inequities during disaster situations."
2007-0231,Click on Trust: A Study of the Impact of Weblogs Author Identity and Privacy Policy on Political Participation,Perceptions and Protections of Online Privacy,,,,Paper,Click on Trust: A Study of the Impact of Weblogs Author Identity and Privacy Policy on Political Participation,Perceptions and Protections of Online Privacy,"This study used a fictional political weblog to assess the impact of trust on students participation in a political issue campaign. The study suggested that the visible author identity significantly influenced peoples intentions to participate in political issues. Furthermore, when controlling for liking of the site, the visibility of the authorship also affected peoples agreement with the goal and content of the weblog.
In addition, the study found that the trustworthiness and clarity of the privacy policy on the weblog were strong and positive predictors of perceived credibility, interest in the issue, and liking of the weblog."
2007-0232,Close Relationships With Interface Agents: The Effects of Self-Disclosure and Attachment Styles on Perceived Closeness,lf-Disclosure Online,,,,Paper,Close Relationships With Interface Agents: The Effects of Self-Disclosure and Attachment Styles on Perceived Closeness,Self-Disclosure Online,"The current study examines the effects of self-disclosure of an interface agent and users' attachment styles on user-agent close relationship formation. The experiment was conducted in a 2(agent's self-disclosure: Disclosure vs. Non-Disclosure) by 4(participants' attachment styles). After interactions with the agent, participants evaluated their perceived closeness - inclusion of other in the self, subjective closeness, expectations of influences in future interaction, and trust  toward the agent.
The results are summarized as follows: 1) self-disclosure of an agent had a positive impact on perceived closeness toward the agent; 2) participants' attachment styles were related to perceived closeness; those with a dismissing style consistently perceived the agent as least intimate, while preoccupied and fearful as relatively intimate; 3) with respect to trust toward the agent, a significant interaction effect was found; preoccupied and fearful persons rated the agent as more trustworthy when they received self-disclosure from the agent than when they did not, whereas ratings of secure and dismissing persons were not affected by agent's self-disclosure. These results show that self-disclosure of an agent and users' attachment styles affect relationship formation in the user-agent context, similar to findings in human relationship. Theoretical and practical (agent design) implications are discussed."
2007-0233,Cluster Analysis of Cancer Blog Users,Weblogs: Users and Their Motivations,,,,Paper,Cluster Analysis of Cancer Blog Users,Weblogs: Users and Their Motivations,"This study was undertaken to discover whether cancer blog users could be clustered in terms of demographic characteristics, audience usage, motivation, behavioral changes, and perceptions of media use and credibility. The study further examined the optimal number of clusters and user characteristics that defined the clusters of not well understood cancer blog users. The data were collected through an online self-reporting survey. A total of 113 respondents completed the questionnaires between March 30, 2006 and June 30, 2006. An agglomerative hierarchical cluster analysis was then performed to group the 113 cases (respondents) on the 351 variables. Wards linkage method, squared binary Euclidean distance measures, and Mojenas Best-Cut were used to cluster groups in the given data set. Three clusters were found as an optimal number for the given data set. Cluster 1 was observed as new bloggers who were highly motivated for compiled cancer information, were least influenced by blogs, and were frequent online information seekers. Cluster 2 was long timers who sought traditional sources, such as medical libraries for cancer information. Cluster 3 included highly motivated individuals and those who sought blogs for medically related information. The most frequent behavioral changes were observed in this group. The study concluded that a cluster analysis was useful method for finding the natural grouping of not well understood cancer blog users. Further study with a larger sample on identifying distinct variables that defined clusters will provide better understanding of cancer blogs users."
